@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.55, 2.247, 0.744, 0.503, -0.363, 0
0.314, 2.164, 1.565, 0.995, 1.038, 0
0.274, 3.21, -0.507, 0.411, 0.834, 0
0.389, 2.741, 0.755, 0.602, 1.173, 0
0.246, 0.477, 1.836, 0.926, 0.48, 0
-0.15, 1.436, 2.41, -0.653, 0.0, 0
2.666, 0.329, 0.188, 0.226, -0.079, 0
0.255, 1.0, 2.106, -0.959, -0.365, 0
0.087, 0.585, -0.67, 2.38, 0.0, 0
2.255, 1.117, 0.414, 0.448, -0.257, 0
1.242, 1.769, -0.281, -0.362, 1.29, 0
0.436, 2.561, 1.097, 0.802, 0.0, 0
0.857, 2.735, -0.45, -0.187, -0.199, 0
3.58, 0.496, 0.327, 0.344, -0.119, 0
0.958, 1.627, -0.302, 0.193, -0.089, 0
1.836, 0.751, 0.152, 0.134, -0.158, 0
0.811, 2.064, -0.454, -0.342, 1.431, 0
0.376, 1.259, 2.226, -0.598, 0.0, 0
3.498, 0.468, -0.117, -0.064, -0.041, 0
0.87, 3.42, -0.661, -0.245, -0.139, 0
0.284, 1.148, 2.085, 1.726, 0.0, 0
0.126, 0.476, 1.238, 2.343, 0.0, 0
2.441, 0.306, 0.14, 0.176, -0.065, 0
0.181, 1.368, 1.869, -0.675, -0.421, 0
0.42, 2.529, -0.399, 0.237, -0.162, 0
1.466, 1.697, 0.485, 0.283, -0.18, 0
0.055, 0.205, 0.2, 0.486, 1.356, 0
2.131, 1.245, 0.448, 0.45, 0.656, 0
0.281, 1.518, 3.079, -0.893, -0.362, 0
2.726, 0.966, 0.467, 0.455, 0.228, 0
0.291, 1.161, 2.308, 0.877, -0.369, 0
0.325, 0.758, 2.099, 0.746, 0.405, 0
0.245, 2.125, 1.012, 0.494, -0.247, 0
0.812, 3.116, -0.483, 0.786, -0.227, 0
0.226, 0.704, 0.719, 1.741, 0.0, 0
0.65, 3.042, -0.487, -0.256, -0.206, 0
1.341, 1.174, -0.283, -0.098, 0.077, 0
0.12, 0.719, -1.064, 2.032, -1.019, 0
0.288, 1.589, 2.961, -0.863, 0.0, 0
2.406, 1.305, 0.66, 0.813, -0.241, 0
2.692, 0.278, 0.123, 0.118, -0.056, 0
0.536, 2.885, 1.008, 0.451, 0.0, 0
0.829, 1.838, -0.381, 0.24, -0.269, 0
1.712, 2.499, -0.446, -0.162, -0.1, 0
0.178, 1.152, 1.846, -0.477, -0.201, 0
1.239, 1.892, 0.585, 0.715, 0.742, 0
3.466, 0.481, -0.134, 0.109, 0.077, 0
0.295, 1.883, 1.139, 0.84, -0.434, 0
1.723, 2.168, -0.377, -0.281, 0.723, 0
0.656, 1.465, 1.766, 0.689, -0.253, 0
0.334, 1.781, 0.698, 0.284, -0.124, 0
0.719, 2.628, -0.487, 0.253, -0.233, 0
1.781, 1.995, -0.36, -0.139, -0.105, 0
0.288, 1.931, 1.916, -0.618, 0.0, 0
0.459, 1.882, -0.37, -0.157, -0.102, 0
1.678, 1.266, 0.522, 0.394, -0.206, 0
0.521, 3.176, -0.506, 0.324, 0.593, 0
3.542, -0.331, -0.158, 0.077, 0.064, 0
-0.251, 1.135, 1.116, -0.517, -0.274, 0
0.61, 2.82, 0.866, -0.317, 0.971, 0
0.553, 2.15, 0.948, 0.39, 0.192, 0
3.396, 0.517, -0.119, -0.065, -0.048, 0
0.274, 2.028, 0.992, 0.406, 0.0, 0
0.178, 1.103, 1.556, -0.458, 0.0, 0
2.508, 1.436, 0.485, 0.158, 0.299, 0
3.108, -0.295, -0.104, -0.073, -0.053, 0
0.351, 2.237, 1.065, -0.617, 1.332, 0
1.425, 1.819, -0.248, -0.135, 0.125, 0
1.305, 2.225, -0.353, -0.203, 0.18, 0
2.744, -0.224, 0.171, 0.098, 0.074, 0
0.228, 0.845, 1.897, -0.56, -0.294, 0
1.565, 2.359, -0.363, -0.156, 0.145, 0
2.057, 0.308, -0.077, 0.071, -0.098, 0
1.271, 2.311, -0.337, -0.152, 0.201, 0
0.443, 2.273, 1.764, 0.697, -0.297, 0
0.286, 1.386, 1.226, 0.468, 0.277, 0
0.06, 0.225, 0.119, 0.264, 0.912, 0
0.46, 1.935, 1.194, 0.607, -0.212, 0
0.348, 2.567, -0.397, 0.297, -0.383, 0
1.063, 2.585, -0.415, -0.175, -0.116, 0
0.892, 1.534, -0.287, -0.118, -0.069, 0
3.132, 0.557, -0.134, 0.18, -0.066, 0
0.3, 1.396, 1.661, -0.459, -0.214, 0
0.984, 2.472, -0.289, -0.149, -0.103, 0
1.116, 1.999, -0.415, -0.193, -0.225, 0
0.328, 0.765, 2.081, 0.818, -0.35, 0
1.303, 1.852, -0.364, 0.406, 1.379, 0
0.77, 2.496, -0.402, 0.24, 0.163, 0
0.228, 0.471, 1.647, 1.183, 0.704, 0
0.223, 1.086, 2.658, -0.944, 0.0, 0
2.796, 0.551, 0.577, 0.687, 0.401, 0
0.456, 1.513, 2.206, -0.545, 0.0, 0
0.311, 1.405, 1.519, -0.45, -0.255, 0
3.078, 0.339, 0.199, 0.211, -0.089, 0
0.088, 0.271, 0.34, 0.455, 0.0, 0
2.254, 1.491, 0.895, 0.624, -0.185, 0
0.394, 0.949, 2.304, 1.511, -0.516, 0
0.526, 2.17, -0.557, 0.348, 0.0, 0
0.716, 3.174, -0.412, -0.232, 0.504, 0
0.345, 1.987, 1.372, 0.678, -0.254, 0
2.013, 2.143, -0.487, 0.522, 0.291, 0
3.467, -0.319, 0.408, 0.405, -0.111, 0
3.509, 0.553, 0.27, 0.607, -0.161, 0
1.134, 0.882, -0.142, 0.07, 0.078, 0
1.406, 2.253, -0.535, -0.201, 0.1, 0
1.0, 1.795, 0.35, 0.242, -0.164, 0
0.283, 1.349, 0.535, -0.203, -0.119, 0
0.674, 1.174, 1.718, 0.621, -0.205, 0
0.257, 0.57, 1.962, 1.559, 0.547, 0
0.237, 0.536, 0.755, 2.177, -0.769, 0
0.405, 1.153, 2.333, -0.772, 0.0, 0
0.349, 1.248, 2.225, -0.7, 0.49, 0
2.819, 0.719, 1.333, -0.26, -0.104, 0
0.309, 1.464, 1.893, -0.551, 0.0, 0
0.517, 2.071, 1.352, -0.423, 0.0, 0
0.868, 2.002, -0.434, 0.238, -0.137, 0
3.229, 0.694, 0.27, -0.258, 0.607, 0
0.365, 0.433, 0.894, 1.979, -0.535, 0
1.634, 0.493, 0.12, 0.122, -0.173, 0
1.573, 1.128, 0.42, -0.215, 1.306, 0
2.234, 0.711, 0.395, -0.215, 0.438, 0
3.429, 0.898, -0.182, 0.139, 0.349, 0
0.241, 1.841, -0.429, 0.379, -0.141, 0
1.4, 1.01, 0.296, 0.159, -0.166, 0
1.121, 1.599, 0.512, 0.329, -0.275, 0
0.235, 1.178, 2.537, -0.725, 1.184, 0
2.112, 1.354, -0.184, -0.097, 0.077, 0
1.878, 0.892, 0.76, 1.61, -0.446, 0
1.095, 1.291, -0.294, -0.132, 0.0, 0
0.086, 0.308, 0.272, 0.451, -0.367, 0
0.997, 1.896, 0.829, 1.479, -0.4, 0
0.121, 0.268, 0.467, -0.611, -1.052, 0
0.651, 2.36, -0.503, 0.291, 0.148, 0
0.991, 1.037, 0.817, 0.308, 0.247, 0
1.093, 1.692, 0.445, -0.312, 1.608, 0
0.352, 1.828, -0.377, -0.165, 0.0, 0
0.498, 3.28, -0.608, -0.242, 0.0, 0
0.488, 2.179, 1.624, 0.58, -0.233, 0
2.885, -0.282, 1.362, 0.503, -0.216, 0
1.977, 1.376, -0.303, 0.236, -0.094, 0
1.168, 2.156, -0.289, -0.122, 0.109, 0
2.327, 2.156, -0.272, -0.142, -0.084, 0
0.177, 1.241, 1.328, -0.472, -0.209, 0
0.948, 2.4, -0.397, 0.42, 1.126, 0
0.692, 2.444, -0.529, -0.199, 0.0, 0
1.041, 1.968, -0.321, 0.196, -0.412, 0
0.292, 2.187, 2.055, 0.686, 0.0, 0
1.944, -0.434, -0.145, -0.079, -0.056, 0
0.842, 2.641, -0.46, 0.229, -0.123, 0
0.135, 0.606, 1.343, 2.28, 0.0, 0
3.246, 0.823, -0.159, 0.086, -0.076, 0
0.409, 0.79, 1.243, 1.747, -0.517, 0
0.586, 2.408, -0.62, -0.267, -0.166, 0
0.245, 1.0, 3.109, -0.767, -0.36, 0
-0.504, 1.951, 0.828, -0.28, -0.175, 0
0.391, 1.762, 1.66, -0.448, 0.0, 0
3.698, 0.437, -0.109, -0.082, -0.042, 0
-0.22, 3.101, -0.64, -0.313, -0.165, 0
2.785, 0.581, 0.279, -0.073, 0.081, 0
2.751, 0.365, -0.107, 0.091, 0.084, 0
0.106, 0.455, 0.989, 1.748, 0.0, 0
1.545, 2.072, 0.575, 0.758, 0.423, 0
2.99, 0.309, -0.154, -0.171, -0.13, 0
0.379, 0.911, 2.528, -0.584, 0.518, 0
1.601, 2.2, 1.09, 0.576, -0.168, 0
0.638, 2.498, -0.387, 0.243, -0.301, 0
0.437, 1.435, 0.502, 0.303, 0.0, 0
0.362, 2.848, -0.601, 0.483, 0.694, 0
0.181, 0.509, 0.75, 1.97, 0.0, 0
0.072, 0.333, 0.556, 0.507, 0.438, 0
1.909, 1.432, 0.26, 0.129, -0.074, 0
0.451, 1.433, -0.363, -0.198, -0.189, 0
0.597, 3.028, -0.424, 0.302, 0.937, 0
0.231, 2.426, 0.676, 1.775, -0.545, 0
0.302, 3.331, -0.664, 0.32, -0.172, 0
2.318, 1.826, -0.356, 0.991, -0.285, 0
0.122, 0.434, 1.069, 2.338, 0.0, 0
0.687, 2.277, 1.469, -0.354, -0.167, 0
0.462, 2.713, 0.884, 0.481, 0.242, 0
1.988, 1.974, 0.622, -0.18, -0.101, 0
1.445, 1.367, -0.285, -0.122, 0.107, 0
-0.155, 1.643, 1.345, 0.62, 0.372, 0
1.619, 1.55, -0.28, -0.1, 0.0, 0
0.714, 1.3, 1.784, -0.571, -0.206, 0
3.15, 0.54, 0.227, 0.216, -0.061, 0
1.318, 2.763, -0.478, -0.173, -0.125, 0
2.745, 0.709, 0.387, 0.406, -0.129, 0
0.959, 2.559, -0.49, 0.956, -0.299, 0
0.741, 2.844, 0.937, 0.512, 0.602, 0
0.121, 0.718, 0.396, 0.716, 0.0, 0
0.18, 0.511, 1.254, 1.436, -1.007, 0
0.755, 1.277, -0.297, -0.426, 1.903, 0
0.273, 1.758, 0.817, 0.332, 0.162, 0
0.711, 2.712, 1.415, -0.44, -0.2, 0
1.322, 0.603, 0.156, 0.145, -0.163, 0
0.912, 0.861, -0.159, 0.078, 0.107, 0
0.478, 2.033, 2.162, -0.682, 0.0, 0
0.472, 3.394, -0.518, 0.625, -0.199, 0
3.773, -0.306, -0.128, -0.087, -0.065, 0
0.836, 2.098, 0.519, 0.29, -0.207, 0
0.069, 0.562, 0.563, 0.474, 0.0, 0
0.838, 1.825, -0.389, 0.296, -0.43, 0
0.401, 2.322, -0.347, -0.164, -0.093, 0
0.382, 1.752, 0.792, 0.371, -0.183, 0
1.353, 3.078, 0.872, 0.348, 0.0, 0
2.385, 0.607, -0.11, 0.102, -0.053, 0
0.136, 0.922, 2.224, -0.738, -0.322, 0
-0.053, 4.32, -0.486, -0.243, -0.162, 0
1.715, 1.682, 0.6, 1.275, -0.375, 0
1.109, 2.796, -0.443, -0.199, 0.278, 0
-0.202, 2.328, 0.991, 0.592, 0.0, 0
0.74, 3.204, -0.77, 0.383, 0.183, 0
0.227, 0.686, 1.339, 1.873, -0.671, 0
0.145, 0.332, 0.467, -0.794, 0.0, 0
1.821, 1.432, 0.518, 0.343, 0.651, 0
0.325, 1.077, 1.168, 0.769, -0.206, 0
3.209, 0.79, 0.242, 0.703, -0.28, 0
0.887, 2.167, 0.646, 0.475, 1.125, 0
0.246, 0.559, 1.911, 1.542, -0.597, 0
0.466, 1.06, 2.642, -0.676, -0.242, 0
0.872, 2.166, 0.597, -0.248, 1.372, 0
0.433, 0.595, 0.98, 2.318, -0.762, 0
0.216, 0.365, 0.371, 0.981, 1.464, 0
0.54, 2.787, -0.667, -0.242, -0.157, 0
2.063, 0.734, 0.317, 0.488, -0.447, 0
1.4, 1.606, 0.361, 0.258, 0.144, 0
2.459, 0.293, 0.129, 0.075, 0.061, 0
1.093, 1.612, -0.366, 0.528, 0.511, 0
0.161, 0.884, 0.821, 1.944, -0.676, 0
2.646, 0.98, -0.149, -0.092, -0.039, 0
0.375, 2.21, 1.43, 1.029, 0.0, 0
0.42, 0.333, 0.743, 1.17, 1.056, 0
1.567, 0.867, 1.3, 1.041, 0.559, 0
1.609, 2.165, -0.492, -0.547, 0.0, 0
0.238, 0.967, -0.338, -0.368, 0.421, 0
-0.147, 1.393, 1.573, -0.543, 0.0, 0
0.231, 1.764, 1.438, 1.052, -0.489, 0
1.157, 0.855, 1.941, -0.668, -0.261, 0
0.205, 1.433, 0.976, 0.327, 0.198, 0
0.341, 0.792, 2.458, -0.985, -0.459, 0
-0.966, 1.326, -0.329, -0.176, -0.15, 0
0.205, 1.266, 1.981, -0.874, 0.0, 0
0.523, 2.466, -0.731, 0.345, 0.0, 0
3.279, 0.547, 0.317, 0.463, 0.166, 0
-0.801, 0.884, -0.289, 0.341, -0.452, 0
1.601, 0.836, 0.433, -0.131, -0.055, 0
0.505, 2.669, -0.51, -0.296, 0.0, 0
0.883, 0.543, 1.275, 2.209, 0.691, 0
0.427, -1.045, -1.089, -0.444, -0.286, 0
0.074, 0.333, 0.421, -0.872, 2.377, 0
3.256, 1.141, 0.356, 0.279, 0.132, 0
0.084, 0.41, 0.827, 0.671, 0.478, 0
0.519, 1.999, 2.438, -0.632, -0.309, 0
0.397, 0.91, 1.412, -0.616, 0.0, 0
0.808, 1.869, 2.019, -0.532, 0.0, 0
0.252, 2.769, -0.651, 0.331, 0.214, 0
2.884, 1.03, 0.349, 0.219, -0.236, 0
1.677, 0.791, -0.41, 2.004, -0.434, 0
0.722, 1.094, 1.433, -0.935, 1.467, 1
0.95, 0.555, 1.311, 1.481, 1.496, 1
0.192, 0.629, 1.019, 0.704, 1.2, 1
0.93, 1.519, 1.315, 0.766, 1.126, 1
0.567, 0.863, 1.979, -0.496, 0.416, 1
0.173, 0.673, 0.755, 1.377, 0.732, 1
0.279, 0.701, 0.936, 1.152, 0.0, 1
0.302, 0.581, 2.032, 1.122, 1.408, 1
0.356, 0.881, 0.803, 1.905, -0.772, 1
0.195, 0.425, 0.699, 1.953, 1.493, 1
0.32, 1.033, 2.29, 1.106, 1.171, 1
0.428, 0.5, 2.038, 0.733, 0.449, 1
0.161, 0.177, -0.167, 0.714, -0.937, 1
0.324, 0.712, 0.741, 1.91, -0.908, 1
0.399, 0.66, 2.966, -0.691, 0.462, 1
0.152, 0.52, 0.92, 1.652, -0.749, 1
0.09, 0.681, 0.261, 0.769, 0.0, 1
0.516, 1.19, 0.935, 0.766, -0.709, 1
0.13, 0.623, 0.993, 2.13, -0.793, 1
0.271, 0.811, 0.913, 2.122, 0.0, 1
0.997, 1.578, 1.248, -0.353, 0.979, 1
0.443, 0.99, 1.752, 0.943, 0.927, 1
0.32, 0.822, 0.849, 0.806, 0.824, 1
0.219, 0.562, 0.59, 1.387, 0.0, 1
0.366, 1.292, 0.89, 0.819, 0.444, 1
0.28, 0.859, 2.111, 1.339, 1.17, 1
0.411, 1.046, 0.669, 0.982, -0.332, 1
0.814, 0.334, 2.258, -0.651, -0.394, 1
0.198, 0.67, 0.768, -0.384, 1.48, 1
0.596, 1.555, 1.434, 0.699, 1.074, 1
0.493, 2.223, 1.209, 1.384, -0.442, 1
0.111, 0.397, 0.8, 0.683, 0.0, 1
0.525, 1.543, 1.83, 1.724, -0.479, 1
0.483, 2.622, 0.749, 0.834, 0.691, 1
0.541, 2.145, -0.562, -0.228, -0.141, 1
0.304, 0.561, 1.215, 0.762, 0.0, 1
0.564, 1.168, 1.752, -0.494, -0.229, 1
1.046, 2.514, 0.865, 0.812, -0.214, 1
0.652, 1.177, 1.718, -0.463, 0.681, 1
0.781, 1.25, 0.793, 0.383, 0.816, 1
0.305, 1.08, 0.845, 2.245, -0.67, 1
0.908, 0.772, 1.949, 1.827, -0.504, 1
0.454, 0.99, 1.292, 0.833, 2.049, 1
0.198, 0.677, 1.169, 1.591, -0.513, 1
0.31, 0.953, 1.54, 1.066, 0.639, 1
-0.164, 0.342, 0.758, 1.911, -1.145, 1
0.446, 0.59, 2.048, 0.884, 0.666, 1
0.219, 0.695, 1.079, 1.107, -0.635, 1
0.418, 0.58, 1.723, 1.108, -0.776, 1
0.187, 0.474, 0.548, 0.996, 0.0, 1
0.774, 1.042, 2.066, -0.652, 0.797, 1
0.207, 0.87, 0.664, 2.123, -0.786, 1
0.226, 0.567, 0.709, 0.957, 0.945, 1
0.215, 0.523, 0.517, 1.435, -0.934, 1
0.245, 0.355, 0.744, 1.934, 1.389, 1
0.513, 0.545, 1.953, 0.979, -0.547, 1
0.999, 1.822, -0.428, -0.452, 0.447, 1
0.455, 0.842, 1.864, -0.622, 1.512, 1
1.387, 0.812, 2.462, -0.564, -0.243, 1
0.544, 2.082, 0.905, 0.603, -0.405, 1
0.518, 0.45, 1.335, 1.317, 2.015, 1
0.162, 0.753, 0.951, 1.923, 0.0, 1
0.857, 1.331, 2.092, -0.545, -0.263, 1
0.321, 1.232, 1.665, 2.405, -0.653, 1
1.392, 1.958, 0.902, 0.615, 1.069, 1
0.212, 0.746, 0.905, 0.393, 1.21, 1
0.159, 0.329, 0.617, 1.513, -0.873, 1
0.411, 0.834, 0.82, 1.409, 0.0, 1
0.135, 0.768, 0.322, 0.546, 0.0, 1
0.967, 1.624, 1.716, 1.028, -0.406, 1
0.136, 0.214, 0.237, 0.45, 0.847, 1
0.543, 0.486, 0.788, 1.553, -0.668, 1
0.138, 0.65, 1.206, 1.528, 0.0, 1
0.243, 0.917, -0.659, 2.233, -1.078, 1
0.256, 1.233, 2.04, -0.547, -0.292, 1
0.279, 0.676, 1.059, 0.924, 0.0, 1
0.106, 0.468, 0.906, 0.825, -0.558, 1
0.15, 0.652, 0.695, -0.969, 0.0, 1
0.216, 0.336, 0.652, 1.634, 1.03, 1
0.251, 0.964, 1.656, -0.753, 1.305, 1
0.116, 0.477, 0.743, 0.758, 0.0, 1
1.231, 1.8, 0.877, 1.553, -0.374, 1
0.214, 0.508, 0.631, 0.927, 0.0, 1
0.911, 1.035, 0.613, 0.808, 0.827, 1
0.222, 1.185, 0.632, 0.977, 1.181, 1
0.345, 1.261, 1.718, 1.312, -0.712, 1
0.108, 0.402, 0.264, -0.23, 0.0, 1
0.313, 0.654, 1.664, 0.789, 0.66, 1
0.553, 0.38, 1.665, 0.714, 0.69, 1
1.002, 1.378, 1.598, 1.22, -0.531, 1
1.598, 1.054, 1.336, 0.808, 0.732, 1
0.431, 2.627, 1.902, -0.469, -0.194, 1
0.276, 1.265, 2.349, -0.651, 0.0, 1
0.28, 0.552, 0.725, 1.926, -0.783, 1
0.114, 0.591, 0.939, 0.909, 0.0, 1
0.402, 0.659, 1.536, 1.769, -0.693, 1
0.093, 0.443, 0.752, 2.5, 0.0, 1
0.121, 0.544, 0.494, 0.468, 1.522, 1
0.383, 2.978, -0.561, 1.06, -0.35, 1
0.172, 0.768, 0.899, 0.826, -0.247, 1
0.959, 2.302, 1.197, 0.369, -0.176, 1
0.232, 0.77, 1.629, 0.881, -0.4, 1
1.37, 0.965, 0.75, 0.638, 0.325, 1
0.276, 0.534, 0.372, 1.3, 0.761, 1
0.532, 2.657, -0.51, 0.449, 0.698, 1
0.641, 1.284, 2.266, 1.508, -0.421, 1
0.503, 0.813, 1.844, 0.772, 1.597, 1
1.3, 1.38, 1.811, -0.522, -0.189, 1
0.335, 2.761, -0.515, 1.349, -0.331, 1
0.543, 1.229, 1.472, 1.902, -0.541, 1
0.511, 0.487, 1.832, 1.094, -0.397, 1
0.624, 1.052, 1.45, 1.287, 1.331, 1
0.328, 0.656, 0.838, 2.117, 1.779, 1
0.284, 0.976, 2.743, -0.786, -0.392, 1
0.321, 0.648, 0.388, 1.075, 0.0, 1
1.115, 0.331, 1.24, 2.039, 1.045, 1
0.099, 0.789, -0.833, 1.781, -0.602, 1
0.325, 0.854, 1.639, 1.221, 1.817, 1
0.547, 1.069, 1.007, 2.259, -0.731, 1
0.186, 0.699, 0.514, 0.797, 0.0, 1
-0.087, -0.335, -0.82, -1.28, -0.787, 1
0.499, 0.351, 0.358, 1.423, 1.371, 1
0.388, 0.577, 0.743, 1.54, 1.1, 1
0.77, 2.304, 1.032, 0.764, 0.957, 1
0.423, 0.607, 1.774, 0.993, 1.777, 1
0.145, 1.035, 0.63, 1.289, 0.0, 1
0.126, 0.68, 0.408, 0.754, 1.24, 1
0.564, 2.68, 0.947, 0.763, 0.722, 1
0.583, 0.594, 1.341, 0.676, 0.537, 1
1.178, 0.625, 1.634, 0.618, 0.273, 1
0.881, 1.289, 1.726, 1.098, 0.834, 1
0.187, 0.422, 0.393, 1.4, -0.748, 1
0.512, 0.87, -1.3, 0.649, -0.324, 1
0.224, 0.558, 0.638, 1.559, 0.0, 1
0.417, 0.567, 0.905, 1.194, 0.0, 1
0.889, 1.66, 1.282, -0.371, -0.14, 1
1.014, 0.491, 1.761, 0.847, -0.239, 1
0.736, 0.75, 1.83, 2.181, -0.552, 1
0.149, 0.661, 0.447, 0.296, 0.958, 1
0.274, 0.76, 0.937, -0.404, 0.0, 1
0.306, 0.483, 1.901, 1.404, 1.526, 1
0.618, 0.567, 1.996, 1.247, 1.241, 1
0.475, 0.363, 1.871, 2.417, -0.68, 1
0.58, 0.542, 1.528, 0.834, 0.478, 1
0.762, 1.414, 1.483, -0.299, -0.313, 1
0.236, 0.772, 2.184, -0.608, 0.365, 1
0.465, 0.871, 1.689, 0.758, -0.313, 1
1.303, 2.465, 0.634, 0.761, -0.31, 1
0.197, 0.705, 1.65, 1.02, -0.52, 1
0.474, 1.093, 1.336, 0.697, -0.376, 1
1.322, 1.284, 2.042, -0.441, -0.179, 1
0.838, 0.259, 1.82, 0.769, 0.429, 1
0.381, 1.368, 1.608, 0.783, -0.601, 1
1.02, 0.605, 1.869, 1.409, 0.755, 1
0.851, 2.025, 0.903, 0.524, 0.634, 1
0.218, 0.331, 0.468, 1.11, 1.845, 1
0.121, 0.172, 0.165, -0.439, 1.005, 1
0.359, 1.105, 2.39, -0.658, 0.947, 1
0.25, 0.891, 0.891, 2.313, 0.0, 1
0.679, 0.639, 1.928, 0.926, 0.535, 1
-0.067, -0.286, -0.585, 1.797, -0.687, 1
1.046, 1.131, 2.435, -0.497, -0.218, 1
0.966, 1.848, 1.467, 0.741, 0.612, 1
0.356, 0.807, 1.508, 1.552, -1.006, 1
0.127, 0.732, 0.356, 1.236, 0.0, 1
0.16, 0.991, 0.508, 1.083, 1.006, 1
0.328, 1.09, 2.044, 1.063, 1.043, 1
0.121, 0.671, 1.375, 0.0, 0.0, 1
0.173, 0.497, 0.616, 1.917, -0.738, 1
0.116, 0.471, 0.873, 2.121, -0.681, 1
0.895, 0.559, 1.321, 1.421, 1.516, 1
0.465, 2.779, 1.315, 0.605, -0.19, 1
0.16, 0.566, -1.3, -0.748, -0.354, 1
0.322, 0.697, 0.758, 2.289, 2.125, 1
0.201, 0.424, 0.782, 2.001, 0.0, 1
0.143, 0.947, 0.779, 1.17, 0.0, 1
0.515, 0.457, 1.714, 1.058, -0.36, 1
0.297, 0.626, 2.667, 0.974, 0.522, 1
0.219, 0.912, 0.941, -0.551, 0.883, 1
0.52, 0.38, 0.535, 1.639, 0.997, 1
0.959, 0.755, 1.611, 0.942, 1.499, 1
0.53, 0.45, 2.178, 0.994, 0.6, 1
0.27, 0.812, 2.105, 0.852, 0.415, 1
0.4, 1.26, 1.809, 0.906, 0.799, 1
0.376, 1.33, 2.043, 0.818, 0.969, 1
0.22, 0.709, 1.048, 1.3, -0.721, 1
0.535, 1.65, 1.336, 1.805, -0.458, 1
0.125, 0.675, 0.405, -0.755, 0.0, 1
0.253, 0.872, 2.363, -0.585, -0.327, 1
0.245, 0.521, 0.79, 1.135, 1.037, 1
0.21, 0.606, 0.22, 1.168, 1.434, 1
0.181, 0.678, 1.223, 1.745, -0.508, 1
0.598, 1.598, 2.13, 0.708, -0.255, 1
0.48, 1.502, 2.495, -0.692, 0.402, 1
1.103, 0.633, 2.839, -0.626, -0.249, 1
0.271, 0.596, 1.637, 1.056, 0.0, 1
-0.222, -0.565, -0.798, -0.931, -0.407, 1
0.096, 0.433, 0.631, 2.096, -0.896, 1
1.013, 1.817, 1.977, -0.461, -0.174, 1
1.393, 1.619, 1.684, -0.428, -0.158, 1
0.195, 0.454, 0.768, 0.713, 0.72, 1
0.363, 0.802, 1.001, 1.568, -0.936, 1
0.572, 2.469, 1.182, 0.83, -0.371, 1
0.118, 0.497, 0.8, 1.743, 0.776, 1
0.565, 1.167, 1.552, -0.516, 1.483, 1
0.662, 0.862, 1.361, 0.827, -0.796, 1
0.92, 1.144, 2.172, 0.776, 0.471, 1
0.383, 0.711, 2.162, 0.79, 0.636, 1
0.272, 0.699, 0.419, 1.115, -0.529, 1
0.673, 0.596, 0.65, 2.123, -0.553, 1
0.142, 0.308, 0.613, 1.503, 1.886, 1
0.679, 0.656, 1.835, 1.737, 0.847, 1
0.118, 0.542, 0.738, 0.954, 1.411, 1
0.891, 0.909, 1.041, 0.848, -0.23, 1
0.495, 2.469, -0.708, -0.278, -0.148, 1
0.538, 0.834, 2.371, -0.72, 0.73, 1
0.315, 1.213, 0.769, 1.048, 0.786, 1
0.337, 1.199, 1.959, 1.051, -0.714, 1
0.474, 0.731, 0.957, 1.803, -0.634, 1
0.834, 2.202, 1.692, 0.436, -0.182, 1
0.733, 0.594, 2.011, -0.693, 0.414, 1
0.079, 0.293, 0.883, -0.332, -0.419, 1
1.352, 2.625, 0.972, -0.205, -0.12, 1
0.157, 0.511, 1.162, -0.406, 0.342, 1
0.223, 0.75, 2.305, 1.019, 1.273, 1
0.249, 0.569, 0.933, 2.165, -1.034, 1
0.705, 1.623, 1.774, 0.726, 1.199, 1
0.651, 2.707, 0.894, 0.903, -0.321, 1
0.442, 0.52, 1.071, 2.105, 0.0, 1
0.2, 0.591, 1.458, 0.632, 1.286, 1
0.269, 0.725, 2.656, 1.374, 0.893, 1
0.698, 2.407, 1.776, 0.749, -0.224, 1
0.261, 0.293, 0.61, 1.27, 0.929, 1
0.558, 0.41, 1.943, -0.497, 0.44, 1
0.162, 0.451, 0.517, 0.79, 0.0, 1
0.172, 0.474, 2.067, 0.75, -0.702, 1
0.237, 0.789, 1.023, 2.106, -0.857, 1
1.056, 2.294, 1.553, -0.396, -0.163, 1
1.136, 2.373, 1.464, -0.3, -0.168, 1
0.569, 0.909, 2.019, -0.531, -0.226, 1
0.25, 0.849, 0.589, 1.753, 0.0, 1
0.603, 2.469, 0.961, 1.279, -0.361, 1
0.262, 1.101, 2.179, -0.672, -0.56, 1
0.314, 0.665, 0.361, 1.111, 0.659, 1
0.238, 0.61, 0.755, 0.864, -0.918, 1
0.493, 1.572, 1.564, 1.509, -0.349, 1
0.814, 0.951, 2.084, 1.058, 1.044, 1
0.234, 0.727, 1.28, 0.778, 1.449, 1
1.393, 2.061, 1.372, 0.577, -0.16, 1
0.617, 1.621, 1.972, -0.6, -0.258, 1
0.501, 0.462, 1.551, 1.562, 1.704, 1
0.182, 0.515, 0.739, 1.773, 0.0, 1
0.173, 0.362, 0.693, 1.387, -0.804, 1
1.117, 2.852, 0.805, -0.284, -0.154, 1
