@relation  sonar
@attribute Band1 real[0.0020,0.137]
@attribute Band2 real[0.0010,0.234]
@attribute Band3 real[0.0020,0.306]
@attribute Band4 real[0.0060,0.426]
@attribute Band5 real[0.0070,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.0030,0.373]
@attribute Band8 real[0.0060,0.459]
@attribute Band9 real[0.0080,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.0030,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.0080,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.0060,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.0010,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.0010,0.035]
@attribute Band55 real[0.0010,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.0010,0.044]
@attribute Type{R,M}
@inputs Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60
@outputs Type
@data
0.016, 0.025, 0.026, 0.039, 0.064, 0.047, 0.106, 0.139, 0.06, 0.133, 0.297, 0.475, 0.568, 0.569, 0.642, 0.749, 0.9, 1.0, 0.969, 0.903, 0.768, 0.7, 0.664, 0.596, 0.371, 0.092, 0.048, 0.088, 0.104, 0.171, 0.326, 0.461, 0.394, 0.505, 0.483, 0.351, 0.232, 0.403, 0.368, 0.151, 0.074, 0.14, 0.155, 0.038, 0.064, 0.044, 0.026, 0.022, 0.019, 0.0080, 0.014, 0.0070, 0.0080, 0.023, 0.02, 0.0070, 0.0040, 0.01, 0.0050, 0.0020, M
0.027, 0.016, 0.034, 0.025, 0.082, 0.126, 0.132, 0.158, 0.202, 0.212, 0.221, 0.24, 0.296, 0.406, 0.51, 0.551, 0.661, 0.68, 0.652, 0.679, 0.781, 0.837, 0.897, 0.986, 1.0, 0.94, 0.892, 0.81, 0.683, 0.557, 0.43, 0.334, 0.204, 0.08, 0.081, 0.152, 0.263, 0.246, 0.198, 0.241, 0.241, 0.19, 0.208, 0.177, 0.112, 0.078, 0.134, 0.096, 0.06, 0.033, 0.02, 0.019, 0.02, 0.0080, 0.0040, 0.0090, 0.014, 0.0090, 0.01, 0.0090, M
0.052, 0.044, 0.018, 0.029, 0.035, 0.117, 0.126, 0.118, 0.126, 0.253, 0.272, 0.237, 0.188, 0.098, 0.068, 0.15, 0.172, 0.234, 0.196, 0.14, 0.316, 0.589, 0.763, 0.847, 0.942, 0.999, 0.97, 1.0, 0.863, 0.698, 0.772, 0.73, 0.52, 0.179, 0.11, 0.145, 0.107, 0.144, 0.193, 0.032, 0.149, 0.033, 0.054, 0.131, 0.091, 0.076, 0.106, 0.1, 0.054, 0.024, 0.016, 0.016, 0.0030, 0.0050, 0.0060, 0.0090, 0.014, 0.014, 0.0080, 0.0030, M
0.03, 0.069, 0.099, 0.102, 0.08, 0.063, 0.013, 0.081, 0.176, 0.1, 0.052, 0.09, 0.266, 0.31, 0.352, 0.389, 0.396, 0.245, 0.236, 0.304, 0.311, 0.47, 0.553, 0.453, 0.446, 0.467, 0.462, 0.699, 0.763, 0.702, 0.738, 0.745, 0.793, 0.523, 0.397, 0.304, 0.131, 0.241, 0.178, 0.16, 0.566, 0.644, 0.424, 0.457, 0.576, 0.529, 0.329, 0.128, 0.07, 0.033, 0.034, 0.046, 0.028, 0.017, 0.0090, 0.0050, 0.02, 0.013, 0.012, 0.0020, M
0.021, 0.013, 0.0020, 0.045, 0.071, 0.156, 0.152, 0.121, 0.167, 0.134, 0.078, 0.037, 0.123, 0.261, 0.428, 0.612, 0.744, 0.813, 0.901, 0.96, 0.916, 0.914, 0.785, 0.513, 0.344, 0.329, 0.257, 0.368, 0.576, 0.619, 0.461, 0.362, 0.443, 0.386, 0.309, 0.214, 0.111, 0.139, 0.152, 0.1, 0.164, 0.19, 0.131, 0.178, 0.2, 0.076, 0.073, 0.075, 0.045, 0.013, 0.017, 0.012, 0.0020, 0.0050, 0.0050, 0.0030, 0.0020, 0.0040, 0.0050, 0.0020, M
0.013, 0.012, 0.044, 0.062, 0.043, 0.035, 0.038, 0.045, 0.132, 0.138, 0.203, 0.239, 0.211, 0.144, 0.074, 0.153, 0.305, 0.412, 0.547, 0.593, 0.666, 0.733, 0.714, 0.701, 0.776, 0.914, 0.996, 1.0, 0.888, 0.658, 0.271, 0.175, 0.271, 0.485, 0.718, 0.821, 0.754, 0.65, 0.471, 0.348, 0.351, 0.318, 0.352, 0.366, 0.285, 0.171, 0.069, 0.03, 0.029, 0.012, 0.0020, 0.0080, 0.01, 0.0020, 0.0040, 0.0060, 0.0010, 0.0010, 0.0030, 0.0030, M
0.034, 0.062, 0.038, 0.026, 0.044, 0.103, 0.129, 0.185, 0.265, 0.412, 0.524, 0.534, 0.555, 0.392, 0.295, 0.308, 0.302, 0.272, 0.544, 0.793, 0.875, 0.867, 0.711, 0.691, 0.729, 0.879, 1.0, 0.982, 0.898, 0.605, 0.493, 0.537, 0.459, 0.291, 0.077, 0.225, 0.16, 0.396, 0.612, 0.52, 0.232, 0.437, 0.38, 0.432, 0.489, 0.19, 0.094, 0.136, 0.091, 0.014, 0.033, 0.014, 0.0020, 0.0070, 0.01, 0.0040, 0.0060, 0.0050, 0.0030, 0.0060, M
0.036, 0.163, 0.164, 0.142, 0.113, 0.131, 0.211, 0.227, 0.299, 0.374, 0.304, 0.039, 0.268, 0.54, 0.62, 0.726, 0.835, 0.689, 0.445, 0.392, 0.56, 0.754, 0.831, 1.0, 0.876, 0.709, 0.701, 0.501, 0.394, 0.446, 0.407, 0.077, 0.142, 0.04, 0.36, 0.685, 0.708, 0.36, 0.061, 0.303, 0.397, 0.387, 0.238, 0.206, 0.229, 0.17, 0.159, 0.179, 0.102, 0.015, 0.022, 0.011, 0.0070, 0.02, 0.016, 0.0060, 0.0080, 0.0090, 0.011, 0.0070, R
0.0070, 0.01, 0.0020, 0.0060, 0.02, 0.062, 0.043, 0.095, 0.084, 0.118, 0.098, 0.091, 0.066, 0.059, 0.083, 0.13, 0.204, 0.381, 0.445, 0.522, 0.591, 0.657, 0.631, 0.6, 0.496, 0.565, 0.691, 0.851, 1.0, 0.917, 0.768, 0.618, 0.547, 0.552, 0.546, 0.552, 0.456, 0.347, 0.338, 0.285, 0.25, 0.164, 0.16, 0.149, 0.133, 0.069, 0.06, 0.056, 0.031, 0.015, 0.0030, 0.0050, 0.0020, 0.0020, 0.0040, 0.0020, 0.0030, 0.0030, 0.0050, 0.0030, R
0.02, 0.021, 0.0060, 0.019, 0.032, 0.057, 0.1, 0.067, 0.069, 0.024, 0.073, 0.064, 0.3, 0.385, 0.477, 0.46, 0.318, 0.416, 0.643, 1.0, 0.863, 0.521, 0.316, 0.595, 0.773, 0.604, 0.438, 0.549, 0.472, 0.624, 0.385, 0.159, 0.389, 0.529, 0.35, 0.448, 0.404, 0.503, 0.648, 0.549, 0.355, 0.203, 0.188, 0.084, 0.132, 0.159, 0.056, 0.062, 0.034, 0.037, 0.026, 0.016, 0.0070, 0.027, 0.02, 0.0090, 0.01, 0.01, 0.0020, 0.0050, R
0.01, 0.048, 0.03, 0.03, 0.065, 0.108, 0.236, 0.238, 0.0080, 0.188, 0.146, 0.189, 0.318, 0.134, 0.217, 0.246, 0.259, 0.279, 0.23, 0.066, 0.144, 0.118, 0.167, 0.178, 0.248, 0.257, 0.104, 0.536, 0.712, 0.629, 0.476, 0.602, 0.721, 0.623, 0.572, 0.752, 0.871, 0.925, 0.971, 0.93, 0.9, 0.791, 0.56, 0.284, 0.441, 0.551, 0.433, 0.29, 0.198, 0.078, 0.04, 0.017, 0.015, 0.012, 0.02, 0.014, 0.0030, 0.016, 0.011, 0.013, R
0.014, 0.0040, 0.0050, 0.029, 0.056, 0.093, 0.103, 0.088, 0.16, 0.191, 0.158, 0.111, 0.12, 0.117, 0.142, 0.222, 0.266, 0.271, 0.386, 0.572, 0.68, 0.875, 1.0, 0.895, 0.842, 0.917, 0.931, 0.905, 0.823, 0.699, 0.583, 0.492, 0.456, 0.516, 0.567, 0.528, 0.514, 0.374, 0.228, 0.119, 0.109, 0.043, 0.107, 0.058, 0.0050, 0.047, 0.041, 0.029, 0.019, 0.0090, 0.0020, 0.0040, 0.0080, 0.01, 0.01, 0.0020, 0.0040, 0.0030, 0.0030, 0.0030, R
0.03, 0.062, 0.065, 0.092, 0.162, 0.229, 0.218, 0.203, 0.146, 0.085, 0.248, 0.364, 0.278, 0.283, 0.324, 0.434, 0.564, 0.456, 0.435, 0.643, 0.393, 0.199, 0.354, 0.916, 0.937, 0.462, 0.277, 0.661, 0.803, 0.42, 0.519, 0.696, 0.579, 0.889, 0.786, 0.713, 0.762, 0.44, 0.301, 0.316, 0.281, 0.29, 0.053, 0.187, 0.155, 0.163, 0.125, 0.075, 0.045, 0.0060, 0.015, 0.0030, 0.015, 0.0070, 0.021, 0.0080, 0.015, 0.0050, 0.02, 0.0070, R
0.018, 0.017, 0.05, 0.028, 0.026, 0.035, 0.036, 0.054, 0.026, 0.047, 0.053, 0.185, 0.104, 0.095, 0.091, 0.169, 0.157, 0.038, 0.132, 0.209, 0.198, 0.095, 0.196, 0.124, 0.062, 0.214, 0.464, 0.647, 0.634, 0.611, 0.705, 0.538, 0.593, 0.844, 0.948, 0.97, 0.777, 0.631, 0.576, 0.615, 0.545, 0.481, 0.341, 0.192, 0.113, 0.064, 0.091, 0.098, 0.056, 0.019, 0.0090, 0.0040, 0.018, 0.017, 0.0080, 0.0050, 0.011, 0.018, 0.029, 0.0060, R
0.076, 0.067, 0.048, 0.039, 0.059, 0.065, 0.121, 0.247, 0.356, 0.446, 0.415, 0.395, 0.426, 0.414, 0.453, 0.533, 0.731, 0.619, 0.203, 0.464, 0.415, 0.429, 0.573, 0.54, 0.316, 0.228, 0.7, 1.0, 0.726, 0.472, 0.51, 0.546, 0.288, 0.098, 0.195, 0.418, 0.46, 0.322, 0.283, 0.243, 0.198, 0.244, 0.185, 0.084, 0.069, 0.053, 0.036, 0.0080, 0.023, 0.0050, 0.016, 0.0030, 0.0050, 0.01, 0.011, 0.0020, 0.0070, 0.0050, 0.011, 0.0090, R
0.01, 0.028, 0.019, 0.037, 0.042, 0.02, 0.031, 0.065, 0.19, 0.267, 0.338, 0.328, 0.243, 0.127, 0.128, 0.444, 0.68, 0.705, 0.797, 0.94, 0.986, 0.819, 0.579, 0.639, 0.704, 0.688, 0.408, 0.181, 0.206, 0.392, 0.379, 0.204, 0.223, 0.334, 0.398, 0.508, 0.553, 0.335, 0.272, 0.228, 0.204, 0.199, 0.084, 0.091, 0.138, 0.195, 0.121, 0.084, 0.059, 0.025, 0.012, 0.0090, 0.01, 0.0040, 0.0090, 0.0050, 0.012, 0.0020, 0.0090, 0.0060, R
0.019, 0.0040, 0.064, 0.045, 0.033, 0.069, 0.09, 0.145, 0.074, 0.035, 0.146, 0.347, 0.32, 0.282, 0.017, 0.057, 0.216, 0.456, 0.382, 0.563, 0.648, 0.724, 0.824, 0.877, 1.0, 0.858, 0.656, 0.509, 0.482, 0.453, 0.452, 0.453, 0.538, 0.531, 0.536, 0.527, 0.426, 0.244, 0.12, 0.384, 0.411, 0.507, 0.422, 0.248, 0.159, 0.112, 0.065, 0.079, 0.032, 0.0070, 0.0030, 0.0090, 0.012, 0.011, 0.0090, 0.014, 0.0070, 0.0020, 0.0060, 0.012, R
0.02, 0.039, 0.038, 0.0080, 0.025, 0.063, 0.075, 0.058, 0.136, 0.17, 0.173, 0.247, 0.314, 0.33, 0.276, 0.206, 0.116, 0.188, 0.339, 0.393, 0.428, 0.542, 0.645, 0.722, 0.785, 0.798, 0.885, 0.958, 0.899, 0.683, 0.611, 0.548, 0.506, 0.448, 0.24, 0.14, 0.177, 0.174, 0.333, 0.402, 0.301, 0.208, 0.121, 0.026, 0.03, 0.069, 0.078, 0.078, 0.037, 0.0060, 0.0090, 0.013, 0.01, 0.0040, 0.0060, 0.0070, 0.0040, 0.0040, 0.0050, 0.0050, M
0.109, 0.128, 0.093, 0.123, 0.128, 0.173, 0.195, 0.426, 0.683, 0.576, 0.473, 0.236, 0.102, 0.29, 0.471, 0.466, 0.142, 0.085, 0.326, 0.901, 0.931, 0.486, 0.135, 0.16, 0.274, 0.561, 0.365, 0.614, 0.547, 0.847, 0.564, 0.544, 0.509, 0.625, 0.85, 0.841, 0.842, 0.914, 0.771, 0.488, 0.372, 0.447, 0.459, 0.449, 0.562, 0.43, 0.094, 0.079, 0.027, 0.015, 0.014, 0.046, 0.021, 0.0080, 0.012, 0.017, 0.01, 0.02, 0.018, 0.019, M
0.012, 0.074, 0.037, 0.022, 0.0080, 0.054, 0.111, 0.107, 0.171, 0.227, 0.317, 0.288, 0.266, 0.231, 0.189, 0.179, 0.23, 0.372, 0.622, 0.726, 0.793, 0.804, 0.807, 0.917, 0.933, 0.956, 1.0, 0.982, 0.868, 0.638, 0.4, 0.324, 0.284, 0.241, 0.232, 0.126, 0.069, 0.07, 0.144, 0.148, 0.044, 0.047, 0.148, 0.174, 0.156, 0.165, 0.118, 0.072, 0.032, 0.0060, 0.02, 0.014, 0.01, 0.01, 0.0030, 0.0030, 0.0040, 0.0040, 0.0060, 0.0040, M
0.137, 0.123, 0.138, 0.148, 0.178, 0.143, 0.177, 0.216, 0.163, 0.207, 0.426, 0.548, 0.713, 0.7, 0.678, 0.794, 0.938, 0.892, 0.915, 0.783, 0.796, 0.798, 0.772, 0.662, 0.486, 0.557, 0.47, 0.564, 0.452, 0.337, 0.268, 0.234, 0.305, 0.302, 0.275, 0.104, 0.176, 0.316, 0.36, 0.274, 0.13, 0.246, 0.34, 0.175, 0.068, 0.106, 0.064, 0.053, 0.053, 0.027, 0.017, 0.012, 0.013, 0.034, 0.0060, 0.0070, 0.0020, 0.0080, 0.015, 0.0050, M
0.059, 0.121, 0.127, 0.15, 0.144, 0.056, 0.083, 0.067, 0.137, 0.235, 0.321, 0.426, 0.52, 0.491, 0.595, 0.722, 0.904, 0.911, 0.872, 0.769, 0.733, 0.522, 0.31, 0.317, 0.227, 0.164, 0.175, 0.184, 0.205, 0.167, 0.277, 0.31, 0.34, 0.444, 0.505, 0.281, 0.168, 0.263, 0.32, 0.193, 0.093, 0.044, 0.078, 0.072, 0.04, 0.055, 0.108, 0.114, 0.077, 0.026, 0.022, 0.033, 0.011, 0.0090, 0.016, 0.012, 0.0040, 0.01, 0.023, 0.012, M
0.016, 0.0040, 0.024, 0.044, 0.063, 0.092, 0.137, 0.108, 0.155, 0.178, 0.216, 0.257, 0.309, 0.383, 0.439, 0.534, 0.6, 0.673, 0.731, 0.809, 0.894, 0.967, 1.0, 0.989, 0.938, 0.899, 0.918, 0.913, 0.781, 0.602, 0.376, 0.33, 0.228, 0.021, 0.112, 0.179, 0.237, 0.284, 0.224, 0.272, 0.336, 0.255, 0.187, 0.216, 0.128, 0.077, 0.107, 0.095, 0.064, 0.023, 0.013, 0.017, 0.014, 0.011, 0.0060, 0.016, 0.0090, 0.0040, 0.0050, 0.0030, M
0.027, 0.038, 0.049, 0.085, 0.113, 0.11, 0.135, 0.234, 0.311, 0.4, 0.394, 0.331, 0.293, 0.176, 0.174, 0.204, 0.209, 0.268, 0.243, 0.184, 0.28, 0.617, 0.802, 0.831, 0.844, 0.849, 0.917, 1.0, 0.79, 0.537, 0.647, 0.65, 0.496, 0.218, 0.099, 0.043, 0.171, 0.198, 0.188, 0.111, 0.17, 0.058, 0.064, 0.139, 0.064, 0.058, 0.064, 0.104, 0.073, 0.028, 0.015, 0.0090, 0.0040, 0.0040, 0.0040, 0.01, 0.0050, 0.0050, 0.0060, 0.01, M
0.041, 0.114, 0.052, 0.023, 0.065, 0.112, 0.179, 0.241, 0.268, 0.206, 0.155, 0.267, 0.314, 0.29, 0.353, 0.508, 0.464, 0.186, 0.447, 0.408, 0.54, 0.479, 0.433, 0.611, 0.509, 0.461, 0.724, 0.899, 0.883, 0.92, 0.8, 0.603, 0.212, 0.287, 0.403, 0.28, 0.309, 0.355, 0.254, 0.143, 0.587, 0.643, 0.583, 0.429, 0.489, 0.578, 0.432, 0.264, 0.179, 0.077, 0.08, 0.038, 0.014, 0.027, 0.013, 0.017, 0.01, 0.022, 0.01, 0.0080, M
0.071, 0.09, 0.128, 0.15, 0.128, 0.116, 0.128, 0.168, 0.183, 0.213, 0.289, 0.398, 0.458, 0.582, 0.503, 0.193, 0.258, 0.318, 0.274, 0.619, 0.896, 0.744, 0.519, 0.281, 0.177, 0.661, 0.758, 0.512, 0.47, 0.548, 0.435, 0.128, 0.085, 0.093, 0.031, 0.1, 0.178, 0.159, 0.3, 0.221, 0.146, 0.29, 0.32, 0.141, 0.063, 0.073, 0.08, 0.061, 0.056, 0.029, 0.015, 0.015, 0.016, 0.0050, 0.0030, 0.0050, 0.0090, 0.01, 0.01, 0.0070, M
0.013, 0.017, 0.018, 0.036, 0.044, 0.074, 0.08, 0.046, 0.037, 0.125, 0.24, 0.232, 0.252, 0.147, 0.067, 0.11, 0.235, 0.328, 0.442, 0.517, 0.651, 0.779, 0.798, 0.779, 0.859, 0.932, 0.945, 0.864, 0.722, 0.485, 0.136, 0.295, 0.472, 0.604, 0.808, 0.987, 0.88, 0.641, 0.428, 0.27, 0.264, 0.334, 0.434, 0.454, 0.396, 0.252, 0.108, 0.037, 0.029, 0.01, 0.0050, 0.0090, 0.0050, 0.0050, 0.0020, 0.0010, 0.0040, 0.0020, 0.0030, 0.0040, M
0.016, 0.02, 0.02, 0.039, 0.075, 0.144, 0.149, 0.148, 0.244, 0.282, 0.369, 0.375, 0.393, 0.331, 0.108, 0.114, 0.345, 0.544, 0.647, 0.728, 0.789, 0.826, 0.87, 0.784, 0.714, 0.57, 0.291, 0.464, 0.641, 0.74, 0.807, 0.842, 1.0, 0.954, 0.676, 0.39, 0.125, 0.363, 0.636, 0.812, 0.766, 0.542, 0.261, 0.172, 0.281, 0.276, 0.198, 0.15, 0.122, 0.049, 0.0030, 0.0080, 0.0030, 0.0030, 0.0080, 0.0020, 0.0080, 0.011, 0.0080, 0.0030, M
0.019, 0.037, 0.095, 0.082, 0.025, 0.049, 0.142, 0.197, 0.187, 0.181, 0.214, 0.152, 0.198, 0.484, 0.73, 0.781, 0.791, 0.612, 0.42, 0.281, 0.515, 0.757, 0.86, 1.0, 0.846, 0.68, 0.697, 0.584, 0.477, 0.52, 0.424, 0.159, 0.167, 0.059, 0.397, 0.715, 0.732, 0.351, 0.059, 0.269, 0.42, 0.387, 0.244, 0.2, 0.231, 0.189, 0.196, 0.17, 0.137, 0.04, 0.014, 0.0090, 0.0030, 0.011, 0.0030, 0.0060, 0.0090, 0.0060, 0.0070, 0.0020, R
0.027, 0.0090, 0.014, 0.028, 0.041, 0.076, 0.103, 0.114, 0.079, 0.152, 0.168, 0.137, 0.136, 0.134, 0.214, 0.535, 0.683, 0.56, 0.309, 0.323, 0.443, 0.557, 0.578, 0.617, 0.813, 0.982, 0.982, 0.917, 0.742, 0.774, 0.847, 0.735, 0.667, 0.608, 0.624, 0.597, 0.572, 0.524, 0.292, 0.154, 0.2, 0.203, 0.221, 0.178, 0.135, 0.137, 0.075, 0.047, 0.032, 0.018, 0.0040, 0.0080, 0.0010, 0.0020, 0.0070, 0.0040, 0.012, 0.013, 0.0070, 0.0090, R
0.015, 0.032, 0.06, 0.105, 0.116, 0.173, 0.168, 0.112, 0.089, 0.12, 0.085, 0.152, 0.23, 0.279, 0.34, 0.453, 0.695, 0.881, 0.915, 0.754, 0.674, 0.715, 0.834, 0.77, 0.699, 0.654, 0.504, 0.493, 0.499, 0.416, 0.163, 0.04, 0.064, 0.296, 0.361, 0.187, 0.048, 0.15, 0.24, 0.198, 0.318, 0.238, 0.172, 0.156, 0.156, 0.042, 0.049, 0.048, 0.022, 0.0060, 0.0090, 0.0060, 0.0020, 0.0080, 0.013, 0.0050, 0.0010, 0.0020, 0.0020, 0.0060, R
0.037, 0.028, 0.023, 0.022, 0.018, 0.073, 0.084, 0.103, 0.099, 0.08, 0.156, 0.256, 0.262, 0.118, 0.06, 0.156, 0.224, 0.359, 0.179, 0.326, 0.608, 0.699, 0.839, 0.855, 0.771, 0.622, 0.574, 0.44, 0.406, 0.441, 0.513, 0.596, 0.727, 0.654, 0.59, 0.539, 0.49, 0.408, 0.414, 0.6, 0.72, 0.663, 0.629, 0.409, 0.321, 0.252, 0.148, 0.099, 0.032, 0.027, 0.0070, 0.0010, 0.0040, 0.0020, 0.0010, 0.0070, 0.01, 0.0050, 0.0080, 0.0060, R
0.033, 0.022, 0.027, 0.048, 0.068, 0.098, 0.084, 0.117, 0.076, 0.092, 0.148, 0.052, 0.112, 0.097, 0.117, 0.168, 0.164, 0.12, 0.049, 0.154, 0.348, 0.615, 0.915, 0.936, 0.868, 0.877, 0.855, 0.883, 1.0, 0.83, 0.66, 0.55, 0.572, 0.686, 0.682, 0.514, 0.275, 0.136, 0.155, 0.265, 0.199, 0.188, 0.275, 0.165, 0.058, 0.07, 0.06, 0.046, 0.0020, 0.0070, 0.0040, 0.0020, 0.0030, 0.0060, 0.0050, 0.0060, 0.014, 0.013, 0.0050, 0.0040, R
0.024, 0.022, 0.032, 0.057, 0.033, 0.051, 0.09, 0.071, 0.057, 0.039, 0.193, 0.243, 0.291, 0.261, 0.381, 0.5, 0.302, 0.366, 0.679, 0.731, 0.505, 0.444, 0.699, 0.813, 0.778, 0.894, 0.893, 0.891, 0.861, 0.806, 0.554, 0.245, 0.346, 0.162, 0.247, 0.556, 0.468, 0.098, 0.158, 0.075, 0.332, 0.374, 0.267, 0.108, 0.142, 0.169, 0.074, 0.063, 0.014, 0.023, 0.0060, 0.016, 0.015, 0.0090, 0.011, 0.0090, 0.0050, 0.0020, 0.0070, 0.0020, R
0.0070, 0.01, 0.014, 0.049, 0.025, 0.081, 0.07, 0.074, 0.012, 0.09, 0.029, 0.155, 0.144, 0.104, 0.142, 0.123, 0.089, 0.205, 0.083, 0.152, 0.303, 0.161, 0.067, 0.143, 0.04, 0.165, 0.34, 0.486, 0.521, 0.551, 0.61, 0.599, 0.676, 0.89, 1.0, 0.952, 0.846, 0.707, 0.67, 0.633, 0.51, 0.416, 0.282, 0.17, 0.142, 0.097, 0.088, 0.086, 0.036, 0.023, 0.025, 0.0040, 0.0050, 0.0080, 0.012, 0.01, 0.0050, 0.0030, 0.0070, 0.0060, R
0.023, 0.037, 0.0040, 0.038, 0.046, 0.145, 0.221, 0.119, 0.075, 0.163, 0.271, 0.336, 0.409, 0.44, 0.548, 0.721, 0.814, 0.918, 1.0, 0.942, 0.912, 0.935, 0.748, 0.515, 0.411, 0.344, 0.698, 0.871, 0.901, 0.801, 0.438, 0.132, 0.171, 0.248, 0.304, 0.231, 0.134, 0.206, 0.247, 0.279, 0.161, 0.0060, 0.035, 0.115, 0.133, 0.028, 0.076, 0.063, 0.031, 0.024, 0.012, 0.0060, 0.0020, 0.012, 0.015, 0.0060, 0.0030, 0.0030, 0.01, 0.016, R
0.02, 0.01, 0.032, 0.024, 0.081, 0.153, 0.115, 0.061, 0.132, 0.137, 0.084, 0.027, 0.125, 0.305, 0.558, 0.797, 0.834, 0.806, 0.862, 0.877, 0.941, 0.94, 0.941, 1.0, 0.972, 0.931, 0.935, 0.732, 0.442, 0.324, 0.416, 0.461, 0.403, 0.3, 0.246, 0.135, 0.254, 0.226, 0.16, 0.148, 0.084, 0.057, 0.086, 0.126, 0.115, 0.057, 0.043, 0.042, 0.024, 0.0010, 0.019, 0.013, 0.0080, 0.0070, 0.0040, 0.0060, 0.0050, 0.0050, 0.0070, 0.0050, R
0.038, 0.032, 0.042, 0.035, 0.179, 0.164, 0.089, 0.082, 0.178, 0.205, 0.314, 0.312, 0.369, 0.388, 0.585, 0.787, 0.974, 1.0, 0.984, 0.861, 0.844, 0.906, 0.585, 0.403, 0.595, 0.679, 0.639, 0.5, 0.558, 0.483, 0.473, 0.332, 0.397, 0.389, 0.231, 0.104, 0.131, 0.086, 0.257, 0.318, 0.265, 0.271, 0.171, 0.058, 0.123, 0.22, 0.22, 0.107, 0.042, 0.016, 0.0090, 0.0050, 0.0040, 0.0080, 0.01, 0.0060, 0.0060, 0.0060, 0.0040, 0.0050, R
0.032, 0.025, 0.017, 0.048, 0.09, 0.106, 0.102, 0.121, 0.124, 0.153, 0.213, 0.254, 0.269, 0.28, 0.189, 0.148, 0.216, 0.242, 0.299, 0.334, 0.379, 0.396, 0.523, 0.691, 0.787, 0.834, 0.92, 1.0, 0.899, 0.646, 0.597, 0.436, 0.3, 0.229, 0.187, 0.092, 0.183, 0.174, 0.245, 0.241, 0.252, 0.318, 0.168, 0.068, 0.119, 0.183, 0.188, 0.111, 0.031, 0.014, 0.014, 0.011, 0.0060, 0.0040, 0.0070, 0.0010, 0.0050, 0.0040, 0.0, 0.0060, M
0.097, 0.082, 0.063, 0.061, 0.062, 0.121, 0.094, 0.422, 0.574, 0.502, 0.349, 0.17, 0.208, 0.309, 0.422, 0.531, 0.244, 0.188, 0.191, 0.832, 1.0, 0.408, 0.096, 0.193, 0.242, 0.379, 0.289, 0.345, 0.378, 0.521, 0.232, 0.334, 0.478, 0.612, 0.67, 0.738, 0.736, 0.779, 0.679, 0.526, 0.276, 0.154, 0.202, 0.223, 0.422, 0.307, 0.133, 0.135, 0.106, 0.05, 0.021, 0.0070, 0.0080, 0.03, 0.019, 0.021, 0.013, 0.02, 0.021, 0.0040, M
