@relation  phoneme
@attribute Aa real[-1.7,4.107]
@attribute Ao real[-1.327,4.378]
@attribute Dcl real[-1.823,3.199]
@attribute Iy real[-1.581,2.826]
@attribute Sh real[-1.284,2.719]
@attribute Class{0,1}
@inputs Aa,Ao,Dcl,Iy,Sh
@outputs Class
@data
0.409, 0.753, 1.935, 0.942, 1.234, 1
0.255, 1.037, 0.547, 0.772, 0.0, 1
0.36, 0.797, 0.594, 1.179, 1.337, 1
1.099, 1.843, 1.035, 1.369, -0.462, 1
0.365, 0.882, 1.195, 1.149, 0.78, 1
0.232, 0.776, 0.783, 1.646, 0.0, 1
0.287, 0.99, 1.566, 0.904, 0.0, 1
-0.142, 0.613, 0.589, 1.203, -0.848, 1
0.192, 0.629, 1.019, 0.704, 1.2, 1
0.321, 1.232, 1.665, 2.405, -0.653, 1
0.543, 0.486, 0.788, 1.553, -0.668, 1
0.588, 0.442, 2.201, 1.255, 1.27, 1
0.176, 0.472, 1.928, -0.583, 0.0, 1
0.106, 0.772, 0.327, 1.13, 0.969, 1
0.306, 1.124, 0.888, 1.904, -0.735, 1
0.072, 0.376, 0.657, 1.93, -0.578, 1
0.133, 0.487, 0.98, -0.558, 0.643, 1
0.142, 0.308, 0.613, 1.503, 1.886, 1
0.261, 0.293, 0.61, 1.27, 0.929, 1
1.469, 1.318, 1.68, -0.469, -0.167, 1
0.399, 1.039, 2.427, 0.899, 0.413, 1
1.702, 1.179, 1.153, 0.712, -0.547, 1
0.365, 0.526, 2.424, 0.918, 0.957, 1
1.117, 2.852, 0.805, -0.284, -0.154, 1
-0.079, -0.329, 0.634, -0.597, 0.0, 1
0.316, 0.67, 2.039, 0.978, 1.835, 1
1.303, 2.465, 0.634, 0.761, -0.31, 1
0.586, 1.146, 1.123, 2.144, -0.7, 1
1.177, 0.625, 1.634, 0.618, 0.273, 1
0.786, 0.546, 1.548, 1.737, -0.757, 1
0.518, 0.819, 2.246, 1.016, 1.261, 1
0.278, 2.076, 0.841, 1.383, -0.414, 1
0.098, 0.693, 0.294, 0.912, 1.322, 1
0.43, 1.043, 1.193, 2.294, 1.079, 1
0.374, 3.148, 1.502, 0.533, -0.174, 1
