@relation  texture
@attribute A1 real[-1.45,0.774]
@attribute A2 real[-1.2,0.33]
@attribute A3 real[-1.31,0.344]
@attribute A4 real[-1.11,0.588]
@attribute A5 real[-1.053,0.439]
@attribute A6 real[-1.003,0.452]
@attribute A7 real[-1.208,0.525]
@attribute A8 real[-1.08,0.398]
@attribute A9 real[-1.057,0.437]
@attribute A10 real[-1.258,0.355]
@attribute A11 real[-1.45,0.774]
@attribute A12 real[-1.083,0.372]
@attribute A13 real[-1.119,0.635]
@attribute A14 real[-1.018,0.157]
@attribute A15 real[-0.943,0.164]
@attribute A16 real[-0.994,0.036]
@attribute A17 real[-1.172,0.02]
@attribute A18 real[-1.017,0.115]
@attribute A19 real[-1.004,0.083]
@attribute A20 real[-1.18,0.439]
@attribute A21 real[-1.45,0.774]
@attribute A22 real[-1.228,0.596]
@attribute A23 real[-1.341,0.446]
@attribute A24 real[-1.177,0.688]
@attribute A25 real[-1.137,0.41]
@attribute A26 real[-1.11,0.373]
@attribute A27 real[-1.239,0.612]
@attribute A28 real[-1.154,0.422]
@attribute A29 real[-1.132,0.392]
@attribute A30 real[-1.422,0.472]
@attribute A31 real[-1.45,0.774]
@attribute A32 real[-1.179,0.565]
@attribute A33 real[-1.147,0.675]
@attribute A34 real[-1.123,0.313]
@attribute A35 real[-1.015,0.34]
@attribute A36 real[-1.03,0.156]
@attribute A37 real[-1.253,0.09]
@attribute A38 real[-1.097,0.194]
@attribute A39 real[-1.076,0.202]
@attribute A40 real[-1.215,0.465]
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}


@data
-1.148, -0.531, -0.568, -0.334, -0.196, -0.125, -0.578, -0.374, -0.284, -0.683, -1.148, -0.592, -0.42, -0.576, -0.366, -0.485, -0.747, -0.446, -0.406, -0.48, -1.148, -0.85, -0.831, -0.713, -0.6, -0.509, -0.83, -0.674, -0.61, -0.822, -1.148, -0.757, -0.577, -0.695, -0.532, -0.564, -0.854, -0.617, -0.567, -0.658, 3
-1.307, -0.681, -0.659, -0.468, -0.306, -0.182, -0.719, -0.518, -0.397, -0.818, -1.307, -0.82, -0.643, -0.769, -0.559, -0.614, -0.95, -0.659, -0.607, -0.706, -1.307, -1.095, -1.068, -1.019, -0.923, -0.86, -1.104, -0.971, -0.926, -1.069, -1.307, -0.862, -0.736, -0.795, -0.648, -0.691, -0.95, -0.719, -0.656, -0.74, 3
-1.244, -0.655, -0.553, -0.499, -0.325, -0.28, -0.729, -0.464, -0.395, -0.74, -1.244, -0.681, -0.444, -0.688, -0.471, -0.578, -0.865, -0.55, -0.523, -0.571, -1.244, -0.901, -0.871, -0.791, -0.661, -0.585, -0.926, -0.739, -0.677, -0.915, -1.244, -0.855, -0.696, -0.814, -0.654, -0.68, -0.98, -0.737, -0.691, -0.755, 3
-1.196, -0.597, -0.601, -0.412, -0.251, -0.19, -0.67, -0.448, -0.385, -0.784, -1.196, -0.615, -0.522, -0.611, -0.458, -0.604, -0.792, -0.525, -0.5, -0.585, -1.196, -0.866, -0.85, -0.752, -0.652, -0.584, -0.881, -0.71, -0.66, -0.891, -1.196, -0.812, -0.708, -0.748, -0.642, -0.687, -0.914, -0.721, -0.671, -0.779, 3
-1.239, -0.687, -0.623, -0.535, -0.351, -0.239, -0.754, -0.518, -0.444, -0.805, -1.239, -0.769, -0.562, -0.728, -0.52, -0.569, -0.924, -0.637, -0.576, -0.68, -1.239, -0.954, -0.943, -0.858, -0.762, -0.685, -0.967, -0.818, -0.771, -0.981, -1.239, -0.868, -0.752, -0.8, -0.663, -0.689, -0.963, -0.749, -0.696, -0.797, 3
-1.104, -0.383, -0.559, -0.208, -0.162, -0.031, -0.431, -0.321, -0.194, -0.723, -1.104, -0.404, -0.131, -0.474, -0.263, -0.465, -0.558, -0.257, -0.289, -0.218, -1.104, -0.755, -0.802, -0.609, -0.513, -0.401, -0.734, -0.579, -0.517, -0.828, -1.104, -0.692, -0.638, -0.662, -0.553, -0.621, -0.813, -0.612, -0.562, -0.63, 3
-1.178, -0.418, -0.609, -0.295, -0.202, -0.138, -0.527, -0.365, -0.306, -0.829, -1.178, -0.479, -0.324, -0.548, -0.369, -0.546, -0.675, -0.386, -0.404, -0.384, -1.178, -0.833, -0.828, -0.711, -0.596, -0.5, -0.842, -0.663, -0.586, -0.84, -1.178, -0.748, -0.652, -0.691, -0.547, -0.614, -0.833, -0.601, -0.549, -0.62, 3
-1.212, -0.654, -0.519, -0.454, -0.265, -0.172, -0.684, -0.441, -0.348, -0.64, -1.212, -0.756, -0.532, -0.701, -0.496, -0.548, -0.87, -0.584, -0.549, -0.629, -1.212, -0.94, -0.914, -0.839, -0.721, -0.656, -0.95, -0.788, -0.732, -0.919, -1.212, -0.808, -0.66, -0.751, -0.603, -0.624, -0.914, -0.697, -0.635, -0.707, 3
-1.153, -0.566, -0.603, -0.387, -0.242, -0.142, -0.6, -0.38, -0.321, -0.763, -1.153, -0.66, -0.495, -0.634, -0.434, -0.521, -0.811, -0.52, -0.482, -0.589, -1.153, -0.851, -0.838, -0.752, -0.642, -0.547, -0.871, -0.707, -0.649, -0.859, -1.153, -0.711, -0.688, -0.678, -0.589, -0.666, -0.836, -0.633, -0.582, -0.686, 3
-1.301, -0.741, -0.706, -0.582, -0.415, -0.317, -0.795, -0.58, -0.497, -0.84, -1.301, -0.834, -0.696, -0.793, -0.618, -0.692, -0.976, -0.716, -0.679, -0.791, -1.301, -1.049, -0.986, -0.936, -0.818, -0.734, -1.04, -0.89, -0.824, -0.996, -1.301, -0.903, -0.755, -0.848, -0.697, -0.709, -1.001, -0.781, -0.712, -0.78, 3
-1.196, -0.417, -0.46, -0.262, -0.091, -0.058, -0.482, -0.239, -0.188, -0.647, -1.196, -0.503, -0.318, -0.53, -0.317, -0.522, -0.647, -0.337, -0.348, -0.36, -1.196, -0.866, -0.827, -0.734, -0.622, -0.526, -0.845, -0.679, -0.621, -0.832, -1.196, -0.76, -0.696, -0.707, -0.583, -0.663, -0.856, -0.638, -0.61, -0.711, 3
-1.228, -0.607, -0.694, -0.436, -0.33, -0.21, -0.679, -0.51, -0.417, -0.852, -1.228, -0.671, -0.54, -0.647, -0.492, -0.603, -0.836, -0.582, -0.551, -0.646, -1.228, -0.933, -0.882, -0.828, -0.685, -0.603, -0.947, -0.762, -0.718, -0.941, -1.228, -0.845, -0.743, -0.798, -0.655, -0.71, -0.954, -0.729, -0.683, -0.777, 3
-1.287, -0.581, -0.604, -0.409, -0.226, -0.144, -0.643, -0.402, -0.34, -0.798, -1.287, -0.6, -0.473, -0.612, -0.41, -0.588, -0.753, -0.452, -0.446, -0.509, -1.287, -0.994, -0.984, -0.894, -0.785, -0.7, -1.002, -0.848, -0.795, -1.014, -1.287, -0.878, -0.723, -0.816, -0.641, -0.663, -0.977, -0.73, -0.673, -0.762, 3
-1.297, -0.744, -0.588, -0.553, -0.367, -0.273, -0.777, -0.528, -0.431, -0.677, -1.297, -0.87, -0.653, -0.816, -0.618, -0.662, -0.993, -0.719, -0.68, -0.761, -1.297, -1.037, -0.987, -0.934, -0.806, -0.717, -1.037, -0.868, -0.807, -0.976, -1.297, -0.879, -0.612, -0.811, -0.597, -0.622, -0.968, -0.7, -0.639, -0.696, 3
-1.175, -0.555, -0.593, -0.406, -0.238, -0.129, -0.612, -0.392, -0.335, -0.771, -1.175, -0.63, -0.42, -0.613, -0.406, -0.5, -0.794, -0.496, -0.463, -0.536, -1.175, -0.874, -0.851, -0.769, -0.648, -0.554, -0.884, -0.706, -0.649, -0.852, -1.175, -0.755, -0.568, -0.714, -0.524, -0.575, -0.873, -0.606, -0.559, -0.619, 3
-1.168, -0.568, -0.499, -0.397, -0.229, -0.168, -0.606, -0.352, -0.299, -0.623, -1.168, -0.688, -0.491, -0.66, -0.471, -0.552, -0.832, -0.552, -0.518, -0.59, -1.168, -0.873, -0.877, -0.744, -0.644, -0.537, -0.863, -0.712, -0.633, -0.858, -1.168, -0.714, -0.532, -0.662, -0.477, -0.547, -0.816, -0.541, -0.494, -0.575, 3
-1.235, -0.572, -0.551, -0.402, -0.23, -0.153, -0.669, -0.411, -0.323, -0.757, -1.235, -0.628, -0.471, -0.623, -0.429, -0.55, -0.794, -0.489, -0.455, -0.519, -1.235, -0.918, -0.902, -0.8, -0.691, -0.581, -0.925, -0.747, -0.668, -0.895, -1.235, -0.819, -0.667, -0.745, -0.598, -0.622, -0.897, -0.664, -0.585, -0.66, 3
-1.232, -0.614, -0.692, -0.453, -0.337, -0.256, -0.685, -0.507, -0.421, -0.874, -1.232, -0.683, -0.515, -0.668, -0.472, -0.592, -0.859, -0.57, -0.553, -0.653, -1.232, -0.967, -0.874, -0.872, -0.729, -0.677, -0.976, -0.793, -0.746, -0.909, -1.232, -0.85, -0.834, -0.783, -0.706, -0.733, -0.929, -0.765, -0.702, -0.824, 3
-1.338, -0.801, -0.766, -0.613, -0.463, -0.339, -0.842, -0.627, -0.511, -0.896, -1.338, -0.917, -0.759, -0.852, -0.662, -0.699, -1.03, -0.768, -0.717, -0.846, -1.338, -1.169, -1.098, -1.083, -0.971, -0.897, -1.143, -1.02, -0.969, -1.077, -1.338, -0.969, -0.829, -0.902, -0.75, -0.769, -1.056, -0.841, -0.779, -0.867, 3
-1.229, -0.732, -0.689, -0.545, -0.415, -0.295, -0.774, -0.581, -0.467, -0.821, -1.229, -0.788, -0.516, -0.736, -0.505, -0.533, -0.933, -0.623, -0.563, -0.651, -1.229, -0.966, -0.914, -0.865, -0.731, -0.636, -0.965, -0.797, -0.733, -0.923, -1.229, -0.864, -0.711, -0.807, -0.638, -0.662, -0.966, -0.728, -0.66, -0.756, 3
-1.277, -0.66, -0.56, -0.494, -0.316, -0.205, -0.764, -0.475, -0.375, -0.74, -1.277, -0.761, -0.491, -0.731, -0.5, -0.553, -0.932, -0.589, -0.55, -0.597, -1.277, -0.973, -0.937, -0.866, -0.734, -0.638, -0.99, -0.803, -0.734, -0.942, -1.277, -0.866, -0.664, -0.812, -0.617, -0.667, -0.955, -0.692, -0.635, -0.69, 3
-1.262, -0.7, -0.564, -0.529, -0.323, -0.209, -0.743, -0.485, -0.387, -0.685, -1.262, -0.766, -0.51, -0.726, -0.492, -0.548, -0.91, -0.596, -0.561, -0.639, -1.262, -0.983, -0.905, -0.865, -0.724, -0.623, -0.979, -0.803, -0.725, -0.904, -1.262, -0.865, -0.628, -0.804, -0.583, -0.583, -0.962, -0.682, -0.611, -0.677, 3
-1.141, -0.498, -0.498, -0.313, -0.156, -0.053, -0.54, -0.289, -0.22, -0.682, -1.141, -0.562, -0.4, -0.537, -0.369, -0.495, -0.699, -0.416, -0.412, -0.5, -1.141, -0.803, -0.801, -0.66, -0.54, -0.411, -0.794, -0.608, -0.517, -0.776, -1.141, -0.73, -0.626, -0.66, -0.538, -0.598, -0.814, -0.592, -0.552, -0.659, 3
-1.3, -0.769, -0.655, -0.624, -0.425, -0.296, -0.844, -0.571, -0.463, -0.779, -1.3, -0.866, -0.663, -0.82, -0.612, -0.643, -1.006, -0.725, -0.672, -0.771, -1.3, -1.076, -1.049, -0.972, -0.869, -0.78, -1.053, -0.919, -0.858, -1.015, -1.3, -0.935, -0.8, -0.861, -0.707, -0.678, -1.012, -0.8, -0.708, -0.784, 3
-1.143, -0.471, -0.591, -0.312, -0.178, -0.127, -0.552, -0.387, -0.34, -0.83, -1.143, -0.463, -0.443, -0.516, -0.397, -0.613, -0.665, -0.431, -0.433, -0.504, -1.143, -0.8, -0.749, -0.707, -0.573, -0.52, -0.848, -0.654, -0.623, -0.867, -1.143, -0.781, -0.728, -0.742, -0.652, -0.693, -0.911, -0.73, -0.677, -0.78, 3
-1.198, -0.496, -0.504, -0.357, -0.218, -0.152, -0.591, -0.345, -0.269, -0.707, -1.198, -0.593, -0.394, -0.569, -0.369, -0.489, -0.749, -0.435, -0.425, -0.503, -1.198, -0.924, -0.856, -0.819, -0.695, -0.61, -0.921, -0.761, -0.697, -0.868, -1.198, -0.791, -0.712, -0.715, -0.587, -0.614, -0.865, -0.655, -0.613, -0.721, 3
-1.164, -0.527, -0.489, -0.351, -0.2, -0.14, -0.6, -0.397, -0.333, -0.712, -1.164, -0.665, -0.547, -0.637, -0.466, -0.585, -0.824, -0.57, -0.556, -0.679, -1.164, -0.931, -0.873, -0.839, -0.721, -0.644, -0.928, -0.774, -0.719, -0.875, -1.164, -0.759, -0.564, -0.714, -0.546, -0.58, -0.865, -0.625, -0.572, -0.619, 3
-1.15, -0.601, -0.663, -0.435, -0.327, -0.204, -0.643, -0.469, -0.391, -0.834, -1.15, -0.604, -0.429, -0.602, -0.399, -0.555, -0.765, -0.482, -0.468, -0.554, -1.15, -0.826, -0.816, -0.71, -0.597, -0.512, -0.84, -0.665, -0.6, -0.826, -1.15, -0.786, -0.737, -0.76, -0.642, -0.683, -0.93, -0.726, -0.688, -0.806, 3
-1.124, -0.477, -0.442, -0.294, -0.132, -0.063, -0.526, -0.298, -0.229, -0.637, -1.124, -0.627, -0.42, -0.589, -0.385, -0.46, -0.765, -0.48, -0.443, -0.524, -1.124, -0.821, -0.747, -0.691, -0.547, -0.468, -0.794, -0.609, -0.543, -0.726, -1.124, -0.649, -0.506, -0.596, -0.428, -0.526, -0.731, -0.462, -0.419, -0.489, 3
-1.134, -0.536, -0.542, -0.359, -0.225, -0.106, -0.607, -0.375, -0.308, -0.682, -1.134, -0.588, -0.483, -0.58, -0.459, -0.592, -0.752, -0.514, -0.503, -0.536, -1.134, -0.789, -0.786, -0.681, -0.573, -0.514, -0.823, -0.655, -0.609, -0.854, -1.134, -0.754, -0.544, -0.689, -0.553, -0.566, -0.849, -0.64, -0.596, -0.649, 3
-1.226, -0.641, -0.641, -0.477, -0.345, -0.245, -0.7, -0.525, -0.449, -0.809, -1.226, -0.741, -0.614, -0.706, -0.53, -0.631, -0.889, -0.629, -0.611, -0.739, -1.226, -1.019, -0.973, -0.934, -0.833, -0.759, -1.015, -0.879, -0.827, -0.965, -1.226, -0.821, -0.66, -0.768, -0.615, -0.654, -0.916, -0.692, -0.636, -0.7, 3
-1.099, -0.483, -0.469, -0.345, -0.146, -0.058, -0.582, -0.331, -0.258, -0.728, -1.099, -0.553, -0.374, -0.555, -0.346, -0.492, -0.749, -0.432, -0.424, -0.526, -1.099, -0.835, -0.81, -0.738, -0.634, -0.565, -0.841, -0.688, -0.633, -0.803, -1.099, -0.742, -0.622, -0.708, -0.54, -0.583, -0.85, -0.607, -0.544, -0.624, 3
-1.164, -0.487, -0.517, -0.265, -0.172, -0.042, -0.542, -0.373, -0.239, -0.725, -1.164, -0.633, -0.375, -0.583, -0.355, -0.439, -0.762, -0.459, -0.421, -0.509, -1.164, -0.895, -0.882, -0.778, -0.66, -0.569, -0.882, -0.725, -0.669, -0.876, -1.164, -0.671, -0.461, -0.636, -0.451, -0.567, -0.773, -0.517, -0.48, -0.511, 3
-1.269, -0.607, -0.586, -0.445, -0.275, -0.183, -0.713, -0.47, -0.371, -0.787, -1.269, -0.738, -0.595, -0.685, -0.496, -0.561, -0.872, -0.585, -0.531, -0.66, -1.269, -1.04, -0.953, -0.951, -0.81, -0.743, -1.044, -0.871, -0.815, -0.957, -1.269, -0.888, -0.733, -0.812, -0.656, -0.67, -0.954, -0.737, -0.676, -0.756, 3
-1.16, -0.494, -0.613, -0.337, -0.181, -0.072, -0.549, -0.36, -0.281, -0.817, -1.16, -0.607, -0.438, -0.607, -0.395, -0.524, -0.756, -0.436, -0.393, -0.465, -1.16, -0.869, -0.889, -0.735, -0.644, -0.535, -0.851, -0.711, -0.636, -0.851, -1.16, -0.71, -0.598, -0.678, -0.514, -0.62, -0.815, -0.558, -0.529, -0.619, 3
-1.254, -0.599, -0.598, -0.417, -0.263, -0.128, -0.706, -0.471, -0.376, -0.877, -1.254, -0.719, -0.538, -0.677, -0.474, -0.563, -0.871, -0.573, -0.541, -0.64, -1.254, -0.952, -0.958, -0.826, -0.718, -0.622, -0.953, -0.796, -0.733, -0.977, -1.254, -0.821, -0.772, -0.738, -0.653, -0.708, -0.876, -0.694, -0.638, -0.722, 3
-1.273, -0.716, -0.601, -0.508, -0.343, -0.21, -0.727, -0.505, -0.38, -0.668, -1.273, -0.855, -0.591, -0.791, -0.568, -0.587, -0.963, -0.679, -0.623, -0.691, -1.273, -1.014, -0.939, -0.902, -0.779, -0.691, -1.003, -0.839, -0.78, -0.94, -1.273, -0.824, -0.611, -0.77, -0.582, -0.624, -0.933, -0.681, -0.627, -0.691, 3
-1.286, -0.603, -0.558, -0.432, -0.251, -0.179, -0.676, -0.395, -0.305, -0.717, -1.286, -0.683, -0.443, -0.661, -0.424, -0.531, -0.836, -0.495, -0.461, -0.526, -1.286, -0.988, -0.925, -0.886, -0.758, -0.685, -1.008, -0.839, -0.782, -0.977, -1.286, -0.827, -0.651, -0.775, -0.577, -0.63, -0.935, -0.644, -0.603, -0.683, 3
-1.099, -0.556, -0.589, -0.361, -0.249, -0.225, -0.555, -0.398, -0.349, -0.724, -1.099, -0.672, -0.481, -0.654, -0.462, -0.55, -0.832, -0.556, -0.523, -0.593, -1.099, -0.856, -0.873, -0.749, -0.675, -0.616, -0.854, -0.732, -0.682, -0.889, -1.099, -0.637, -0.54, -0.633, -0.497, -0.628, -0.787, -0.542, -0.519, -0.606, 3
-1.221, -0.975, -1.104, -0.892, -0.869, -0.832, -0.979, -0.883, -0.871, -1.111, -1.221, -0.814, -0.972, -0.79, -0.791, -0.889, -0.961, -0.849, -0.849, -1.038, -1.221, -0.837, -1.092, -0.729, -0.706, -0.597, -0.852, -0.731, -0.696, -1.064, -1.221, -0.878, -0.861, -0.835, -0.733, -0.786, -0.998, -0.813, -0.793, -0.948, 4
-1.224, -0.964, -1.058, -0.856, -0.807, -0.727, -0.95, -0.841, -0.797, -1.035, -1.224, -0.921, -0.947, -0.882, -0.813, -0.834, -1.033, -0.892, -0.868, -1.017, -1.224, -0.949, -1.095, -0.856, -0.817, -0.749, -0.953, -0.841, -0.818, -1.093, -1.224, -0.887, -0.871, -0.842, -0.741, -0.788, -1.005, -0.832, -0.817, -0.978, 4
-1.291, -1.106, -1.164, -1.044, -1.004, -0.972, -1.114, -1.026, -1.005, -1.17, -1.291, -0.939, -0.994, -0.902, -0.833, -0.89, -1.061, -0.904, -0.896, -1.078, -1.291, -0.914, -1.134, -0.792, -0.737, -0.617, -0.913, -0.782, -0.764, -1.159, -1.291, -0.963, -1.029, -0.915, -0.859, -0.914, -1.07, -0.931, -0.92, -1.097, 4
-1.083, -0.811, -0.898, -0.73, -0.667, -0.626, -0.841, -0.71, -0.688, -0.927, -1.083, -0.712, -0.743, -0.718, -0.642, -0.75, -0.896, -0.725, -0.733, -0.888, -1.083, -0.737, -1.013, -0.641, -0.664, -0.595, -0.765, -0.687, -0.661, -1.012, -1.083, -0.757, -0.704, -0.724, -0.625, -0.687, -0.893, -0.724, -0.711, -0.855, 4
-1.219, -0.95, -1.068, -0.85, -0.802, -0.724, -0.946, -0.834, -0.806, -1.078, -1.219, -0.805, -0.883, -0.766, -0.715, -0.776, -0.937, -0.792, -0.772, -0.945, -1.219, -0.834, -1.048, -0.708, -0.668, -0.538, -0.836, -0.712, -0.674, -1.056, -1.219, -0.854, -0.845, -0.806, -0.712, -0.776, -0.97, -0.79, -0.778, -0.941, 4
-1.174, -0.917, -1.078, -0.828, -0.817, -0.771, -0.914, -0.822, -0.809, -1.068, -1.174, -0.768, -0.919, -0.747, -0.741, -0.843, -0.917, -0.799, -0.806, -0.995, -1.174, -0.788, -1.032, -0.674, -0.641, -0.532, -0.788, -0.66, -0.628, -0.998, -1.174, -0.826, -0.775, -0.776, -0.64, -0.681, -0.936, -0.718, -0.686, -0.837, 4
-1.291, -1.043, -1.107, -0.975, -0.909, -0.862, -1.077, -0.951, -0.934, -1.17, -1.291, -0.911, -1.031, -0.883, -0.852, -0.923, -1.056, -0.918, -0.909, -1.097, -1.291, -0.939, -1.137, -0.846, -0.81, -0.739, -0.959, -0.833, -0.818, -1.144, -1.291, -0.984, -0.949, -0.94, -0.842, -0.887, -1.088, -0.928, -0.922, -1.073, 4
-1.222, -0.958, -1.033, -0.853, -0.797, -0.718, -0.957, -0.848, -0.811, -1.067, -1.222, -0.863, -0.911, -0.836, -0.77, -0.848, -0.998, -0.844, -0.844, -1.02, -1.222, -0.897, -1.126, -0.795, -0.788, -0.71, -0.893, -0.797, -0.779, -1.099, -1.222, -0.884, -0.857, -0.85, -0.763, -0.818, -1.011, -0.851, -0.835, -0.98, 4
-1.28, -0.966, -1.036, -0.864, -0.774, -0.695, -0.99, -0.83, -0.782, -1.048, -1.28, -0.824, -0.879, -0.798, -0.721, -0.812, -0.978, -0.798, -0.779, -0.948, -1.28, -0.92, -1.139, -0.804, -0.768, -0.632, -0.93, -0.807, -0.757, -1.121, -1.28, -0.976, -0.988, -0.924, -0.851, -0.88, -1.072, -0.926, -0.902, -1.059, 4
-1.075, -0.838, -0.953, -0.74, -0.714, -0.664, -0.818, -0.735, -0.717, -0.964, -1.075, -0.685, -0.783, -0.677, -0.641, -0.763, -0.834, -0.698, -0.719, -0.892, -1.075, -0.758, -1.074, -0.654, -0.68, -0.586, -0.756, -0.691, -0.682, -1.066, -1.075, -0.812, -0.837, -0.801, -0.746, -0.815, -0.968, -0.839, -0.853, -1.025, 4
-1.375, -1.154, -1.206, -1.076, -1.022, -0.978, -1.163, -1.053, -1.025, -1.219, -1.375, -0.966, -1.018, -0.928, -0.864, -0.941, -1.1, -0.943, -0.936, -1.12, -1.375, -1.018, -1.178, -0.904, -0.845, -0.73, -1.034, -0.896, -0.847, -1.183, -1.375, -1.091, -1.051, -1.044, -0.943, -0.958, -1.188, -1.031, -1.005, -1.149, 4
-1.144, -0.94, -1.095, -0.85, -0.854, -0.799, -0.922, -0.864, -0.849, -1.084, -1.144, -0.823, -0.965, -0.807, -0.804, -0.869, -0.966, -0.86, -0.856, -1.026, -1.144, -0.84, -1.06, -0.74, -0.721, -0.62, -0.831, -0.729, -0.704, -1.034, -1.144, -0.867, -0.845, -0.837, -0.75, -0.787, -0.987, -0.837, -0.828, -0.982, 4
-1.143, -0.887, -1.021, -0.798, -0.775, -0.73, -0.893, -0.801, -0.784, -1.048, -1.143, -0.78, -0.904, -0.775, -0.754, -0.855, -0.948, -0.827, -0.845, -1.041, -1.143, -0.814, -1.042, -0.728, -0.716, -0.659, -0.838, -0.735, -0.735, -1.088, -1.143, -0.827, -0.835, -0.802, -0.731, -0.805, -0.967, -0.818, -0.821, -0.991, 4
-1.194, -0.965, -1.061, -0.893, -0.854, -0.824, -0.982, -0.875, -0.859, -1.07, -1.194, -0.897, -1.003, -0.871, -0.856, -0.928, -1.024, -0.922, -0.938, -1.12, -1.194, -0.89, -1.175, -0.794, -0.821, -0.745, -0.889, -0.819, -0.813, -1.152, -1.194, -0.889, -0.967, -0.85, -0.812, -0.87, -1.001, -0.878, -0.866, -1.027, 4
-1.257, -1.013, -1.119, -0.912, -0.876, -0.799, -1.01, -0.915, -0.879, -1.131, -1.257, -0.879, -1.017, -0.834, -0.825, -0.893, -1.001, -0.889, -0.884, -1.081, -1.257, -0.916, -1.127, -0.804, -0.783, -0.675, -0.926, -0.814, -0.774, -1.115, -1.257, -0.94, -0.919, -0.892, -0.803, -0.842, -1.045, -0.888, -0.869, -1.028, 4
-1.262, -1.039, -1.063, -0.969, -0.904, -0.881, -1.054, -0.939, -0.925, -1.121, -1.262, -0.898, -0.959, -0.861, -0.801, -0.884, -1.024, -0.871, -0.878, -1.066, -1.262, -0.932, -1.118, -0.827, -0.783, -0.683, -0.941, -0.827, -0.802, -1.143, -1.262, -0.978, -0.992, -0.936, -0.873, -0.918, -1.08, -0.952, -0.941, -1.102, 4
-1.112, -0.831, -0.993, -0.733, -0.702, -0.625, -0.834, -0.731, -0.712, -1.031, -1.112, -0.739, -0.878, -0.738, -0.714, -0.82, -0.915, -0.787, -0.813, -1.027, -1.112, -0.824, -1.14, -0.737, -0.77, -0.684, -0.829, -0.774, -0.785, -1.174, -1.112, -0.807, -0.807, -0.79, -0.702, -0.744, -0.954, -0.792, -0.767, -0.91, 4
-1.119, -0.863, -1.0, -0.781, -0.755, -0.704, -0.881, -0.791, -0.786, -1.079, -1.119, -0.726, -0.872, -0.713, -0.69, -0.789, -0.891, -0.76, -0.778, -0.999, -1.119, -0.77, -1.007, -0.671, -0.657, -0.585, -0.781, -0.685, -0.687, -1.075, -1.119, -0.791, -0.748, -0.755, -0.644, -0.678, -0.917, -0.738, -0.714, -0.859, 4
-1.276, -1.023, -1.132, -0.94, -0.902, -0.855, -1.032, -0.926, -0.909, -1.163, -1.276, -0.833, -0.977, -0.792, -0.771, -0.863, -0.955, -0.823, -0.815, -1.012, -1.276, -0.891, -1.15, -0.743, -0.723, -0.563, -0.871, -0.765, -0.71, -1.122, -1.276, -0.967, -0.923, -0.909, -0.805, -0.836, -1.057, -0.889, -0.871, -1.023, 4
-1.237, -0.942, -1.064, -0.849, -0.799, -0.735, -0.958, -0.836, -0.814, -1.097, -1.237, -0.782, -0.849, -0.76, -0.683, -0.774, -0.942, -0.759, -0.742, -0.911, -1.237, -0.836, -1.054, -0.728, -0.685, -0.563, -0.866, -0.736, -0.691, -1.061, -1.237, -0.886, -0.867, -0.842, -0.745, -0.792, -1.01, -0.829, -0.805, -0.957, 4
-1.25, -0.992, -1.067, -0.902, -0.839, -0.782, -1.001, -0.878, -0.856, -1.109, -1.25, -0.844, -0.938, -0.803, -0.752, -0.814, -0.972, -0.823, -0.804, -0.981, -1.25, -0.87, -1.126, -0.743, -0.734, -0.607, -0.868, -0.777, -0.742, -1.134, -1.25, -0.918, -0.852, -0.866, -0.739, -0.761, -1.021, -0.827, -0.796, -0.94, 4
-1.283, -1.024, -1.085, -0.928, -0.856, -0.787, -1.024, -0.894, -0.857, -1.093, -1.283, -0.889, -0.915, -0.857, -0.766, -0.837, -1.026, -0.846, -0.835, -1.009, -1.283, -0.907, -1.102, -0.798, -0.745, -0.634, -0.927, -0.802, -0.771, -1.146, -1.283, -0.933, -0.878, -0.887, -0.762, -0.798, -1.049, -0.857, -0.828, -0.975, 4
-1.169, -0.915, -1.036, -0.832, -0.804, -0.773, -0.929, -0.845, -0.843, -1.108, -1.169, -0.83, -0.94, -0.822, -0.795, -0.894, -0.993, -0.875, -0.902, -1.103, -1.169, -0.89, -1.116, -0.799, -0.803, -0.74, -0.886, -0.814, -0.816, -1.14, -1.169, -0.877, -0.809, -0.851, -0.73, -0.754, -1.007, -0.829, -0.804, -0.927, 4
-1.118, -0.825, -0.992, -0.733, -0.707, -0.64, -0.844, -0.747, -0.742, -1.083, -1.118, -0.72, -0.841, -0.706, -0.66, -0.764, -0.877, -0.727, -0.742, -0.951, -1.118, -0.795, -1.061, -0.691, -0.683, -0.588, -0.783, -0.693, -0.688, -1.072, -1.118, -0.8, -0.756, -0.773, -0.654, -0.696, -0.935, -0.747, -0.724, -0.872, 4
-1.357, -1.127, -1.158, -1.049, -0.972, -0.909, -1.138, -1.012, -0.975, -1.172, -1.357, -0.959, -1.008, -0.909, -0.823, -0.877, -1.071, -0.896, -0.874, -1.062, -1.357, -0.963, -1.181, -0.839, -0.794, -0.658, -0.97, -0.846, -0.81, -1.214, -1.357, -1.01, -1.027, -0.953, -0.869, -0.893, -1.115, -0.953, -0.923, -1.092, 4
-1.147, -0.887, -1.023, -0.792, -0.761, -0.717, -0.885, -0.787, -0.772, -1.029, -1.147, -0.829, -0.866, -0.808, -0.753, -0.839, -0.964, -0.83, -0.848, -1.026, -1.147, -0.787, -1.083, -0.683, -0.708, -0.628, -0.793, -0.711, -0.698, -1.083, -1.147, -0.747, -0.859, -0.722, -0.691, -0.791, -0.885, -0.741, -0.736, -0.916, 4
