@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
9, 46, 414, 5.111, 0.292, 0.676, 1.92, 121, 280, 63, 1
8, 32, 256, 4.0, 0.352, 0.973, 1.8, 90, 249, 50, 1
9, 26, 234, 2.889, 0.316, 0.88, 1.85, 74, 206, 40, 1
8, 202, 1616, 25.25, 0.313, 0.689, 1.83, 505, 1114, 276, 1
7, 17, 119, 2.429, 0.555, 0.933, 2.64, 66, 111, 25, 1
8, 12, 96, 1.5, 0.417, 0.938, 2.0, 40, 90, 20, 1
9, 105, 945, 11.667, 0.334, 0.869, 2.19, 316, 821, 144, 1
9, 536, 4824, 59.556, 0.154, 0.602, 1.36, 743, 2904, 547, 1
8, 33, 264, 4.125, 0.424, 0.867, 2.24, 112, 229, 50, 1
12, 271, 3252, 22.583, 0.246, 0.615, 1.95, 799, 1999, 410, 1
11, 271, 2981, 24.636, 0.162, 0.542, 1.36, 483, 1616, 355, 1
11, 189, 2079, 17.182, 0.174, 0.613, 1.41, 361, 1275, 256, 1
7, 128, 896, 18.286, 0.265, 0.72, 1.69, 237, 645, 140, 1
14, 12, 168, 0.857, 0.661, 0.851, 9.25, 111, 143, 12, 1
8, 107, 856, 13.375, 0.381, 0.77, 2.4, 326, 659, 136, 1
8, 21, 168, 2.625, 0.381, 0.845, 1.88, 64, 142, 34, 1
8, 5, 40, 0.625, 0.475, 1.0, 2.38, 19, 40, 8, 1
8, 13, 104, 1.625, 0.529, 0.798, 2.89, 55, 83, 19, 1
10, 40, 400, 4.0, 0.333, 0.783, 1.82, 133, 313, 73, 1
9, 35, 315, 3.889, 0.33, 0.835, 2.0, 104, 263, 52, 1
7, 18, 126, 2.571, 0.365, 0.952, 1.53, 46, 120, 30, 1
10, 126, 1260, 12.6, 0.456, 0.883, 2.85, 575, 1113, 202, 1
10, 271, 2710, 27.1, 0.251, 0.754, 1.88, 679, 2044, 362, 1
9, 198, 1782, 22.0, 0.289, 0.681, 1.88, 515, 1213, 274, 1
5, 13, 65, 2.6, 0.308, 0.831, 1.82, 20, 54, 11, 1
9, 14, 126, 1.556, 0.706, 0.865, 7.42, 89, 109, 12, 1
7, 11, 77, 1.571, 0.416, 0.818, 2.0, 32, 63, 16, 1
6, 39, 234, 6.5, 0.226, 0.705, 1.66, 53, 165, 32, 1
8, 33, 264, 4.125, 0.326, 0.848, 2.0, 86, 224, 43, 1
12, 271, 3252, 22.583, 0.259, 0.689, 1.99, 843, 2241, 423, 1
6, 94, 564, 15.667, 0.188, 0.874, 1.63, 106, 493, 65, 1
14, 29, 406, 2.071, 0.14, 0.502, 1.63, 57, 204, 35, 1
9, 7, 63, 0.778, 0.302, 0.603, 1.9, 19, 38, 10, 1
8, 185, 1480, 23.125, 0.265, 0.611, 1.97, 392, 905, 199, 1
8, 65, 520, 8.125, 0.269, 0.725, 1.4, 140, 377, 100, 1
11, 272, 2992, 24.727, 0.283, 0.703, 1.97, 847, 2103, 431, 1
8, 20, 160, 2.5, 0.363, 0.931, 1.93, 58, 149, 30, 1
6, 104, 624, 17.333, 0.099, 0.258, 2.0, 62, 161, 31, 1
9, 4, 36, 0.444, 0.472, 0.861, 5.67, 17, 31, 3, 1
7, 14, 98, 2.0, 0.286, 0.755, 1.56, 28, 74, 18, 1
25, 115, 2875, 4.6, 0.296, 0.65, 2.56, 851, 1868, 333, 1
8, 83, 664, 10.375, 0.398, 0.94, 2.15, 264, 624, 123, 1
9, 91, 819, 10.111, 0.161, 0.44, 1.86, 132, 360, 71, 1
7, 7, 49, 1.0, 0.429, 1.0, 1.91, 21, 49, 11, 1
7, 6, 42, 0.857, 0.452, 1.0, 1.9, 19, 42, 10, 1
7, 34, 238, 4.857, 0.273, 0.584, 1.55, 65, 139, 42, 1
10, 176, 1760, 17.6, 0.181, 0.552, 1.36, 319, 972, 235, 1
13, 277, 3601, 21.308, 0.293, 0.636, 2.59, 1054, 2292, 407, 1
9, 29, 261, 3.222, 0.307, 0.648, 1.95, 80, 169, 41, 1
7, 9, 63, 1.286, 0.397, 0.841, 2.78, 25, 53, 9, 1
8, 10, 80, 1.25, 0.475, 0.888, 2.92, 38, 71, 13, 1
9, 278, 2502, 30.889, 0.176, 0.594, 1.28, 440, 1485, 345, 1
11, 101, 1111, 9.182, 0.253, 0.77, 1.71, 281, 856, 164, 1
10, 271, 2710, 27.1, 0.173, 0.557, 1.47, 469, 1510, 318, 1
8, 22, 176, 2.75, 0.477, 1.0, 2.27, 84, 176, 37, 1
25, 187, 4675, 7.48, 0.486, 0.939, 7.42, 2272, 4390, 306, 1
9, 76, 684, 8.444, 0.38, 0.95, 2.2, 260, 650, 118, 1
9, 238, 2142, 26.444, 0.168, 0.614, 1.26, 359, 1316, 285, 1
8, 35, 280, 4.375, 0.396, 0.986, 1.88, 111, 276, 59, 1
9, 34, 306, 3.778, 0.31, 0.895, 1.61, 95, 274, 59, 1
9, 18, 162, 2.0, 0.623, 0.864, 7.77, 101, 140, 13, 1
7, 19, 133, 2.714, 0.406, 0.94, 1.74, 54, 125, 31, 1
11, 82, 902, 7.455, 0.236, 0.814, 1.97, 213, 734, 108, 1
7, 14, 98, 2.0, 0.306, 0.959, 1.3, 30, 94, 23, 1
7, 31, 217, 4.429, 0.304, 0.843, 1.32, 66, 183, 50, 1
11, 65, 715, 5.909, 0.39, 0.877, 2.61, 279, 627, 107, 1
9, 510, 4590, 56.667, 0.137, 0.636, 1.24, 629, 2918, 506, 1
9, 511, 4599, 56.778, 0.164, 0.509, 1.42, 755, 2339, 530, 1
10, 33, 330, 3.3, 0.394, 0.645, 3.25, 130, 213, 40, 1
10, 12, 120, 1.2, 0.333, 0.958, 1.82, 40, 115, 22, 1
9, 37, 333, 4.111, 0.598, 0.946, 3.49, 199, 315, 57, 1
13, 37, 481, 2.846, 0.322, 0.992, 3.52, 155, 477, 44, 1
9, 76, 684, 8.444, 0.436, 0.955, 2.37, 298, 653, 126, 1
8, 309, 2472, 38.625, 0.186, 0.644, 1.41, 459, 1593, 325, 1
8, 13, 104, 1.625, 0.49, 0.913, 2.68, 51, 95, 19, 1
9, 33, 297, 3.667, 0.36, 0.818, 2.02, 107, 243, 53, 1
6, 135, 810, 22.5, 0.21, 0.736, 1.37, 170, 596, 124, 1
9, 35, 315, 3.889, 0.381, 0.806, 2.14, 120, 254, 56, 1
8, 30, 240, 3.75, 0.296, 0.863, 2.09, 71, 207, 34, 1
7, 51, 357, 7.286, 0.322, 0.784, 1.49, 115, 280, 77, 1
5, 16, 80, 3.2, 0.563, 0.925, 2.65, 45, 74, 17, 1
6, 100, 600, 16.667, 0.385, 0.828, 1.72, 231, 497, 134, 1
6, 95, 570, 15.833, 0.226, 0.933, 1.45, 129, 532, 89, 1
9, 45, 405, 5.0, 0.259, 0.805, 1.4, 105, 326, 75, 1
12, 72, 864, 6.0, 0.623, 0.86, 6.73, 538, 743, 80, 1
7, 4, 28, 0.571, 0.286, 1.0, 2.0, 8, 28, 4, 1
6, 13, 78, 2.167, 0.333, 0.91, 1.37, 26, 71, 19, 1
9, 39, 351, 4.333, 0.308, 0.709, 1.69, 108, 249, 64, 1
12, 128, 1536, 10.667, 0.339, 0.737, 2.91, 520, 1132, 179, 1
7, 173, 1211, 24.714, 0.207, 0.86, 1.34, 251, 1042, 187, 1
6, 80, 480, 13.333, 0.352, 0.96, 1.51, 169, 461, 112, 1
8, 33, 264, 4.125, 0.375, 0.83, 1.9, 99, 219, 52, 1
8, 29, 232, 3.625, 0.444, 1.0, 2.15, 103, 232, 48, 1
10, 43, 430, 4.3, 0.458, 0.94, 3.58, 197, 404, 55, 1
13, 348, 4524, 26.769, 0.308, 0.721, 2.57, 1395, 3262, 543, 1
9, 163, 1467, 18.111, 0.263, 0.549, 2.82, 386, 805, 137, 1
8, 41, 328, 5.125, 0.393, 0.976, 2.19, 129, 320, 59, 1
9, 50, 450, 5.556, 0.32, 0.716, 2.67, 144, 322, 54, 1
8, 192, 1536, 24.0, 0.316, 0.746, 1.74, 485, 1146, 279, 1
9, 353, 3177, 39.222, 0.187, 0.634, 1.45, 594, 2013, 411, 1
9, 107, 963, 11.889, 0.217, 0.842, 1.34, 209, 811, 156, 1
8, 21, 168, 2.625, 0.31, 0.744, 1.68, 52, 125, 31, 1
6, 14, 84, 2.333, 0.571, 0.976, 2.4, 48, 82, 20, 1
11, 96, 1056, 8.727, 0.331, 0.954, 4.32, 350, 1007, 81, 1
12, 27, 324, 2.25, 0.318, 0.898, 2.64, 103, 291, 39, 1
7, 24, 168, 3.429, 0.274, 0.661, 1.48, 46, 111, 31, 1
12, 257, 3084, 21.417, 0.283, 0.615, 3.0, 872, 1898, 291, 1
11, 116, 1276, 10.545, 0.274, 0.804, 1.8, 350, 1026, 194, 1
8, 40, 320, 5.0, 0.409, 0.997, 2.22, 131, 319, 59, 1
10, 271, 2710, 27.1, 0.176, 0.574, 1.39, 476, 1556, 342, 1
10, 34, 340, 3.4, 0.421, 0.906, 2.01, 143, 308, 71, 1
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, 1
11, 99, 1089, 9.0, 0.23, 0.601, 2.14, 250, 654, 117, 1
12, 116, 1392, 9.667, 0.246, 0.707, 1.99, 343, 984, 172, 1
7, 10, 70, 1.429, 0.386, 0.914, 2.08, 27, 64, 13, 1
9, 45, 405, 5.0, 0.425, 0.938, 2.77, 172, 380, 62, 1
10, 28, 280, 2.8, 0.375, 0.657, 2.33, 105, 184, 45, 1
6, 85, 510, 14.167, 0.239, 0.725, 1.42, 122, 370, 86, 1
9, 53, 477, 5.889, 0.218, 0.591, 1.24, 104, 282, 84, 1
7, 41, 287, 5.857, 0.213, 0.861, 1.33, 61, 247, 46, 1
13, 297, 3861, 22.846, 0.409, 0.6, 4.97, 1579, 2318, 318, 1
8, 8, 64, 1.0, 0.406, 0.953, 2.17, 26, 61, 12, 1
8, 130, 1040, 16.25, 0.36, 0.876, 2.21, 374, 911, 169, 1
7, 21, 147, 3.0, 0.313, 0.667, 2.09, 46, 98, 22, 1
10, 336, 3360, 33.6, 0.163, 0.623, 1.32, 549, 2094, 415, 1
8, 215, 1720, 26.875, 0.367, 0.746, 2.6, 631, 1283, 243, 1
9, 95, 855, 10.556, 0.285, 0.723, 2.1, 244, 618, 116, 1
7, 135, 945, 19.286, 0.202, 0.732, 1.43, 191, 692, 134, 1
11, 236, 2596, 21.455, 0.354, 0.803, 2.91, 920, 2084, 316, 1
12, 48, 576, 4.0, 0.252, 0.755, 1.71, 145, 435, 85, 1
7, 79, 553, 11.286, 0.566, 0.967, 3.56, 313, 535, 88, 1
8, 102, 816, 12.75, 0.403, 0.929, 2.7, 329, 758, 122, 1
8, 126, 1008, 15.75, 0.209, 0.573, 1.45, 211, 578, 146, 1
7, 33, 231, 4.714, 0.342, 0.848, 1.98, 79, 196, 40, 1
7, 20, 140, 2.857, 0.357, 0.7, 1.85, 50, 98, 27, 1
8, 71, 568, 8.875, 0.407, 0.903, 2.06, 231, 513, 112, 1
8, 41, 328, 5.125, 0.378, 0.945, 1.61, 124, 310, 77, 1
14, 340, 4760, 24.286, 0.383, 0.521, 5.07, 1824, 2480, 360, 1
10, 87, 870, 8.7, 0.375, 0.764, 2.23, 326, 665, 146, 1
9, 103, 927, 11.444, 0.164, 0.771, 1.22, 152, 715, 125, 1
5, 11, 55, 2.2, 0.309, 0.836, 1.7, 17, 46, 10, 1
16, 24, 384, 1.5, 0.411, 0.872, 4.51, 158, 335, 35, 1
7, 3, 21, 0.429, 0.571, 1.0, 3.0, 12, 21, 4, 1
5, 26, 130, 5.2, 0.492, 0.785, 2.37, 64, 102, 27, 1
9, 219, 1971, 24.333, 0.109, 0.538, 1.43, 215, 1060, 150, 1
10, 22, 220, 2.2, 0.309, 0.582, 2.34, 68, 128, 29, 1
7, 11, 77, 1.571, 0.312, 0.844, 1.5, 24, 65, 16, 1
24, 471, 11304, 19.625, 0.474, 0.921, 7.9, 5363, 10409, 679, 1
8, 271, 2168, 33.875, 0.314, 0.819, 1.82, 681, 1775, 375, 1
7, 13, 91, 1.857, 0.78, 0.989, 7.89, 71, 90, 9, 1
7, 3, 21, 0.429, 0.571, 1.0, 4.0, 12, 21, 3, 1
11, 30, 330, 2.727, 0.379, 0.739, 3.05, 125, 244, 41, 1
13, 423, 5499, 32.538, 0.188, 0.762, 1.64, 1034, 4191, 632, 1
8, 19, 152, 2.375, 0.454, 1.0, 2.16, 69, 152, 32, 1
8, 23, 184, 2.875, 0.359, 0.94, 1.65, 66, 173, 40, 1
8, 44, 352, 5.5, 0.426, 0.938, 3.26, 150, 330, 46, 1
11, 33, 363, 3.0, 0.295, 0.694, 1.98, 107, 252, 54, 1
8, 30, 240, 3.75, 0.233, 0.833, 1.24, 56, 200, 45, 1
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, 1
9, 82, 738, 9.111, 0.245, 0.562, 1.48, 181, 415, 122, 1
8, 94, 752, 11.75, 0.485, 0.922, 3.07, 365, 693, 119, 1
8, 180, 1440, 22.5, 0.371, 0.832, 2.32, 534, 1198, 230, 1
14, 27, 378, 1.929, 0.479, 0.709, 7.24, 181, 268, 25, 1
7, 62, 434, 8.857, 0.272, 0.963, 1.46, 118, 418, 81, 1
10, 33, 330, 3.3, 0.327, 0.742, 2.35, 108, 245, 46, 1
8, 13, 104, 1.625, 0.587, 0.837, 4.69, 61, 87, 13, 1
8, 12, 96, 1.5, 0.385, 0.698, 2.47, 37, 67, 15, 1
5, 98, 490, 19.6, 0.316, 0.704, 1.82, 155, 345, 85, 1
9, 68, 612, 7.556, 0.335, 0.789, 2.33, 205, 483, 88, 1
8, 342, 2736, 42.75, 0.163, 0.622, 1.4, 445, 1702, 317, 1
7, 14, 98, 2.0, 0.265, 0.827, 1.18, 26, 81, 22, 1
6, 11, 66, 1.833, 0.394, 0.955, 1.53, 26, 63, 17, 1
5, 29, 145, 5.8, 0.276, 0.779, 1.6, 40, 113, 25, 1
9, 34, 306, 3.778, 0.225, 0.755, 1.57, 69, 231, 44, 1
10, 127, 1270, 12.7, 0.388, 0.798, 2.35, 493, 1014, 210, 1
9, 169, 1521, 18.778, 0.333, 0.726, 2.3, 507, 1104, 220, 1
7, 243, 1701, 34.714, 0.219, 0.528, 1.62, 372, 898, 230, 1
8, 35, 280, 4.375, 0.393, 0.918, 1.96, 110, 257, 56, 1
9, 174, 1566, 19.333, 0.15, 0.738, 1.22, 235, 1156, 193, 1
5, 19, 95, 3.8, 0.505, 0.8, 2.18, 48, 76, 22, 1
9, 82, 738, 9.111, 0.335, 0.73, 2.47, 247, 539, 100, 1
11, 150, 1650, 13.636, 0.186, 0.533, 2.06, 307, 879, 149, 1
9, 9, 81, 1.0, 0.63, 0.802, 5.1, 51, 65, 10, 1
8, 16, 128, 2.0, 0.328, 0.961, 1.91, 42, 123, 22, 1
7, 38, 266, 5.429, 0.353, 0.902, 2.04, 94, 240, 46, 1
6, 7, 42, 1.167, 0.262, 0.786, 1.83, 11, 33, 6, 1
9, 47, 423, 5.222, 0.307, 0.872, 2.03, 130, 369, 64, 1
9, 166, 1494, 18.444, 0.274, 0.606, 1.88, 409, 905, 217, 1
7, 13, 91, 1.857, 0.242, 0.857, 2.0, 22, 78, 11, 1
10, 11, 110, 1.1, 0.2, 0.545, 2.2, 22, 60, 10, 1
8, 46, 368, 5.75, 0.391, 0.951, 1.85, 144, 350, 78, 1
7, 17, 119, 2.429, 0.319, 0.933, 1.41, 38, 111, 27, 1
5, 8, 40, 1.6, 0.675, 0.975, 3.0, 27, 39, 9, 1
11, 413, 4543, 37.545, 0.356, 0.806, 2.44, 1619, 3662, 664, 1
10, 49, 490, 4.9, 0.196, 0.751, 1.26, 96, 368, 76, 1
6, 13, 78, 2.167, 0.295, 0.692, 1.53, 23, 54, 15, 1
10, 121, 1210, 12.1, 0.402, 0.849, 2.7, 486, 1027, 180, 1
7, 28, 196, 4.0, 0.306, 0.847, 1.58, 60, 166, 38, 1
10, 61, 610, 6.1, 0.333, 0.954, 1.85, 203, 582, 110, 1
7, 9, 63, 1.286, 0.317, 0.984, 2.22, 20, 62, 9, 1
13, 228, 2964, 17.538, 0.264, 0.942, 3.29, 783, 2791, 238, 1
10, 53, 530, 5.3, 0.34, 0.9, 1.82, 180, 477, 99, 1
10, 49, 490, 4.9, 0.551, 0.943, 3.07, 270, 462, 88, 1
10, 30, 300, 3.0, 0.3, 0.73, 2.14, 90, 219, 42, 1
7, 17, 119, 2.429, 0.336, 0.908, 1.48, 40, 108, 27, 1
6, 21, 126, 3.5, 0.349, 1.0, 1.33, 44, 126, 33, 1
9, 275, 2475, 30.556, 0.202, 0.717, 1.39, 500, 1775, 359, 1
7, 9, 63, 1.286, 0.349, 0.746, 1.83, 22, 47, 12, 1
4, 17, 68, 4.25, 0.309, 0.559, 3.5, 21, 38, 6, 1
9, 132, 1188, 14.667, 0.189, 0.588, 1.54, 225, 698, 146, 1
9, 535, 4815, 59.444, 0.157, 0.594, 1.23, 757, 2861, 617, 1
8, 14, 112, 1.75, 0.268, 0.554, 3.0, 30, 62, 10, 1
24, 468, 11232, 19.5, 0.472, 0.922, 7.69, 5296, 10359, 689, 1
9, 83, 747, 9.222, 0.335, 0.843, 2.05, 250, 630, 122, 1
11, 184, 2024, 16.727, 0.46, 0.796, 4.41, 931, 1611, 211, 1
8, 42, 336, 5.25, 0.259, 0.756, 1.74, 87, 254, 50, 1
8, 28, 224, 3.5, 0.308, 0.835, 3.14, 69, 187, 22, 1
7, 6, 42, 0.857, 0.476, 0.881, 1.82, 20, 37, 11, 1
6, 2, 12, 0.333, 0.667, 1.0, 8.0, 8, 12, 1, 1
8, 37, 296, 4.625, 0.334, 0.831, 1.87, 99, 246, 53, 1
9, 34, 306, 3.778, 0.379, 0.961, 1.71, 116, 294, 68, 1
11, 42, 462, 3.818, 0.292, 0.76, 1.93, 135, 351, 70, 1
9, 51, 459, 5.667, 0.296, 0.786, 2.34, 136, 361, 58, 1
7, 65, 455, 9.286, 0.407, 0.895, 2.18, 185, 407, 85, 1
1, 13, 13, 13.0, 0.769, 1.0, 5.0, 10, 13, 2, 1
9, 13, 117, 1.444, 0.308, 0.88, 1.71, 36, 103, 21, 1
24, 157, 3768, 6.542, 0.905, 0.958, 18.34, 3411, 3609, 186, 1
9, 20, 180, 2.222, 0.367, 0.9, 2.2, 66, 162, 30, 1
9, 5, 45, 0.556, 0.378, 0.933, 2.83, 17, 42, 6, 1
8, 25, 200, 3.125, 0.405, 0.865, 1.84, 81, 173, 44, 1
7, 47, 329, 6.714, 0.271, 0.878, 2.23, 89, 289, 40, 1
9, 151, 1359, 16.778, 0.184, 0.5, 1.4, 250, 679, 178, 1
7, 19, 133, 2.714, 0.263, 0.662, 1.35, 35, 88, 26, 1
10, 25, 250, 2.5, 0.408, 0.68, 2.43, 102, 170, 42, 1
11, 61, 671, 5.545, 0.294, 0.735, 2.21, 197, 493, 89, 1
11, 147, 1617, 13.364, 0.32, 0.607, 2.2, 518, 982, 235, 1
9, 40, 360, 4.444, 0.494, 0.925, 2.92, 178, 333, 61, 1
8, 48, 384, 6.0, 0.354, 0.865, 1.89, 136, 332, 72, 1
8, 152, 1216, 19.0, 0.199, 0.677, 1.27, 242, 823, 191, 1
7, 19, 133, 2.714, 0.398, 1.0, 1.71, 53, 133, 31, 1
5, 63, 315, 12.6, 0.21, 0.914, 1.47, 66, 288, 45, 1
10, 7, 70, 0.7, 0.329, 0.986, 1.77, 23, 69, 13, 1
8, 27, 216, 3.375, 0.218, 0.852, 2.24, 47, 184, 21, 1
5, 31, 155, 6.2, 0.419, 0.948, 1.91, 65, 147, 34, 1
8, 25, 200, 3.125, 0.33, 1.0, 1.65, 66, 200, 40, 1
14, 57, 798, 4.071, 0.727, 0.951, 11.84, 580, 759, 49, 1
6, 181, 1086, 30.167, 0.298, 0.684, 1.69, 324, 743, 192, 1
22, 71, 1562, 3.227, 0.536, 0.876, 11.64, 838, 1368, 72, 1
7, 157, 1099, 22.429, 0.439, 0.874, 2.77, 482, 961, 174, 1
6, 7, 42, 1.167, 0.405, 0.952, 4.25, 17, 40, 4, 1
8, 199, 1592, 24.875, 0.115, 0.575, 1.18, 183, 915, 155, 1
5, 27, 135, 5.4, 0.304, 0.889, 1.41, 41, 120, 29, 1
9, 82, 738, 9.111, 0.32, 0.947, 2.13, 236, 699, 111, 1
8, 12, 96, 1.5, 0.396, 0.75, 2.38, 38, 72, 16, 1
12, 40, 480, 3.333, 0.271, 0.733, 1.97, 130, 352, 66, 1
24, 125, 3000, 5.208, 0.915, 0.959, 21.29, 2746, 2877, 129, 1
25, 292, 7300, 11.68, 0.479, 0.954, 7.58, 3496, 6967, 461, 1
5, 17, 85, 3.4, 0.412, 0.941, 1.75, 35, 80, 20, 1
26, 378, 9828, 14.538, 0.229, 0.584, 3.46, 2252, 5737, 650, 1
10, 145, 1450, 14.5, 0.278, 0.724, 1.9, 403, 1050, 212, 1
8, 535, 4280, 66.875, 0.164, 0.6, 1.35, 704, 2566, 520, 1
9, 42, 378, 4.667, 0.429, 0.976, 2.75, 162, 369, 59, 1
8, 7, 56, 0.875, 0.411, 0.875, 2.09, 23, 49, 11, 1
17, 266, 4522, 15.647, 0.921, 1.0, 12.82, 4167, 4522, 325, 1
6, 18, 108, 3.0, 0.287, 0.741, 4.43, 31, 80, 7, 1
11, 8, 88, 0.727, 0.545, 1.0, 3.2, 48, 88, 15, 1
14, 183, 2562, 13.071, 0.39, 0.681, 4.87, 998, 1745, 205, 1
10, 54, 540, 5.4, 0.306, 0.689, 1.94, 165, 372, 85, 1
9, 301, 2709, 33.444, 0.178, 0.694, 1.3, 482, 1881, 371, 1
12, 500, 6000, 41.667, 0.264, 0.595, 2.45, 1584, 3568, 646, 1
7, 49, 343, 7.0, 0.3, 0.72, 1.34, 103, 247, 77, 1
6, 13, 78, 2.167, 0.346, 0.577, 3.38, 27, 45, 8, 1
11, 32, 352, 2.909, 0.344, 0.767, 2.69, 121, 270, 45, 1
25, 71, 1775, 2.84, 0.234, 0.748, 2.22, 416, 1328, 187, 1
9, 24, 216, 2.667, 0.352, 0.722, 2.17, 76, 156, 35, 1
1, 177, 177, 177.0, 0.203, 1.0, 1.03, 36, 177, 35, 1
10, 18, 180, 1.8, 0.383, 1.0, 2.3, 69, 180, 30, 1
2, 19, 38, 9.5, 0.237, 1.0, 1.8, 9, 38, 5, 1
10, 46, 460, 4.6, 0.278, 0.583, 1.66, 128, 268, 77, 1
12, 69, 828, 5.75, 0.407, 0.833, 3.15, 337, 690, 107, 1
9, 65, 585, 7.222, 0.463, 0.901, 2.66, 271, 527, 102, 1
9, 21, 189, 2.333, 0.519, 0.942, 3.27, 98, 178, 30, 1
8, 80, 640, 10.0, 0.303, 0.922, 1.72, 194, 590, 113, 1
6, 13, 78, 2.167, 0.282, 0.936, 1.57, 22, 73, 14, 1
7, 10, 70, 1.429, 0.3, 0.771, 1.5, 21, 54, 14, 1
11, 49, 539, 4.455, 0.343, 0.666, 4.3, 185, 359, 43, 1
11, 272, 2992, 24.727, 0.275, 0.743, 2.1, 824, 2222, 392, 1
12, 252, 3024, 21.0, 0.416, 0.682, 4.75, 1259, 2062, 265, 1
10, 9, 90, 0.9, 0.3, 0.778, 2.25, 27, 70, 12, 1
14, 418, 5852, 29.857, 0.261, 0.619, 2.16, 1525, 3625, 707, 1
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, 1
24, 334, 8016, 13.917, 0.894, 0.966, 14.3, 7164, 7740, 501, 1
11, 57, 627, 5.182, 0.271, 0.577, 1.87, 170, 362, 91, 1
17, 382, 6494, 22.471, 0.363, 0.567, 5.46, 2355, 3680, 431, 1
12, 302, 3624, 25.167, 0.199, 0.795, 1.68, 721, 2880, 429, 1
11, 97, 1067, 8.818, 0.266, 0.635, 2.04, 284, 678, 139, 1
8, 50, 400, 6.25, 0.36, 0.728, 1.97, 144, 291, 73, 1
10, 46, 460, 4.6, 0.3, 0.604, 2.09, 138, 278, 66, 1
8, 16, 128, 2.0, 0.438, 0.891, 2.67, 56, 114, 21, 1
10, 29, 290, 2.9, 0.307, 0.855, 1.85, 89, 248, 48, 1
7, 4, 28, 0.571, 0.714, 0.929, 10.0, 20, 26, 2, 1
7, 156, 1092, 22.286, 0.473, 0.991, 2.37, 517, 1082, 218, 1
10, 51, 510, 5.1, 0.337, 0.773, 2.12, 172, 394, 81, 1
7, 13, 91, 1.857, 0.341, 0.846, 1.82, 31, 77, 17, 1
6, 94, 564, 15.667, 0.287, 0.713, 2.45, 162, 402, 66, 1
11, 9, 99, 0.818, 0.404, 0.717, 4.44, 40, 71, 9, 1
10, 69, 690, 6.9, 0.277, 0.68, 1.85, 191, 469, 103, 1
9, 83, 747, 9.222, 0.289, 0.751, 1.93, 216, 561, 112, 1
6, 38, 228, 6.333, 0.377, 0.833, 1.51, 86, 190, 57, 1
7, 38, 266, 5.429, 0.327, 0.951, 1.38, 87, 253, 63, 1
8, 30, 240, 3.75, 0.363, 0.85, 2.29, 87, 204, 38, 1
6, 95, 570, 15.833, 0.256, 0.768, 1.78, 146, 438, 82, 1
8, 46, 368, 5.75, 0.34, 0.611, 1.79, 125, 225, 70, 1
8, 9, 72, 1.125, 0.361, 0.972, 1.73, 26, 70, 15, 1
8, 14, 112, 1.75, 0.42, 0.786, 1.88, 47, 88, 25, 1
10, 63, 630, 6.3, 0.251, 0.898, 1.84, 158, 566, 86, 1
9, 82, 738, 9.111, 0.37, 0.924, 2.39, 273, 682, 114, 1
14, 412, 5768, 29.429, 0.179, 0.671, 1.59, 1032, 3869, 651, 1
11, 94, 1034, 8.545, 0.257, 0.604, 2.18, 266, 625, 122, 1
16, 24, 384, 1.5, 0.44, 0.948, 5.28, 169, 364, 32, 1
11, 44, 484, 4.0, 0.314, 0.75, 1.92, 152, 363, 79, 1
9, 123, 1107, 13.667, 0.331, 0.65, 2.3, 366, 719, 159, 1
16, 183, 2928, 11.438, 0.413, 0.787, 4.81, 1208, 2305, 251, 1
7, 18, 126, 2.571, 0.262, 0.873, 1.94, 33, 110, 17, 1
8, 346, 2768, 43.25, 0.166, 0.66, 1.35, 459, 1828, 339, 1
10, 152, 1520, 15.2, 0.297, 0.778, 2.17, 452, 1182, 208, 1
8, 40, 320, 5.0, 0.391, 0.991, 2.08, 125, 317, 60, 1
6, 32, 192, 5.333, 0.365, 0.958, 1.67, 70, 184, 42, 1
8, 16, 128, 2.0, 0.477, 0.875, 2.44, 61, 112, 25, 1
9, 508, 4572, 56.444, 0.188, 0.597, 1.49, 861, 2731, 579, 1
9, 53, 477, 5.889, 0.252, 0.677, 1.54, 120, 323, 78, 1
10, 14, 140, 1.4, 0.314, 0.9, 1.91, 44, 126, 23, 1
7, 31, 217, 4.429, 0.221, 0.853, 1.78, 48, 185, 27, 1
8, 7, 56, 0.875, 0.411, 1.0, 2.09, 23, 56, 11, 1
8, 26, 208, 3.25, 0.37, 0.654, 2.41, 77, 136, 32, 1
6, 8, 48, 1.333, 0.5, 1.0, 2.18, 24, 48, 11, 1
12, 83, 996, 6.917, 0.301, 0.814, 1.99, 300, 811, 151, 1
7, 7, 49, 1.0, 0.286, 0.633, 1.56, 14, 31, 9, 1
