@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
16, 309, 4944, 19.313, 0.382, 0.549, 5.38, 1890, 2713, 351, 1
7, 16, 112, 2.286, 0.464, 0.884, 3.25, 52, 99, 16, 1
8, 119, 952, 14.875, 0.337, 0.92, 1.7, 321, 876, 189, 1
7, 12, 84, 1.714, 0.464, 1.0, 2.17, 39, 84, 18, 1
8, 31, 248, 3.875, 0.298, 0.871, 1.45, 74, 216, 51, 1
6, 20, 120, 3.333, 0.317, 0.983, 1.52, 38, 118, 25, 1
7, 38, 266, 5.429, 0.308, 0.789, 1.55, 82, 210, 53, 1
8, 83, 664, 10.375, 0.437, 0.866, 2.52, 290, 575, 115, 1
5, 7, 35, 1.4, 0.6, 0.886, 3.5, 21, 31, 6, 1
7, 19, 133, 2.714, 0.331, 0.729, 1.69, 44, 97, 26, 1
7, 22, 154, 3.143, 0.247, 0.883, 1.19, 38, 136, 32, 1
11, 288, 3168, 26.182, 0.248, 0.5, 2.04, 787, 1584, 386, 1
7, 13, 91, 1.857, 0.363, 0.835, 1.57, 33, 76, 21, 1
14, 102, 1428, 7.286, 0.356, 0.709, 2.96, 509, 1013, 172, 1
10, 12, 120, 1.2, 0.183, 0.392, 2.2, 22, 47, 10, 1
9, 26, 234, 2.889, 0.316, 0.88, 1.85, 74, 206, 40, 1
9, 47, 423, 5.222, 0.286, 0.738, 1.95, 121, 312, 62, 1
10, 258, 2580, 25.8, 0.337, 0.648, 2.67, 869, 1672, 325, 1
9, 91, 819, 10.111, 0.321, 0.908, 1.95, 263, 744, 135, 1
9, 180, 1620, 20.0, 0.16, 0.523, 1.39, 259, 847, 186, 1
9, 109, 981, 12.111, 0.219, 0.779, 1.67, 215, 764, 129, 1
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, 1
8, 12, 96, 1.5, 0.458, 0.938, 2.59, 44, 90, 17, 1
9, 42, 378, 4.667, 0.378, 0.841, 2.65, 143, 318, 54, 1
8, 40, 320, 5.0, 0.363, 0.806, 1.68, 116, 258, 69, 1
7, 70, 490, 10.0, 0.535, 0.971, 3.23, 262, 476, 81, 1
8, 37, 296, 4.625, 0.264, 0.676, 1.86, 78, 200, 42, 1
12, 83, 996, 6.917, 0.301, 0.814, 1.99, 300, 811, 151, 1
7, 16, 112, 2.286, 0.241, 0.634, 1.93, 27, 71, 14, 1
8, 16, 128, 2.0, 0.438, 0.891, 2.67, 56, 114, 21, 1
8, 14, 112, 1.75, 0.429, 1.0, 2.4, 48, 112, 20, 1
8, 23, 184, 2.875, 0.348, 0.723, 2.0, 64, 133, 32, 1
9, 102, 918, 11.333, 0.183, 0.804, 1.27, 168, 738, 132, 1
9, 99, 891, 11.0, 0.461, 0.906, 2.65, 411, 807, 155, 1
6, 13, 78, 2.167, 0.282, 0.936, 1.57, 22, 73, 14, 1
7, 14, 98, 2.0, 0.286, 1.0, 1.87, 28, 98, 15, 1
8, 12, 96, 1.5, 0.531, 0.813, 2.83, 51, 78, 18, 1
9, 9, 81, 1.0, 0.296, 0.901, 1.6, 24, 73, 15, 1
10, 535, 5350, 53.5, 0.113, 0.458, 1.36, 606, 2448, 447, 1
8, 525, 4200, 65.625, 0.095, 0.444, 1.34, 398, 1865, 297, 1
9, 7, 63, 0.778, 0.286, 0.778, 2.0, 18, 49, 9, 1
7, 13, 91, 1.857, 0.198, 0.846, 2.25, 18, 77, 8, 1
9, 15, 135, 1.667, 0.244, 0.83, 1.57, 33, 112, 21, 1
7, 17, 119, 2.429, 0.361, 0.782, 1.65, 43, 93, 26, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 1
6, 97, 582, 16.167, 0.299, 0.701, 1.85, 174, 408, 94, 1
9, 110, 990, 12.222, 0.311, 0.627, 2.08, 308, 621, 148, 1
7, 46, 322, 6.571, 0.354, 1.0, 1.46, 114, 322, 78, 1
9, 130, 1170, 14.444, 0.513, 0.925, 2.86, 600, 1082, 210, 1
38, 342, 12996, 9.0, 0.275, 0.466, 12.99, 3573, 6053, 275, 1
7, 18, 126, 2.571, 0.357, 0.865, 2.14, 45, 109, 21, 1
7, 207, 1449, 29.571, 0.249, 0.771, 1.29, 361, 1117, 279, 1
10, 17, 170, 1.7, 0.571, 0.918, 6.47, 97, 156, 15, 1
6, 7, 42, 1.167, 0.262, 0.929, 1.38, 11, 39, 8, 1
9, 9, 81, 1.0, 0.519, 0.531, 42.0, 42, 43, 1, 1
11, 29, 319, 2.636, 0.298, 0.752, 2.21, 95, 240, 43, 1
8, 6, 48, 0.75, 0.5, 0.854, 3.0, 24, 41, 8, 1
1, 40, 40, 40.0, 0.175, 1.0, 1.17, 7, 40, 6, 1
12, 142, 1704, 11.833, 0.337, 0.759, 3.04, 575, 1293, 189, 1
7, 65, 455, 9.286, 0.404, 0.925, 2.07, 184, 421, 89, 1
7, 11, 77, 1.571, 0.299, 0.779, 1.64, 23, 60, 14, 1
9, 21, 189, 2.333, 0.487, 0.857, 3.29, 92, 162, 28, 1
21, 13, 273, 0.619, 0.168, 0.308, 2.3, 46, 84, 20, 1
7, 346, 2422, 49.429, 0.167, 0.707, 1.19, 404, 1712, 339, 1
8, 198, 1584, 24.75, 0.215, 0.832, 1.31, 341, 1318, 260, 1
7, 25, 175, 3.571, 0.349, 0.737, 2.26, 61, 129, 27, 1
9, 82, 738, 9.111, 0.352, 0.798, 2.63, 260, 589, 99, 1
10, 8, 80, 0.8, 0.675, 1.0, 9.0, 54, 80, 6, 1
9, 152, 1368, 16.889, 0.379, 0.765, 2.77, 518, 1047, 187, 1
8, 26, 208, 3.25, 0.37, 0.822, 1.75, 77, 171, 44, 1
9, 52, 468, 5.778, 0.203, 0.626, 1.38, 95, 293, 69, 1
6, 13, 78, 2.167, 0.295, 0.872, 1.44, 23, 68, 16, 1
9, 123, 1107, 13.667, 0.331, 0.65, 2.3, 366, 719, 159, 1
7, 9, 63, 1.286, 0.46, 0.889, 2.42, 29, 56, 12, 1
10, 236, 2360, 23.6, 0.183, 0.572, 1.31, 432, 1349, 330, 1
11, 8, 88, 0.727, 0.705, 1.0, 8.86, 62, 88, 7, 1
9, 35, 315, 3.889, 0.263, 0.667, 2.86, 83, 210, 29, 1
11, 102, 1122, 9.273, 0.223, 0.768, 1.53, 250, 862, 163, 1
12, 129, 1548, 10.75, 0.303, 0.711, 2.51, 469, 1100, 187, 1
8, 30, 240, 3.75, 0.342, 0.896, 2.0, 82, 215, 41, 1
9, 72, 648, 8.0, 0.255, 0.494, 2.01, 165, 320, 82, 1
5, 12, 60, 2.4, 0.6, 0.9, 3.0, 36, 54, 12, 1
7, 32, 224, 4.571, 0.272, 0.862, 1.53, 61, 193, 40, 1
9, 275, 2475, 30.556, 0.202, 0.717, 1.39, 500, 1775, 359, 1
11, 9, 99, 0.818, 0.404, 0.717, 4.44, 40, 71, 9, 1
8, 16, 128, 2.0, 0.516, 1.0, 2.54, 66, 128, 26, 1
7, 23, 161, 3.286, 0.447, 1.0, 1.95, 72, 161, 37, 1
11, 183, 2013, 16.636, 0.465, 0.841, 4.53, 937, 1693, 207, 1
24, 281, 6744, 11.708, 0.468, 0.903, 7.95, 3155, 6088, 397, 1
5, 29, 145, 5.8, 0.4, 0.89, 1.87, 58, 129, 31, 1
4, 12, 48, 3.0, 0.292, 1.0, 1.4, 14, 48, 10, 1
9, 5, 45, 0.556, 0.244, 0.622, 1.83, 11, 28, 6, 1
5, 14, 70, 2.8, 0.414, 0.943, 1.38, 29, 66, 21, 1
8, 33, 264, 4.125, 0.371, 0.678, 1.88, 98, 179, 52, 1
20, 32, 640, 1.6, 0.43, 0.555, 21.15, 275, 355, 13, 1
7, 128, 896, 18.286, 0.203, 0.663, 1.33, 182, 594, 137, 1
8, 32, 256, 4.0, 0.207, 0.797, 1.23, 53, 204, 43, 1
8, 41, 328, 5.125, 0.293, 0.872, 1.43, 96, 286, 67, 1
14, 372, 5208, 26.571, 0.378, 0.586, 4.99, 1971, 3050, 395, 1
5, 23, 115, 4.6, 0.504, 0.783, 2.42, 58, 90, 24, 1
8, 10, 80, 1.25, 0.4, 0.825, 2.0, 32, 66, 16, 1
6, 17, 102, 2.833, 0.275, 0.824, 1.33, 28, 84, 21, 1
5, 20, 100, 4.0, 0.47, 0.73, 2.35, 47, 73, 20, 1
8, 49, 392, 6.125, 0.413, 0.76, 1.93, 162, 298, 84, 1
10, 33, 330, 3.3, 0.318, 0.758, 2.33, 105, 250, 45, 1
7, 54, 378, 7.714, 0.286, 0.878, 1.4, 108, 332, 77, 1
14, 18, 252, 1.286, 0.298, 0.655, 5.0, 75, 165, 15, 1
11, 175, 1925, 15.909, 0.21, 0.469, 1.98, 405, 902, 205, 1
23, 92, 2116, 4.0, 0.145, 0.532, 1.44, 306, 1126, 212, 1
10, 10, 100, 1.0, 0.52, 0.53, 52.0, 52, 53, 1, 1
7, 31, 217, 4.429, 0.318, 0.839, 1.35, 69, 182, 51, 1
1, 25, 25, 25.0, 1.0, 1.0, 25.0, 25, 25, 1, 1
7, 41, 287, 5.857, 0.425, 0.993, 1.97, 122, 285, 62, 1
10, 21, 210, 2.1, 0.457, 0.933, 2.91, 96, 196, 33, 1
9, 8, 72, 0.889, 0.264, 1.0, 1.27, 19, 72, 15, 1
9, 22, 198, 2.444, 0.227, 0.934, 1.61, 45, 185, 28, 1
7, 2, 14, 0.286, 0.714, 0.714, 10.0, 10, 10, 1, 1
8, 34, 272, 4.25, 0.379, 0.971, 1.84, 103, 264, 56, 1
9, 40, 360, 4.444, 0.494, 0.925, 2.92, 178, 333, 61, 1
23, 137, 3151, 5.957, 0.855, 0.934, 16.64, 2695, 2943, 162, 1
7, 519, 3633, 74.143, 0.073, 0.394, 1.23, 265, 1431, 215, 1
13, 37, 481, 2.846, 0.322, 0.992, 3.52, 155, 477, 44, 1
7, 193, 1351, 27.571, 0.206, 0.813, 1.37, 278, 1099, 203, 1
8, 7, 56, 0.875, 0.304, 0.946, 1.55, 17, 53, 11, 1
26, 184, 4784, 7.077, 0.773, 0.886, 16.88, 3696, 4241, 219, 1
5, 39, 195, 7.8, 0.344, 0.728, 2.09, 67, 142, 32, 1
11, 261, 2871, 23.727, 0.233, 0.637, 1.75, 668, 1830, 381, 1
8, 19, 152, 2.375, 0.434, 0.664, 3.0, 66, 101, 22, 1
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, 1
11, 20, 220, 1.818, 0.223, 0.373, 2.58, 49, 82, 19, 1
6, 39, 234, 6.5, 0.393, 0.927, 1.77, 92, 217, 52, 1
1, 12, 12, 12.0, 0.583, 1.0, 3.5, 7, 12, 2, 1
5, 44, 220, 8.8, 0.241, 0.791, 2.52, 53, 174, 21, 1
8, 108, 864, 13.5, 0.293, 0.897, 1.69, 253, 775, 150, 1
11, 64, 704, 5.818, 0.395, 0.558, 3.35, 278, 393, 83, 1
10, 93, 930, 9.3, 0.268, 0.784, 1.78, 249, 729, 140, 1
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 1
10, 7, 70, 0.7, 0.429, 0.429, 30.0, 30, 30, 1, 1
8, 155, 1240, 19.375, 0.366, 0.964, 1.64, 454, 1195, 276, 1
8, 70, 560, 8.75, 0.463, 0.986, 2.31, 259, 552, 112, 1
2, 69, 138, 34.5, 0.087, 0.507, 1.2, 12, 70, 10, 1
9, 511, 4599, 56.778, 0.164, 0.509, 1.42, 755, 2339, 530, 1
7, 105, 735, 15.0, 0.127, 0.41, 1.39, 93, 301, 67, 1
38, 69, 2622, 1.816, 0.476, 0.839, 4.27, 1247, 2201, 292, 1
9, 92, 828, 10.222, 0.365, 0.954, 2.2, 302, 790, 137, 1
10, 155, 1550, 15.5, 0.329, 0.601, 2.88, 510, 931, 177, 1
10, 46, 460, 4.6, 0.317, 0.683, 1.85, 146, 314, 79, 1
22, 67, 1474, 3.045, 0.221, 0.919, 2.91, 326, 1354, 112, 1
11, 33, 363, 3.0, 0.278, 0.73, 2.1, 101, 265, 48, 1
5, 10, 50, 2.0, 0.5, 0.84, 2.08, 25, 42, 12, 1
17, 98, 1666, 5.765, 0.929, 1.0, 14.88, 1548, 1666, 104, 1
9, 36, 324, 4.0, 0.349, 0.707, 1.82, 113, 229, 62, 1
10, 33, 330, 3.3, 0.391, 0.982, 2.05, 129, 324, 63, 1
9, 14, 126, 1.556, 0.587, 0.944, 6.17, 74, 119, 12, 1
1, 91, 91, 91.0, 0.352, 1.0, 1.03, 32, 91, 31, 1
28, 137, 3836, 4.893, 0.265, 0.564, 5.05, 1016, 2163, 201, 1
10, 53, 530, 5.3, 0.294, 0.908, 1.75, 156, 481, 89, 1
8, 36, 288, 4.5, 0.615, 0.938, 3.22, 177, 270, 55, 1
1, 249, 249, 249.0, 0.173, 1.0, 1.02, 43, 249, 42, 1
5, 280, 1400, 56.0, 0.78, 0.786, 156.0, 1092, 1100, 7, 2
2, 537, 1074, 268.5, 0.51, 0.534, 49.82, 548, 574, 11, 2
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, 2
2, 64, 128, 32.0, 0.531, 0.586, 17.0, 68, 75, 4, 2
1, 37, 37, 37.0, 0.811, 1.0, 6.0, 30, 37, 5, 2
1, 14, 14, 14.0, 0.857, 1.0, 12.0, 12, 14, 1, 2
2, 14, 28, 7.0, 0.286, 0.821, 8.0, 8, 23, 1, 2
3, 106, 318, 35.333, 0.258, 0.34, 6.31, 82, 108, 13, 2
1, 19, 19, 19.0, 0.789, 1.0, 3.75, 15, 19, 4, 2
3, 213, 639, 71.0, 0.318, 0.379, 11.94, 203, 242, 17, 2
4, 19, 76, 4.75, 0.276, 0.382, 5.25, 21, 29, 4, 2
1, 277, 277, 277.0, 1.0, 1.0, 277.0, 277, 277, 1, 2
1, 17, 17, 17.0, 0.765, 1.0, 6.5, 13, 17, 2, 2
1, 11, 11, 11.0, 0.727, 1.0, 4.0, 8, 11, 2, 2
1, 18, 18, 18.0, 0.5, 1.0, 3.0, 9, 18, 3, 2
1, 138, 138, 138.0, 1.0, 1.0, 138.0, 138, 138, 1, 2
11, 552, 6072, 50.182, 0.816, 0.816, 4955.0, 4955, 4955, 1, 2
2, 537, 1074, 268.5, 0.556, 0.655, 24.88, 597, 704, 24, 2
2, 101, 202, 50.5, 0.54, 0.743, 10.9, 109, 150, 10, 2
3, 129, 387, 43.0, 0.305, 0.377, 11.8, 118, 146, 10, 2
1, 9, 9, 9.0, 1.0, 1.0, 9.0, 9, 9, 1, 2
1, 32, 32, 32.0, 0.469, 1.0, 1.88, 15, 32, 8, 2
1, 87, 87, 87.0, 0.92, 1.0, 16.0, 80, 87, 5, 2
1, 47, 47, 47.0, 0.532, 1.0, 25.0, 25, 47, 1, 2
4, 194, 776, 48.5, 0.263, 0.273, 34.0, 204, 212, 6, 2
1, 159, 159, 159.0, 0.975, 1.0, 77.5, 155, 159, 2, 2
5, 7, 35, 1.4, 0.2, 0.314, 7.0, 7, 11, 1, 2
1, 40, 40, 40.0, 1.0, 1.0, 40.0, 40, 40, 1, 2
2, 46, 92, 23.0, 0.511, 0.554, 47.0, 47, 51, 1, 2
1, 69, 69, 69.0, 0.841, 1.0, 8.29, 58, 69, 7, 2
1, 104, 104, 104.0, 0.971, 1.0, 50.5, 101, 104, 2, 2
3, 536, 1608, 178.67, 0.341, 0.353, 61.0, 549, 567, 9, 2
1, 45, 45, 45.0, 0.756, 1.0, 5.67, 34, 45, 6, 2
186, 469, 87234, 2.522, 0.378, 0.529, 22.29, 33017, 46133, 1481, 3
95, 93, 8835, 0.979, 0.675, 0.902, 3.63, 5966, 7968, 1644, 3
28, 32, 896, 1.143, 0.481, 0.742, 7.43, 431, 665, 58, 3
1, 25, 25, 25.0, 1.0, 1.0, 25.0, 25, 25, 1, 4
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, 4
18, 1, 18, 0.056, 1.0, 1.0, 18.0, 18, 18, 1, 4
34, 1, 34, 0.029, 1.0, 1.0, 34.0, 34, 34, 1, 4
7, 2, 14, 0.286, 0.643, 0.714, 9.0, 9, 10, 1, 4
27, 4, 108, 0.148, 0.333, 0.667, 2.57, 36, 72, 14, 4
66, 3, 198, 0.045, 0.657, 0.909, 2.6, 130, 180, 50, 4
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
804, 11, 8844, 0.014, 0.191, 0.233, 15.64, 1689, 2058, 108, 4
39, 70, 2730, 1.795, 0.09, 0.255, 7.0, 245, 697, 35, 5
212, 464, 98368, 2.189, 0.052, 0.07, 11.84, 5066, 6884, 428, 5
7, 9, 63, 1.286, 0.143, 0.238, 9.0, 9, 15, 1, 5
13, 8, 104, 0.615, 0.154, 0.769, 1.07, 16, 80, 15, 5
14, 19, 266, 1.357, 0.128, 0.541, 2.83, 34, 144, 12, 5
33, 28, 924, 0.848, 0.098, 0.271, 5.69, 91, 250, 16, 5
36, 48, 1728, 1.333, 0.143, 0.437, 3.58, 247, 755, 69, 5
81, 49, 3969, 0.605, 0.113, 0.398, 2.26, 449, 1580, 199, 5
8, 4, 32, 0.5, 0.438, 0.594, 7.0, 14, 19, 2, 5
83, 277, 22991, 3.337, 0.18, 0.365, 6.86, 4138, 8387, 603, 5
10, 7, 70, 0.7, 0.157, 0.6, 1.57, 11, 42, 7, 5
86, 67, 5762, 0.779, 0.164, 0.935, 2.37, 947, 5386, 399, 5
