@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
59, 84, 4956, 1.424, 0.659, 0.71, 148.36, 3264, 3517, 22, 1
6, 19, 114, 3.167, 0.333, 0.93, 1.27, 38, 106, 30, 1
7, 140, 980, 20.0, 0.253, 0.886, 1.49, 248, 868, 167, 1
7, 12, 84, 1.714, 0.452, 0.952, 2.0, 38, 80, 19, 1
7, 36, 252, 5.143, 0.278, 0.937, 1.25, 70, 236, 56, 1
10, 12, 120, 1.2, 0.333, 0.958, 1.82, 40, 115, 22, 1
8, 33, 264, 4.125, 0.375, 0.83, 1.9, 99, 219, 52, 1
8, 83, 664, 10.375, 0.393, 0.7, 2.42, 261, 465, 108, 1
2, 17, 34, 8.5, 0.324, 1.0, 2.75, 11, 34, 4, 1
11, 12, 132, 1.091, 0.5, 0.818, 4.13, 66, 108, 16, 1
10, 15, 150, 1.5, 0.313, 0.78, 2.24, 47, 117, 21, 1
18, 185, 3330, 10.278, 0.163, 0.358, 2.39, 544, 1193, 228, 1
10, 9, 90, 0.9, 0.344, 0.856, 1.72, 31, 77, 18, 1
9, 155, 1395, 17.222, 0.366, 0.723, 2.54, 511, 1008, 201, 1
9, 13, 117, 1.444, 0.239, 0.462, 4.67, 28, 54, 6, 1
8, 29, 232, 3.625, 0.384, 0.884, 2.07, 89, 205, 43, 1
10, 43, 430, 4.3, 0.256, 0.707, 1.8, 110, 304, 61, 1
13, 213, 2769, 16.385, 0.359, 0.658, 4.65, 995, 1821, 214, 1
8, 101, 808, 12.625, 0.29, 0.978, 1.71, 234, 790, 137, 1
8, 199, 1592, 24.875, 0.115, 0.575, 1.18, 183, 915, 155, 1
8, 123, 984, 15.375, 0.255, 0.827, 1.71, 251, 814, 147, 1
4, 8, 32, 2.0, 0.344, 0.781, 1.83, 11, 25, 6, 1
8, 12, 96, 1.5, 0.438, 0.927, 2.1, 42, 89, 20, 1
9, 42, 378, 4.667, 0.325, 0.823, 1.71, 123, 311, 72, 1
10, 32, 320, 3.2, 0.306, 0.788, 1.69, 98, 252, 58, 1
10, 49, 490, 4.9, 0.52, 0.961, 2.97, 255, 471, 86, 1
9, 33, 297, 3.667, 0.34, 0.677, 2.53, 101, 201, 40, 1
9, 106, 954, 11.778, 0.309, 0.791, 1.97, 295, 755, 150, 1
7, 17, 119, 2.429, 0.227, 0.58, 2.7, 27, 69, 10, 1
8, 16, 128, 2.0, 0.383, 0.867, 1.96, 49, 111, 25, 1
5, 23, 115, 4.6, 0.452, 0.913, 1.79, 52, 105, 29, 1
9, 20, 180, 2.222, 0.35, 0.728, 1.91, 63, 131, 33, 1
8, 112, 896, 14.0, 0.17, 0.786, 1.27, 152, 704, 120, 1
9, 99, 891, 11.0, 0.38, 0.93, 1.92, 339, 829, 177, 1
7, 11, 77, 1.571, 0.299, 1.0, 1.77, 23, 77, 13, 1
7, 14, 98, 2.0, 0.327, 1.0, 1.6, 32, 98, 20, 1
8, 12, 96, 1.5, 0.427, 0.875, 2.56, 41, 84, 16, 1
4, 20, 80, 5.0, 0.388, 0.925, 1.41, 31, 74, 22, 1
14, 412, 5768, 29.429, 0.179, 0.671, 1.59, 1032, 3869, 651, 1
34, 114, 3876, 3.353, 0.105, 0.301, 2.59, 406, 1166, 157, 1
6, 11, 66, 1.833, 0.318, 0.712, 1.31, 21, 47, 16, 1
7, 12, 84, 1.714, 0.226, 0.786, 1.9, 19, 66, 10, 1
10, 13, 130, 1.3, 0.315, 0.915, 2.41, 41, 119, 17, 1
7, 17, 119, 2.429, 0.395, 0.782, 1.81, 47, 93, 26, 1
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, 1
6, 97, 582, 16.167, 0.266, 0.72, 1.82, 155, 419, 85, 1
9, 107, 963, 11.889, 0.371, 0.65, 2.59, 357, 626, 138, 1
8, 40, 320, 5.0, 0.409, 0.997, 2.22, 131, 319, 59, 1
7, 173, 1211, 24.714, 0.207, 0.86, 1.34, 251, 1042, 187, 1
77, 257, 19789, 3.338, 0.465, 0.49, 72.47, 9204, 9689, 127, 1
6, 21, 126, 3.5, 0.238, 0.738, 1.58, 30, 93, 19, 1
9, 160, 1440, 17.778, 0.215, 0.8, 1.58, 310, 1152, 196, 1
8, 21, 168, 2.625, 0.548, 1.0, 3.54, 92, 168, 26, 1
1, 41, 41, 41.0, 0.39, 1.0, 1.07, 16, 41, 15, 1
6, 14, 84, 2.333, 0.298, 0.619, 1.79, 25, 52, 14, 1
9, 35, 315, 3.889, 0.26, 0.924, 1.37, 82, 291, 60, 1
8, 6, 48, 0.75, 0.396, 0.813, 1.58, 19, 39, 12, 1
1, 40, 40, 40.0, 0.9, 1.0, 12.0, 36, 40, 3, 1
9, 191, 1719, 21.222, 0.328, 0.747, 2.14, 564, 1284, 264, 1
5, 93, 465, 18.6, 0.351, 1.0, 1.66, 163, 465, 98, 1
5, 15, 75, 3.0, 0.507, 0.787, 3.17, 38, 59, 12, 1
10, 19, 190, 1.9, 0.542, 0.768, 7.36, 103, 146, 14, 1
12, 23, 276, 1.917, 0.417, 0.623, 8.21, 115, 172, 14, 1
7, 346, 2422, 49.429, 0.173, 0.716, 1.23, 418, 1733, 341, 1
9, 181, 1629, 20.111, 0.217, 0.661, 1.66, 354, 1077, 213, 1
9, 19, 171, 2.111, 0.251, 0.977, 1.34, 43, 167, 32, 1
9, 83, 747, 9.222, 0.371, 0.727, 3.3, 277, 543, 84, 1
8, 10, 80, 1.25, 0.425, 0.913, 2.0, 34, 73, 17, 1
10, 131, 1310, 13.1, 0.487, 0.856, 2.94, 638, 1121, 217, 1
5, 43, 215, 8.6, 0.265, 0.786, 1.33, 57, 169, 43, 1
13, 33, 429, 2.538, 0.245, 0.534, 3.89, 105, 229, 27, 1
6, 13, 78, 2.167, 0.179, 0.923, 2.0, 14, 72, 7, 1
11, 94, 1034, 8.545, 0.28, 0.675, 2.03, 290, 698, 143, 1
7, 9, 63, 1.286, 0.429, 0.683, 2.45, 27, 43, 11, 1
9, 264, 2376, 29.333, 0.261, 0.612, 1.99, 619, 1455, 311, 1
11, 8, 88, 0.727, 0.727, 0.989, 10.67, 64, 87, 6, 1
7, 45, 315, 6.429, 0.238, 0.67, 1.15, 75, 211, 65, 1
11, 104, 1144, 9.455, 0.367, 0.747, 2.56, 420, 854, 164, 1
10, 155, 1550, 15.5, 0.314, 0.631, 2.64, 486, 978, 184, 1
7, 34, 238, 4.857, 0.403, 0.849, 1.81, 96, 202, 53, 1
20, 30, 600, 1.5, 0.433, 0.597, 13.68, 260, 358, 19, 1
14, 5, 70, 0.357, 0.443, 0.514, 6.2, 31, 36, 5, 1
7, 32, 224, 4.571, 0.277, 0.83, 1.41, 62, 186, 44, 1
10, 249, 2490, 24.9, 0.462, 0.842, 3.53, 1151, 2097, 326, 1
8, 12, 96, 1.5, 0.385, 0.698, 2.47, 37, 67, 15, 1
7, 20, 140, 2.857, 0.379, 1.0, 1.61, 53, 140, 33, 1
6, 29, 174, 4.833, 0.368, 0.954, 1.73, 64, 166, 37, 1
11, 179, 1969, 16.273, 0.33, 0.733, 2.88, 650, 1444, 226, 1
24, 280, 6720, 11.667, 0.452, 0.899, 7.62, 3040, 6042, 399, 1
7, 20, 140, 2.857, 0.457, 0.857, 2.46, 64, 120, 26, 1
7, 7, 49, 1.0, 0.245, 0.878, 1.71, 12, 43, 7, 1
7, 5, 35, 0.714, 0.829, 0.829, 29.0, 29, 29, 1, 1
9, 8, 72, 0.889, 0.583, 0.972, 21.0, 42, 70, 2, 1
8, 36, 288, 4.5, 0.458, 0.875, 2.03, 132, 252, 65, 1
10, 57, 570, 5.7, 0.326, 0.695, 1.98, 186, 396, 94, 1
9, 99, 891, 11.0, 0.288, 0.801, 1.95, 257, 714, 132, 1
7, 35, 245, 5.0, 0.494, 0.902, 2.57, 121, 221, 47, 1
7, 47, 329, 6.714, 0.271, 0.878, 2.23, 89, 289, 40, 1
13, 423, 5499, 32.538, 0.188, 0.762, 1.64, 1034, 4191, 632, 1
12, 10, 120, 0.833, 0.675, 0.783, 11.57, 81, 94, 7, 1
5, 16, 80, 3.2, 0.313, 0.813, 2.08, 25, 65, 12, 1
6, 17, 102, 2.833, 0.294, 0.863, 1.15, 30, 88, 26, 1
8, 12, 96, 1.5, 0.583, 0.896, 2.8, 56, 86, 20, 1
7, 55, 385, 7.857, 0.374, 0.821, 2.09, 144, 316, 69, 1
8, 42, 336, 5.25, 0.271, 0.813, 1.54, 91, 273, 59, 1
8, 46, 368, 5.75, 0.356, 0.957, 1.79, 131, 352, 73, 1
8, 32, 256, 4.0, 0.367, 0.688, 2.47, 94, 176, 38, 1
10, 184, 1840, 18.4, 0.325, 0.626, 2.58, 598, 1152, 232, 1
11, 189, 2079, 17.182, 0.174, 0.613, 1.41, 361, 1275, 256, 1
8, 12, 96, 1.5, 0.406, 0.917, 1.56, 39, 88, 25, 1
8, 27, 216, 3.375, 0.282, 0.87, 1.36, 61, 188, 45, 1
5, 4, 20, 0.8, 0.4, 0.4, 8.0, 8, 8, 1, 1
8, 35, 280, 4.375, 0.382, 1.0, 2.02, 107, 280, 53, 1
6, 35, 210, 5.833, 0.533, 0.943, 2.67, 112, 198, 42, 1
7, 13, 91, 1.857, 0.363, 0.934, 2.2, 33, 85, 15, 1
1, 200, 200, 200.0, 0.13, 1.0, 1.04, 26, 200, 25, 1
2, 7, 14, 3.5, 0.5, 0.929, 3.5, 7, 13, 2, 1
4, 69, 276, 17.25, 0.377, 0.96, 1.82, 104, 265, 57, 1
8, 46, 368, 5.75, 0.391, 0.951, 1.85, 144, 350, 78, 1
23, 124, 2852, 5.391, 0.941, 1.0, 17.21, 2684, 2852, 156, 1
11, 243, 2673, 22.091, 0.117, 0.342, 1.41, 314, 914, 223, 1
10, 48, 480, 4.8, 0.579, 0.706, 6.04, 278, 339, 46, 1
8, 170, 1360, 21.25, 0.277, 0.89, 1.6, 377, 1210, 236, 1
7, 8, 56, 1.143, 0.375, 0.964, 1.62, 21, 54, 13, 1
9, 510, 4590, 56.667, 0.161, 0.595, 1.31, 740, 2732, 566, 1
10, 18, 180, 1.8, 0.55, 0.656, 7.62, 99, 118, 13, 1
8, 346, 2768, 43.25, 0.166, 0.66, 1.35, 459, 1828, 339, 1
5, 29, 145, 5.8, 0.276, 0.779, 1.6, 40, 113, 25, 1
7, 8, 56, 1.143, 0.375, 1.0, 1.62, 21, 56, 13, 1
7, 27, 189, 3.857, 0.079, 0.175, 2.5, 15, 33, 6, 1
6, 39, 234, 6.5, 0.466, 0.889, 2.1, 109, 208, 52, 1
2, 6, 12, 3.0, 0.583, 0.917, 7.0, 7, 11, 1, 1
5, 43, 215, 8.6, 0.233, 0.8, 1.35, 50, 172, 37, 1
10, 86, 860, 8.6, 0.423, 0.914, 2.44, 364, 786, 149, 1
9, 81, 729, 9.0, 0.187, 0.542, 1.49, 136, 395, 91, 1
11, 86, 946, 7.818, 0.283, 0.764, 1.91, 268, 723, 140, 1
5, 9, 45, 1.8, 0.333, 1.0, 1.88, 15, 45, 8, 1
5, 15, 75, 3.0, 0.093, 0.347, 1.4, 7, 26, 5, 1
8, 150, 1200, 18.75, 0.158, 0.594, 1.23, 189, 713, 154, 1
5, 115, 575, 23.0, 0.417, 0.92, 2.03, 240, 529, 118, 1
9, 16, 144, 1.778, 0.16, 0.5, 1.92, 23, 72, 12, 1
13, 342, 4446, 26.308, 0.231, 0.548, 2.15, 1027, 2437, 477, 1
8, 96, 768, 12.0, 0.111, 0.479, 1.35, 85, 368, 63, 1
14, 141, 1974, 10.071, 0.278, 0.67, 2.29, 549, 1323, 240, 1
22, 26, 572, 1.182, 0.283, 0.918, 1.93, 162, 525, 84, 1
9, 166, 1494, 18.444, 0.392, 0.75, 3.08, 585, 1120, 190, 1
12, 37, 444, 3.083, 0.41, 0.748, 3.87, 182, 332, 47, 1
9, 197, 1773, 21.889, 0.274, 0.699, 1.74, 485, 1240, 278, 1
11, 33, 363, 3.0, 0.295, 0.694, 1.98, 107, 252, 54, 1
7, 7, 49, 1.0, 0.918, 0.959, 22.5, 45, 47, 2, 1
7, 145, 1015, 20.714, 0.207, 0.658, 1.5, 210, 668, 140, 1
9, 36, 324, 4.0, 0.395, 0.673, 2.37, 128, 218, 54, 1
7, 43, 301, 6.143, 0.545, 0.973, 2.56, 164, 293, 64, 1
9, 13, 117, 1.444, 0.368, 1.0, 2.69, 43, 117, 16, 1
1, 99, 99, 99.0, 0.192, 1.0, 1.06, 19, 99, 18, 1
10, 57, 570, 5.7, 0.556, 0.719, 5.2, 317, 410, 61, 1
6, 82, 492, 13.667, 0.104, 0.303, 1.31, 51, 149, 39, 1
11, 22, 242, 2.0, 0.603, 0.81, 8.59, 146, 196, 17, 1
7, 56, 392, 8.0, 0.143, 0.401, 1.56, 56, 157, 36, 1
3, 538, 1614, 179.33, 0.37, 0.424, 22.11, 597, 685, 27, 2
2, 536, 1072, 268.0, 0.498, 0.533, 41.08, 534, 571, 13, 2
1, 9, 9, 9.0, 0.778, 1.0, 7.0, 7, 9, 1, 2
6, 21, 126, 3.5, 0.246, 0.254, 31.0, 31, 32, 1, 2
2, 18, 36, 9.0, 0.806, 0.833, 29.0, 29, 30, 1, 2
1, 13, 13, 13.0, 1.0, 1.0, 13.0, 13, 13, 1, 2
1, 30, 30, 30.0, 0.4, 1.0, 2.4, 12, 30, 5, 2
3, 116, 348, 38.667, 0.356, 0.371, 62.0, 124, 129, 2, 2
1, 19, 19, 19.0, 0.632, 1.0, 4.0, 12, 19, 3, 2
2, 415, 830, 207.5, 0.505, 0.578, 16.76, 419, 480, 25, 2
1, 63, 63, 63.0, 0.952, 1.0, 20.0, 60, 63, 3, 2
1, 255, 255, 255.0, 0.686, 1.0, 4.86, 175, 255, 36, 2
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, 2
1, 11, 11, 11.0, 0.909, 1.0, 10.0, 10, 11, 1, 2
2, 9, 18, 4.5, 0.556, 0.556, 10.0, 10, 10, 1, 2
1, 147, 147, 147.0, 0.864, 1.0, 11.55, 127, 147, 11, 2
19, 462, 8778, 24.316, 0.523, 0.688, 16.88, 4591, 6035, 272, 2
2, 536, 1072, 268.0, 0.537, 0.622, 24.0, 576, 667, 24, 2
1, 193, 193, 193.0, 0.57, 1.0, 2.97, 110, 193, 37, 2
1, 379, 379, 379.0, 0.963, 1.0, 60.83, 365, 379, 6, 2
1, 14, 14, 14.0, 0.571, 1.0, 2.0, 8, 14, 4, 2
1, 34, 34, 34.0, 0.471, 1.0, 1.07, 16, 34, 15, 2
1, 76, 76, 76.0, 0.961, 1.0, 36.5, 73, 76, 2, 2
1, 45, 45, 45.0, 0.244, 1.0, 1.38, 11, 45, 8, 2
3, 259, 777, 86.333, 0.96, 0.978, 67.82, 746, 760, 11, 2
1, 180, 180, 180.0, 0.983, 1.0, 88.5, 177, 180, 2, 2
2, 20, 40, 10.0, 0.675, 0.675, 27.0, 27, 27, 1, 2
1, 44, 44, 44.0, 0.909, 1.0, 20.0, 40, 44, 2, 2
1, 106, 106, 106.0, 0.434, 1.0, 1.02, 46, 106, 45, 2
1, 63, 63, 63.0, 1.0, 1.0, 63.0, 63, 63, 1, 2
1, 54, 54, 54.0, 0.944, 1.0, 17.0, 51, 54, 3, 2
3, 463, 1389, 154.33, 0.296, 0.382, 13.7, 411, 531, 30, 2
1, 46, 46, 46.0, 0.783, 1.0, 12.0, 36, 46, 3, 2
163, 161, 26243, 0.988, 0.523, 0.897, 8.4, 13725, 23547, 1634, 3
63, 79, 4977, 1.254, 0.338, 0.345, 186.78, 1681, 1718, 9, 3
29, 32, 928, 1.103, 0.476, 0.72, 7.25, 442, 668, 61, 3
31, 1, 31, 0.032, 1.0, 1.0, 31.0, 31, 31, 1, 4
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, 4
15, 1, 15, 0.067, 1.0, 1.0, 15.0, 15, 15, 1, 4
17, 2, 34, 0.118, 0.706, 0.706, 24.0, 24, 24, 1, 4
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, 4
27, 4, 108, 0.148, 0.38, 0.75, 2.56, 41, 81, 16, 4
136, 1, 136, 0.0070, 0.993, 1.0, 135.0, 135, 136, 1, 4
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
55, 48, 2640, 0.873, 0.142, 0.364, 4.26, 375, 960, 88, 5
197, 198, 39006, 1.005, 0.273, 0.332, 46.93, 10654, 12964, 227, 5
16, 4, 64, 0.25, 0.156, 0.531, 5.0, 10, 34, 2, 5
7, 11, 77, 1.571, 0.117, 0.494, 1.8, 9, 38, 5, 5
24, 18, 432, 0.75, 0.139, 0.377, 2.07, 60, 163, 29, 5
37, 20, 740, 0.541, 0.131, 0.193, 4.22, 97, 143, 23, 5
12, 146, 1752, 12.167, 0.091, 0.128, 26.67, 160, 225, 6, 5
31, 105, 3255, 3.387, 0.242, 0.456, 4.89, 787, 1485, 161, 5
4, 7, 28, 1.75, 0.286, 1.0, 2.0, 8, 28, 4, 5
54, 357, 19278, 6.611, 0.299, 0.655, 6.4, 5766, 12626, 901, 5
12, 4, 48, 0.333, 0.292, 1.0, 2.0, 14, 48, 7, 5
