@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
14, 340, 4760, 24.286, 0.383, 0.521, 5.07, 1824, 2480, 360, 1
6, 19, 114, 3.167, 0.316, 0.886, 1.8, 36, 101, 20, 1
11, 85, 935, 7.727, 0.268, 0.902, 1.73, 251, 843, 145, 1
7, 12, 84, 1.714, 0.405, 0.988, 1.62, 34, 83, 21, 1
6, 41, 246, 6.833, 0.224, 0.85, 1.2, 55, 209, 46, 1
9, 14, 126, 1.556, 0.127, 0.937, 1.78, 16, 118, 9, 1
6, 46, 276, 7.667, 0.322, 0.877, 1.48, 89, 242, 60, 1
10, 64, 640, 6.4, 0.514, 0.966, 2.84, 329, 618, 116, 1
5, 7, 35, 1.4, 0.486, 0.914, 8.5, 17, 32, 2, 1
11, 12, 132, 1.091, 0.492, 0.75, 4.33, 65, 99, 15, 1
6, 25, 150, 4.167, 0.34, 0.887, 1.42, 51, 133, 36, 1
9, 349, 3141, 38.778, 0.125, 0.453, 1.29, 394, 1422, 306, 1
7, 13, 91, 1.857, 0.33, 0.835, 1.58, 30, 76, 19, 1
9, 160, 1440, 17.778, 0.36, 0.763, 2.63, 518, 1098, 197, 1
7, 19, 133, 2.714, 0.203, 0.406, 2.25, 27, 54, 12, 1
8, 29, 232, 3.625, 0.341, 0.78, 1.93, 79, 181, 41, 1
9, 47, 423, 5.222, 0.274, 0.747, 2.42, 116, 316, 48, 1
10, 271, 2710, 27.1, 0.239, 0.615, 1.94, 647, 1668, 333, 1
8, 99, 792, 12.375, 0.211, 0.886, 1.48, 167, 702, 113, 1
7, 228, 1596, 32.571, 0.154, 0.548, 1.4, 245, 875, 175, 1
9, 109, 981, 12.111, 0.219, 0.774, 1.69, 215, 759, 127, 1
8, 4, 32, 0.5, 0.375, 1.0, 1.5, 12, 32, 8, 1
8, 12, 96, 1.5, 0.469, 0.948, 2.14, 45, 91, 21, 1
9, 42, 378, 4.667, 0.384, 0.817, 2.38, 145, 309, 61, 1
7, 47, 329, 6.714, 0.38, 0.757, 2.31, 125, 249, 54, 1
8, 64, 512, 8.0, 0.385, 0.912, 1.93, 197, 467, 102, 1
8, 37, 296, 4.625, 0.182, 0.649, 1.35, 54, 192, 40, 1
8, 123, 984, 15.375, 0.402, 0.75, 2.71, 396, 738, 146, 1
7, 16, 112, 2.286, 0.241, 0.634, 2.45, 27, 71, 11, 1
8, 16, 128, 2.0, 0.461, 0.93, 2.57, 59, 119, 23, 1
8, 14, 112, 1.75, 0.446, 1.0, 2.17, 50, 112, 23, 1
8, 24, 192, 3.0, 0.328, 0.625, 1.75, 63, 120, 36, 1
9, 101, 909, 11.222, 0.196, 0.771, 1.22, 178, 701, 146, 1
9, 98, 882, 10.889, 0.491, 0.974, 2.78, 433, 859, 156, 1
6, 13, 78, 2.167, 0.295, 1.0, 1.53, 23, 78, 15, 1
12, 8, 96, 0.667, 0.198, 1.0, 2.11, 19, 96, 9, 1
8, 12, 96, 1.5, 0.458, 0.865, 2.1, 44, 83, 21, 1
10, 8, 80, 0.8, 0.313, 0.9, 1.56, 25, 72, 16, 1
14, 409, 5726, 29.214, 0.172, 0.578, 1.79, 984, 3307, 551, 1
8, 511, 4088, 63.875, 0.084, 0.338, 1.31, 343, 1380, 261, 1
5, 13, 65, 2.6, 0.338, 0.723, 2.2, 22, 47, 10, 1
6, 15, 90, 2.5, 0.244, 0.733, 2.2, 22, 66, 10, 1
5, 27, 135, 5.4, 0.304, 0.889, 1.41, 41, 120, 29, 1
8, 15, 120, 1.875, 0.258, 0.683, 3.88, 31, 82, 8, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 1
9, 66, 594, 7.333, 0.241, 0.707, 1.42, 143, 420, 101, 1
12, 85, 1020, 7.083, 0.476, 0.614, 5.4, 486, 626, 90, 1
7, 46, 322, 6.571, 0.354, 0.994, 1.46, 114, 320, 78, 1
9, 130, 1170, 14.444, 0.448, 0.877, 2.63, 524, 1026, 199, 1
39, 353, 13767, 9.051, 0.557, 0.608, 16.89, 7667, 8370, 454, 1
8, 16, 128, 2.0, 0.398, 0.828, 2.68, 51, 106, 19, 1
7, 213, 1491, 30.429, 0.235, 0.746, 1.5, 351, 1112, 234, 1
9, 19, 171, 2.111, 0.62, 0.836, 7.57, 106, 143, 14, 1
1, 42, 42, 42.0, 0.381, 1.0, 1.07, 16, 42, 15, 1
6, 13, 78, 2.167, 0.231, 0.487, 3.0, 18, 38, 6, 1
9, 35, 315, 3.889, 0.59, 0.86, 3.88, 186, 271, 48, 1
8, 6, 48, 0.75, 0.583, 0.813, 7.0, 28, 39, 4, 1
1, 40, 40, 40.0, 0.2, 1.0, 1.14, 8, 40, 7, 1
11, 154, 1694, 14.0, 0.36, 0.731, 2.96, 609, 1238, 206, 1
8, 57, 456, 7.125, 0.434, 0.958, 2.91, 198, 437, 68, 1
7, 11, 77, 1.571, 0.39, 0.792, 1.58, 30, 61, 19, 1
6, 31, 186, 5.167, 0.5, 1.0, 1.94, 93, 186, 48, 1
8, 38, 304, 4.75, 0.128, 0.444, 1.86, 39, 135, 21, 1
9, 264, 2376, 29.333, 0.197, 0.656, 1.34, 468, 1558, 349, 1
8, 209, 1672, 26.125, 0.173, 0.828, 1.27, 290, 1384, 228, 1
4, 44, 176, 11.0, 0.267, 0.778, 1.42, 47, 137, 33, 1
9, 82, 738, 9.111, 0.337, 0.817, 2.01, 249, 603, 124, 1
10, 8, 80, 0.8, 0.688, 1.0, 9.17, 55, 80, 6, 1
13, 104, 1352, 8.0, 0.198, 0.639, 3.44, 268, 864, 78, 1
11, 19, 209, 1.727, 0.306, 0.789, 2.46, 64, 165, 26, 1
7, 67, 469, 9.571, 0.258, 0.548, 1.7, 121, 257, 71, 1
7, 11, 77, 1.571, 0.221, 0.922, 1.21, 17, 71, 14, 1
13, 85, 1105, 6.538, 0.327, 0.633, 2.76, 361, 700, 131, 1
7, 9, 63, 1.286, 0.365, 0.857, 1.77, 23, 54, 13, 1
9, 270, 2430, 30.0, 0.111, 0.495, 1.27, 270, 1204, 213, 1
11, 8, 88, 0.727, 0.705, 1.0, 7.75, 62, 88, 8, 1
7, 45, 315, 6.429, 0.254, 0.708, 1.29, 80, 223, 62, 1
6, 184, 1104, 30.667, 0.323, 0.752, 1.99, 357, 830, 179, 1
8, 187, 1496, 23.375, 0.155, 0.747, 1.38, 232, 1118, 168, 1
10, 24, 240, 2.4, 0.267, 0.821, 2.06, 64, 197, 31, 1
10, 60, 600, 6.0, 0.203, 0.595, 1.44, 122, 357, 85, 1
5, 13, 65, 2.6, 0.462, 0.677, 4.29, 30, 44, 7, 1
8, 28, 224, 3.5, 0.411, 0.996, 1.92, 92, 223, 48, 1
9, 278, 2502, 30.889, 0.258, 0.798, 1.62, 645, 1997, 398, 1
11, 9, 99, 0.818, 0.384, 0.727, 3.8, 38, 72, 10, 1
9, 16, 144, 1.778, 0.278, 0.917, 1.48, 40, 132, 27, 1
5, 32, 160, 6.4, 0.406, 1.0, 1.41, 65, 160, 46, 1
11, 184, 2024, 16.727, 0.484, 0.884, 4.6, 979, 1789, 213, 1
25, 261, 6525, 10.44, 0.887, 0.945, 17.75, 5785, 6164, 326, 1
8, 18, 144, 2.25, 0.424, 0.889, 2.03, 61, 128, 30, 1
1, 50, 50, 50.0, 0.2, 1.0, 1.11, 10, 50, 9, 1
6, 7, 42, 1.167, 0.262, 0.786, 1.83, 11, 33, 6, 1
5, 14, 70, 2.8, 0.557, 0.871, 2.79, 39, 61, 14, 1
11, 29, 319, 2.636, 0.32, 0.618, 2.22, 102, 197, 46, 1
6, 101, 606, 16.833, 0.393, 0.752, 1.98, 238, 456, 120, 1
10, 88, 880, 8.8, 0.257, 0.668, 1.82, 226, 588, 124, 1
9, 28, 252, 3.111, 0.25, 0.77, 1.47, 63, 194, 43, 1
9, 37, 333, 4.111, 0.396, 0.85, 2.03, 132, 283, 65, 1
13, 409, 5317, 31.462, 0.312, 0.602, 3.03, 1657, 3200, 547, 1
8, 14, 112, 1.75, 0.482, 0.759, 3.38, 54, 85, 16, 1
5, 17, 85, 3.4, 0.376, 0.741, 2.91, 32, 63, 11, 1
7, 15, 105, 2.143, 0.4, 0.752, 1.83, 42, 79, 23, 1
11, 9, 99, 0.818, 0.545, 0.818, 9.0, 54, 81, 6, 1
17, 23, 391, 1.353, 0.419, 0.808, 6.56, 164, 316, 25, 1
10, 34, 340, 3.4, 0.279, 0.8, 1.86, 95, 272, 51, 1
10, 37, 370, 3.7, 0.327, 0.954, 1.83, 121, 353, 66, 1
7, 36, 252, 5.143, 0.262, 0.671, 1.27, 66, 169, 52, 1
8, 231, 1848, 28.875, 0.21, 0.543, 1.65, 389, 1003, 236, 1
8, 263, 2104, 32.875, 0.154, 0.549, 1.19, 325, 1156, 274, 1
10, 10, 100, 1.0, 0.46, 0.46, 46.0, 46, 46, 1, 1
7, 31, 217, 4.429, 0.295, 0.857, 1.64, 64, 186, 39, 1
4, 6, 24, 1.5, 0.458, 0.792, 5.5, 11, 19, 2, 1
8, 36, 288, 4.5, 0.427, 1.0, 2.05, 123, 288, 60, 1
8, 26, 208, 3.25, 0.409, 0.933, 2.18, 85, 194, 39, 1
5, 16, 80, 3.2, 0.425, 1.0, 1.36, 34, 80, 25, 1
8, 23, 184, 2.875, 0.353, 0.826, 1.91, 65, 152, 34, 1
5, 3, 15, 0.6, 0.6, 0.6, 9.0, 9, 9, 1, 1
7, 38, 266, 5.429, 0.248, 0.955, 1.32, 66, 254, 50, 1
8, 45, 360, 5.625, 0.469, 0.956, 2.91, 169, 344, 58, 1
24, 124, 2976, 5.167, 0.902, 0.961, 16.66, 2683, 2859, 161, 1
8, 353, 2824, 44.125, 0.07, 0.292, 1.19, 197, 825, 165, 1
6, 80, 480, 13.333, 0.352, 0.96, 1.51, 169, 461, 112, 1
8, 180, 1440, 22.5, 0.199, 0.724, 1.31, 286, 1043, 219, 1
8, 7, 56, 0.875, 0.339, 0.964, 1.36, 19, 54, 14, 1
23, 198, 4554, 8.609, 0.924, 0.999, 14.93, 4210, 4548, 282, 1
5, 39, 195, 7.8, 0.328, 0.744, 2.06, 64, 145, 31, 1
11, 261, 2871, 23.727, 0.251, 0.661, 2.0, 722, 1898, 361, 1
7, 25, 175, 3.571, 0.354, 0.606, 2.14, 62, 106, 29, 1
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, 1
7, 27, 189, 3.857, 0.164, 0.397, 2.58, 31, 75, 12, 1
8, 29, 232, 3.625, 0.453, 0.996, 2.1, 105, 231, 50, 1
4, 3, 12, 0.75, 0.667, 0.917, 2.67, 8, 11, 3, 1
10, 22, 220, 2.2, 0.323, 0.814, 2.09, 71, 179, 34, 1
9, 97, 873, 10.778, 0.317, 0.863, 1.76, 277, 753, 157, 1
8, 95, 760, 11.875, 0.187, 0.645, 1.34, 142, 490, 106, 1
11, 87, 957, 7.909, 0.319, 0.628, 2.65, 305, 601, 115, 1
1, 10, 10, 10.0, 0.8, 1.0, 4.0, 8, 10, 2, 1
5, 14, 70, 2.8, 0.329, 0.5, 2.56, 23, 35, 9, 1
7, 175, 1225, 25.0, 0.337, 0.991, 1.87, 413, 1214, 221, 1
8, 69, 552, 8.625, 0.415, 0.984, 2.16, 229, 543, 106, 1
9, 16, 144, 1.778, 0.222, 0.479, 1.33, 32, 69, 24, 1
9, 508, 4572, 56.444, 0.16, 0.52, 1.3, 732, 2379, 563, 1
9, 73, 657, 8.111, 0.174, 0.434, 1.44, 114, 285, 79, 1
12, 216, 2592, 18.0, 0.507, 0.764, 5.3, 1315, 1981, 248, 1
8, 103, 824, 12.875, 0.142, 0.62, 1.17, 117, 511, 100, 1
17, 96, 1632, 5.647, 0.366, 0.675, 5.15, 597, 1101, 116, 1
12, 40, 480, 3.333, 0.46, 0.592, 7.62, 221, 284, 29, 1
12, 122, 1464, 10.167, 0.26, 0.881, 2.3, 381, 1290, 166, 1
7, 54, 378, 7.714, 0.235, 0.799, 1.53, 89, 302, 58, 1
6, 8, 48, 1.333, 0.646, 0.917, 3.1, 31, 44, 10, 1
17, 106, 1802, 6.235, 0.927, 1.0, 14.53, 1671, 1802, 115, 1
7, 49, 343, 7.0, 0.318, 0.612, 1.91, 109, 210, 57, 1
9, 37, 333, 4.111, 0.598, 0.946, 3.49, 199, 315, 57, 1
9, 13, 117, 1.444, 0.308, 0.88, 1.71, 36, 103, 21, 1
12, 8, 96, 0.667, 0.792, 1.0, 15.2, 76, 96, 5, 1
13, 284, 3692, 21.846, 0.205, 0.553, 1.87, 758, 2040, 405, 1
8, 69, 552, 8.625, 0.159, 0.772, 1.29, 88, 426, 68, 1
12, 23, 276, 1.917, 0.576, 0.826, 7.57, 159, 228, 21, 1
8, 27, 216, 3.375, 0.208, 0.852, 1.45, 45, 184, 31, 1
6, 7, 42, 1.167, 0.405, 0.881, 4.25, 1, 737, 4, 1
4, 524, 2096, 131.0, 0.542, 0.603, 40.57, 1136, 1264, 28, 2
2, 537, 1074, 268.5, 0.523, 0.567, 62.44, 562, 609, 9, 2
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, 2
2, 63, 126, 31.5, 0.341, 0.508, 10.75, 43, 64, 4, 2
1, 36, 36, 36.0, 0.722, 1.0, 8.67, 26, 36, 3, 2
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, 2
1, 28, 28, 28.0, 0.464, 1.0, 2.17, 13, 28, 6, 2
3, 116, 348, 38.667, 0.385, 0.494, 33.5, 134, 172, 4, 2
1, 20, 20, 20.0, 0.55, 1.0, 1.38, 11, 20, 8, 2
1, 537, 537, 537.0, 1.0, 1.0, 537.0, 537, 537, 1, 2
1, 65, 65, 65.0, 0.646, 1.0, 3.0, 42, 65, 14, 2
1, 277, 277, 277.0, 0.993, 1.0, 137.5, 275, 277, 2, 2
1, 17, 17, 17.0, 0.941, 1.0, 16.0, 16, 17, 1, 2
1, 12, 12, 12.0, 0.75, 1.0, 9.0, 9, 12, 1, 2
1, 23, 23, 23.0, 0.826, 1.0, 19.0, 19, 23, 1, 2
1, 136, 136, 136.0, 0.963, 1.0, 32.75, 131, 136, 4, 2
18, 342, 6156, 19.0, 0.847, 0.897, 43.48, 5217, 5522, 120, 2
2, 536, 1072, 268.0, 0.586, 0.686, 21.66, 628, 735, 29, 2
2, 99, 198, 49.5, 0.253, 0.616, 4.55, 50, 122, 11, 2
2, 204, 408, 102.0, 0.412, 0.681, 10.5, 168, 278, 16, 2
1, 10, 10, 10.0, 0.8, 1.0, 4.0, 8, 10, 2, 2
1, 32, 32, 32.0, 0.719, 1.0, 5.75, 23, 32, 4, 2
1, 86, 86, 86.0, 0.93, 1.0, 40.0, 80, 86, 2, 2
1, 51, 51, 51.0, 0.471, 1.0, 2.4, 24, 51, 10, 2
6, 142, 852, 23.667, 0.115, 0.173, 6.53, 98, 147, 15, 2
1, 152, 152, 152.0, 0.822, 1.0, 11.36, 125, 152, 11, 2
2, 16, 32, 8.0, 0.25, 0.531, 2.67, 8, 17, 3, 2
1, 40, 40, 40.0, 0.875, 1.0, 11.67, 35, 40, 3, 2
2, 49, 98, 24.5, 0.51, 0.51, 50.0, 50, 50, 1, 2
1, 67, 67, 67.0, 0.985, 1.0, 66.0, 66, 67, 1, 2
1, 102, 102, 102.0, 0.961, 1.0, 24.5, 98, 102, 4, 2
3, 537, 1611, 179.0, 0.353, 0.364, 71.13, 569, 587, 8, 2
1, 42, 42, 42.0, 0.31, 1.0, 2.6, 13, 42, 5, 2
132, 547, 72204, 4.144, 0.37, 0.483, 20.66, 26693, 34874, 1292, 3
83, 149, 12367, 1.795, 0.388, 0.472, 28.77, 4804, 5838, 167, 3
28, 32, 896, 1.143, 0.488, 0.743, 7.05, 437, 666, 62, 3
25, 1, 25, 0.04, 1.0, 1.0, 25.0, 25, 25, 1, 4
8, 1, 8, 0.125, 0.875, 1.0, 7.0, 7, 8, 1, 4
20, 1, 20, 0.05, 1.0, 1.0, 20.0, 20, 20, 1, 4
37, 1, 37, 0.027, 1.0, 1.0, 37.0, 37, 37, 1, 4
12, 1, 12, 0.083, 1.0, 1.0, 12.0, 12, 12, 1, 4
84, 1, 84, 0.012, 1.0, 1.0, 84.0, 84, 84, 1, 4
69, 3, 207, 0.043, 0.643, 0.952, 2.08, 133, 197, 64, 4
54, 1, 54, 0.019, 1.0, 1.0, 54.0, 54, 54, 1, 4
261, 30, 7830, 0.115, 0.063, 0.09, 2.4, 492, 701, 205, 4
37, 72, 2664, 1.946, 0.12, 0.257, 7.64, 321, 685, 42, 5
304, 463, 140752, 1.523, 0.063, 0.121, 3.91, 8898, 17081, 2273, 5
9, 6, 54, 0.667, 0.407, 0.519, 5.5, 22, 28, 4, 5
7, 13, 91, 1.857, 0.154, 0.484, 2.0, 14, 44, 7, 5
14, 19, 266, 1.357, 0.113, 0.504, 30.0, 30, 134, 1, 5
20, 39, 780, 1.95, 0.14, 0.405, 3.21, 109, 316, 34, 5
29, 61, 1769, 2.103, 0.121, 0.431, 1.78, 214, 762, 120, 5
36, 96, 3456, 2.667, 0.096, 0.207, 7.7, 331, 717, 43, 5
4, 8, 32, 2.0, 0.344, 0.531, 5.5, 11, 17, 2, 5
52, 461, 23972, 8.865, 0.192, 0.248, 11.52, 4607, 5938, 400, 5
17, 9, 153, 0.529, 0.209, 0.497, 1.88, 32, 76, 17, 5
36, 172, 6192, 4.778, 0.128, 0.337, 4.84, 793, 2086, 164, 5
