@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
25, 178, 4450, 7.12, 0.49, 0.896, 7.9, 2181, 3988, 276, 1
7, 16, 112, 2.286, 0.446, 0.946, 2.0, 50, 106, 25, 1
11, 83, 913, 7.545, 0.274, 0.9, 1.71, 250, 822, 146, 1
5, 17, 85, 3.4, 0.412, 0.941, 1.75, 35, 80, 20, 1
7, 35, 245, 5.0, 0.404, 0.939, 1.9, 99, 230, 52, 1
4, 31, 124, 7.75, 0.419, 0.944, 1.58, 52, 117, 33, 1
6, 44, 264, 7.333, 0.265, 0.811, 1.23, 70, 214, 57, 1
9, 64, 576, 7.111, 0.491, 0.984, 2.57, 283, 567, 110, 1
8, 4, 32, 0.5, 0.406, 1.0, 2.17, 13, 32, 6, 1
7, 19, 133, 2.714, 0.248, 0.624, 1.5, 33, 83, 22, 1
7, 21, 147, 3.0, 0.34, 0.85, 1.35, 50, 125, 37, 1
11, 262, 2882, 23.818, 0.238, 0.57, 1.84, 685, 1643, 373, 1
8, 11, 88, 1.375, 0.318, 0.864, 1.33, 28, 76, 21, 1
9, 155, 1395, 17.222, 0.376, 0.722, 2.53, 524, 1007, 207, 1
10, 12, 120, 1.2, 0.142, 0.317, 2.83, 17, 38, 6, 1
10, 23, 230, 2.3, 0.361, 0.774, 2.44, 83, 178, 34, 1
11, 39, 429, 3.545, 0.317, 0.711, 2.47, 136, 305, 55, 1
14, 201, 2814, 14.357, 0.373, 0.641, 4.84, 1050, 1804, 217, 1
7, 111, 777, 15.857, 0.254, 0.883, 1.5, 197, 686, 131, 1
11, 150, 1650, 13.636, 0.186, 0.533, 2.06, 307, 879, 149, 1
7, 135, 945, 19.286, 0.156, 0.753, 1.23, 147, 712, 120, 1
8, 4, 32, 0.5, 0.469, 0.875, 5.0, 15, 28, 3, 1
8, 12, 96, 1.5, 0.417, 0.938, 2.0, 40, 90, 20, 1
8, 46, 368, 5.75, 0.348, 0.918, 1.97, 128, 338, 65, 1
11, 30, 330, 2.727, 0.379, 0.739, 3.05, 125, 244, 41, 1
7, 75, 525, 10.714, 0.661, 0.907, 5.51, 347, 476, 63, 1
6, 50, 300, 8.333, 0.327, 0.687, 2.0, 98, 206, 49, 1
11, 90, 990, 8.182, 0.47, 0.718, 4.6, 465, 711, 101, 1
6, 18, 108, 3.0, 0.306, 0.787, 1.32, 33, 85, 25, 1
8, 16, 128, 2.0, 0.422, 0.852, 1.8, 54, 109, 30, 1
9, 13, 117, 1.444, 0.53, 0.88, 3.26, 62, 103, 19, 1
9, 21, 189, 2.333, 0.317, 0.778, 2.61, 60, 147, 23, 1
9, 101, 909, 11.222, 0.211, 0.816, 1.37, 192, 742, 140, 1
8, 109, 872, 13.625, 0.447, 0.959, 2.47, 390, 836, 158, 1
7, 11, 77, 1.571, 0.312, 0.987, 1.2, 24, 76, 20, 1
8, 12, 96, 1.5, 0.385, 0.948, 1.48, 37, 91, 25, 1
8, 12, 96, 1.5, 0.448, 0.896, 2.05, 43, 86, 21, 1
7, 11, 77, 1.571, 0.234, 0.935, 1.64, 18, 72, 11, 1
14, 397, 5558, 28.357, 0.342, 0.536, 4.53, 1902, 2979, 420, 1
9, 490, 4410, 54.444, 0.067, 0.323, 1.4, 297, 1425, 212, 1
7, 9, 63, 1.286, 0.302, 0.841, 1.73, 19, 53, 11, 1
9, 10, 90, 1.111, 0.389, 0.889, 1.94, 35, 80, 18, 1
8, 18, 144, 2.25, 0.215, 0.813, 2.38, 31, 117, 13, 1
8, 15, 120, 1.875, 0.3, 0.642, 1.57, 36, 77, 23, 1
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, 1
6, 96, 576, 16.0, 0.335, 0.703, 2.44, 193, 405, 79, 1
11, 94, 1034, 8.545, 0.257, 0.604, 2.18, 266, 625, 122, 1
8, 41, 328, 5.125, 0.351, 0.963, 1.92, 115, 316, 60, 1
8, 141, 1128, 17.625, 0.371, 0.977, 1.84, 418, 1102, 227, 1
67, 296, 19832, 4.418, 0.088, 0.285, 1.54, 1748, 5649, 1134, 1
7, 17, 119, 2.429, 0.387, 0.857, 2.71, 46, 102, 17, 1
7, 213, 1491, 30.429, 0.199, 0.733, 1.25, 296, 1093, 237, 1
10, 18, 180, 1.8, 0.511, 0.872, 2.97, 92, 157, 31, 1
5, 8, 40, 1.6, 0.425, 1.0, 1.89, 17, 40, 9, 1
12, 7, 84, 0.583, 0.214, 0.583, 3.6, 18, 49, 5, 1
10, 33, 330, 3.3, 0.294, 0.791, 1.83, 97, 261, 53, 1
6, 8, 48, 1.333, 0.604, 0.896, 3.22, 29, 43, 9, 1
4, 11, 44, 2.75, 0.432, 1.0, 1.36, 19, 44, 14, 1
10, 177, 1770, 17.7, 0.26, 0.693, 1.77, 461, 1226, 261, 1
8, 56, 448, 7.0, 0.424, 0.942, 2.09, 190, 422, 91, 1
7, 11, 77, 1.571, 0.364, 0.948, 1.47, 28, 73, 19, 1
6, 33, 198, 5.5, 0.52, 0.995, 2.24, 103, 197, 46, 1
9, 34, 306, 3.778, 0.209, 0.493, 1.42, 64, 151, 45, 1
7, 346, 2422, 49.429, 0.159, 0.749, 1.17, 386, 1813, 329, 1
9, 177, 1593, 19.667, 0.196, 0.75, 1.38, 313, 1195, 227, 1
6, 29, 174, 4.833, 0.305, 0.966, 1.26, 53, 168, 42, 1
8, 96, 768, 12.0, 0.276, 0.883, 1.77, 212, 678, 120, 1
6, 14, 84, 2.333, 0.56, 0.929, 2.24, 47, 78, 21, 1
10, 137, 1370, 13.7, 0.191, 0.693, 1.4, 261, 949, 187, 1
8, 26, 208, 3.25, 0.37, 0.654, 2.41, 77, 136, 32, 1
11, 42, 462, 3.818, 0.284, 0.654, 1.93, 131, 302, 68, 1
8, 10, 80, 1.25, 0.288, 0.813, 1.64, 23, 65, 14, 1
9, 123, 1107, 13.667, 0.346, 0.74, 2.21, 383, 819, 173, 1
1, 60, 60, 60.0, 0.2, 1.0, 1.09, 12, 60, 11, 1
9, 256, 2304, 28.444, 0.099, 0.446, 1.36, 227, 1027, 167, 1
5, 18, 90, 3.6, 0.689, 1.0, 3.44, 62, 90, 18, 1
10, 31, 310, 3.1, 0.281, 0.606, 1.98, 87, 188, 44, 1
11, 104, 1144, 9.455, 0.377, 0.779, 2.57, 431, 891, 168, 1
14, 116, 1624, 8.286, 0.27, 0.649, 2.12, 439, 1054, 207, 1
9, 26, 234, 2.889, 0.299, 0.953, 1.67, 70, 223, 42, 1
13, 45, 585, 3.462, 0.429, 0.566, 6.61, 251, 331, 38, 1
8, 7, 56, 0.875, 0.482, 0.946, 2.7, 27, 53, 10, 1
8, 28, 224, 3.5, 0.259, 0.844, 1.93, 58, 189, 30, 1
10, 261, 2610, 26.1, 0.259, 0.767, 1.74, 676, 2001, 388, 1
4, 25, 100, 6.25, 0.28, 0.71, 1.33, 28, 71, 21, 1
7, 20, 140, 2.857, 0.464, 0.9, 2.71, 65, 126, 24, 1
8, 20, 160, 2.5, 0.206, 0.813, 1.38, 33, 130, 24, 1
13, 159, 2067, 12.231, 0.412, 0.627, 4.81, 852, 1296, 177, 1
23, 249, 5727, 10.826, 0.77, 0.958, 16.33, 4409, 5488, 270, 1
7, 21, 147, 3.0, 0.333, 0.789, 1.4, 49, 116, 35, 1
4, 12, 48, 3.0, 0.146, 1.0, 1.0, 7, 48, 7, 1
5, 9, 45, 1.8, 0.267, 0.778, 1.71, 12, 35, 7, 1
6, 12, 72, 2.0, 0.375, 0.944, 1.5, 27, 68, 18, 1
8, 36, 288, 4.5, 0.465, 0.885, 2.13, 134, 255, 63, 1
9, 63, 567, 7.0, 0.289, 0.778, 1.98, 164, 441, 83, 1
9, 99, 891, 11.0, 0.312, 0.826, 2.16, 278, 736, 129, 1
7, 36, 252, 5.143, 0.456, 0.98, 2.05, 115, 247, 56, 1
8, 41, 328, 5.125, 0.363, 0.942, 1.63, 119, 309, 73, 1
14, 367, 5138, 26.214, 0.349, 0.576, 4.5, 1791, 2962, 398, 1
8, 15, 120, 1.875, 0.433, 0.975, 2.0, 52, 117, 26, 1
6, 14, 84, 2.333, 0.571, 0.976, 2.4, 48, 82, 20, 1
6, 17, 102, 2.833, 0.255, 0.745, 1.18, 26, 76, 22, 1
8, 12, 96, 1.5, 0.427, 0.906, 2.16, 41, 87, 19, 1
8, 50, 400, 6.25, 0.428, 0.74, 2.31, 171, 296, 74, 1
7, 49, 343, 7.0, 0.297, 0.641, 2.08, 102, 220, 49, 1
8, 46, 368, 5.75, 0.315, 0.938, 1.78, 116, 345, 65, 1
8, 32, 256, 4.0, 0.402, 0.496, 34.33, 103, 127, 3, 1
9, 207, 1863, 23.0, 0.177, 0.632, 1.29, 330, 1178, 255, 1
12, 176, 2112, 14.667, 0.302, 0.599, 2.61, 637, 1265, 244, 1
8, 12, 96, 1.5, 0.396, 0.927, 1.65, 38, 89, 23, 1
7, 31, 217, 4.429, 0.396, 0.862, 2.1, 86, 187, 41, 1
6, 3, 18, 0.5, 0.556, 0.556, 10.0, 10, 10, 1, 1
8, 35, 280, 4.375, 0.396, 0.986, 1.88, 111, 276, 59, 1
7, 29, 203, 4.143, 0.36, 0.936, 1.4, 73, 190, 52, 1
1, 89, 89, 89.0, 0.191, 1.0, 1.06, 17, 89, 16, 1
10, 18, 180, 1.8, 0.467, 0.778, 8.4, 84, 140, 10, 1
3, 4, 12, 1.333, 0.75, 0.75, 9.0, 9, 9, 1, 1
7, 35, 245, 5.0, 0.494, 1.0, 2.2, 121, 245, 55, 1
7, 52, 364, 7.429, 0.266, 0.959, 1.21, 97, 349, 80, 1
23, 120, 2760, 5.217, 0.942, 1.0, 17.44, 2599, 2760, 149, 1
27, 106, 2862, 3.926, 0.261, 0.478, 5.45, 747, 1368, 137, 1
9, 52, 468, 5.778, 0.306, 0.718, 1.66, 143, 336, 86, 1
7, 178, 1246, 25.429, 0.242, 0.795, 1.41, 301, 990, 213, 1
5, 11, 55, 2.2, 0.4, 0.927, 1.57, 22, 51, 14, 1
9, 510, 4590, 56.667, 0.149, 0.592, 1.28, 684, 2717, 533, 1
10, 20, 200, 2.0, 0.4, 0.605, 3.48, 80, 121, 23, 1
10, 262, 2620, 26.2, 0.288, 0.742, 1.79, 754, 1945, 421, 1
8, 19, 152, 2.375, 0.184, 0.849, 1.47, 28, 129, 19, 1
8, 7, 56, 0.875, 0.375, 1.0, 2.1, 21, 56, 10, 1
9, 24, 216, 2.667, 0.218, 0.588, 1.38, 47, 127, 34, 1
10, 23, 230, 2.3, 0.261, 0.787, 1.76, 60, 181, 34, 1
3, 4, 12, 1.333, 0.833, 0.917, 10.0, 10, 11, 1, 1
7, 32, 224, 4.571, 0.232, 0.804, 1.3, 52, 180, 40, 1
7, 123, 861, 17.571, 0.419, 0.962, 2.62, 361, 828, 138, 1
11, 64, 704, 5.818, 0.25, 0.597, 2.0, 176, 420, 88, 1
9, 107, 963, 11.889, 0.357, 0.693, 2.44, 344, 667, 141, 1
1, 45, 45, 45.0, 0.2, 1.0, 1.13, 9, 45, 8, 1
7, 8, 56, 1.143, 0.429, 0.964, 1.85, 24, 54, 13, 1
8, 157, 1256, 19.625, 0.446, 0.987, 2.55, 560, 1240, 220, 1
8, 71, 568, 8.875, 0.407, 0.903, 2.06, 231, 513, 112, 1
9, 16, 144, 1.778, 0.208, 0.542, 2.14, 30, 78, 14, 1
9, 510, 4590, 56.667, 0.075, 0.288, 1.44, 346, 1323, 241, 1
6, 104, 624, 17.333, 0.099, 0.258, 2.0, 62, 161, 31, 1
13, 147, 1911, 11.308, 0.358, 0.703, 3.6, 684, 1343, 190, 1
6, 96, 576, 16.0, 0.309, 0.925, 1.73, 178, 533, 103, 1
8, 216, 1728, 27.0, 0.408, 0.747, 3.18, 705, 1290, 222, 1
5, 89, 445, 17.8, 0.169, 0.717, 1.14, 75, 319, 66, 1
8, 215, 1720, 26.875, 0.366, 0.792, 2.86, 629, 1362, 220, 1
8, 45, 360, 5.625, 0.156, 0.725, 1.87, 56, 261, 30, 1
6, 9, 54, 1.5, 0.556, 1.0, 2.14, 30, 54, 14, 1
9, 101, 909, 11.222, 0.442, 0.861, 2.68, 402, 783, 150, 1
8, 42, 336, 5.25, 0.375, 0.899, 2.07, 126, 302, 61, 1
12, 26, 312, 2.167, 0.221, 1.0, 1.6, 69, 312, 43, 1
10, 11, 110, 1.1, 0.491, 0.845, 4.5, 54, 93, 12, 1
8, 15, 120, 1.875, 0.5, 1.0, 2.14, 60, 120, 28, 1
11, 51, 561, 4.636, 0.294, 0.824, 2.06, 165, 462, 80, 1
10, 58, 580, 5.8, 0.081, 0.224, 1.62, 47, 130, 29, 1
12, 20, 240, 1.667, 0.525, 0.854, 9.0, 126, 205, 14, 1
14, 29, 406, 2.071, 0.14, 0.502, 1.63, 57, 204, 35, 1
3, 550, 1650, 183.33, 0.329, 0.375, 27.15, 543, 619, 20, 2
2, 537, 1074, 268.5, 0.507, 0.528, 181.33, 544, 567, 3, 2
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 2
9, 13, 117, 1.444, 0.103, 0.752, 4.0, 12, 88, 3, 2
1, 33, 33, 33.0, 1.0, 1.0, 33.0, 33, 33, 1, 2
1, 13, 13, 13.0, 1.0, 1.0, 13.0, 13, 13, 1, 2
1, 23, 23, 23.0, 0.348, 1.0, 1.6, 8, 23, 5, 2
7, 46, 322, 6.571, 0.177, 0.304, 8.14, 57, 98, 7, 2
1, 19, 19, 19.0, 0.579, 1.0, 3.67, 11, 19, 3, 2
3, 259, 777, 86.333, 0.411, 0.481, 13.29, 319, 374, 24, 2
2, 22, 44, 11.0, 0.75, 0.75, 33.0, 33, 33, 1, 2
1, 235, 235, 235.0, 0.923, 1.0, 27.13, 217, 235, 8, 2
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, 2
1, 13, 13, 13.0, 0.846, 1.0, 5.5, 11, 13, 2, 2
2, 14, 28, 7.0, 0.464, 0.536, 13.0, 13, 15, 1, 2
1, 145, 145, 145.0, 0.972, 1.0, 35.25, 141, 145, 4, 2
25, 169, 4225, 6.76, 0.215, 0.947, 1.57, 907, 4000, 579, 2
2, 537, 1074, 268.5, 0.594, 0.655, 21.27, 638, 703, 30, 2
3, 54, 162, 18.0, 0.364, 0.519, 8.43, 59, 84, 7, 2
1, 199, 199, 199.0, 0.945, 1.0, 37.6, 188, 199, 5, 2
1, 14, 14, 14.0, 0.5, 1.0, 2.33, 7, 14, 3, 2
1, 34, 34, 34.0, 0.353, 1.0, 1.71, 12, 34, 7, 2
1, 79, 79, 79.0, 0.608, 1.0, 6.86, 48, 79, 7, 2
1, 52, 52, 52.0, 0.788, 1.0, 10.25, 41, 52, 4, 2
2, 536, 1072, 268.0, 0.505, 0.512, 180.33, 541, 549, 3, 2
1, 186, 186, 186.0, 0.828, 1.0, 9.06, 154, 186, 17, 2
1, 39, 39, 39.0, 0.308, 1.0, 1.71, 12, 39, 7, 2
1, 44, 44, 44.0, 0.727, 1.0, 5.33, 32, 44, 6, 2
1, 94, 94, 94.0, 0.564, 1.0, 3.31, 53, 94, 16, 2
1, 73, 73, 73.0, 0.616, 1.0, 3.75, 45, 73, 12, 2
1, 52, 52, 52.0, 0.981, 1.0, 51.0, 51, 52, 1, 2
2, 535, 1070, 267.5, 0.648, 0.92, 11.75, 693, 984, 59, 2
1, 10, 10, 10.0, 1.0, 1.0, 10.0, 10, 10, 1, 2
168, 145, 24360, 0.863, 0.798, 0.963, 13.06, 19430, 23457, 1488, 3
64, 73, 4672, 1.141, 0.403, 0.445, 72.38, 1882, 2077, 26, 3
29, 32, 928, 1.103, 0.432, 0.689, 6.27, 401, 639, 64, 3
31, 1, 31, 0.032, 1.0, 1.0, 31.0, 31, 31, 1, 4
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, 4
14, 1, 14, 0.071, 1.0, 1.0, 14.0, 14, 14, 1, 4
42, 1, 42, 0.024, 1.0, 1.0, 42.0, 42, 42, 1, 4
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, 4
5, 2, 10, 0.4, 0.9, 0.9, 9.0, 9, 9, 1, 4
117, 1, 117, 0.0090, 1.0, 1.0, 117.0, 117, 117, 1, 4
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
52, 48, 2496, 0.923, 0.138, 0.248, 7.67, 345, 619, 45, 5
83, 326, 27058, 3.928, 0.286, 0.671, 7.55, 7741, 18149, 1025, 5
13, 5, 65, 0.385, 0.123, 0.538, 8.0, 8, 35, 1, 5
10, 12, 120, 1.2, 0.208, 0.583, 1.67, 25, 70, 15, 5
15, 14, 210, 0.933, 0.11, 0.338, 1.92, 23, 71, 12, 5
31, 37, 1147, 1.194, 0.189, 0.555, 2.07, 217, 637, 105, 5
36, 43, 1548, 1.194, 0.117, 0.183, 3.07, 181, 283, 59, 5
100, 49, 4900, 0.49, 0.093, 0.4, 1.77, 458, 1958, 259, 5
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, 5
54, 357, 19278, 6.611, 0.324, 0.644, 6.22, 6238, 12422, 1003, 5
5, 3, 15, 0.6, 0.467, 0.6, 3.5, 7, 9, 2, 5
