@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-1.64, -1.05, 1.0
-1.06, 0.496, 1.0
1.31, -1.72, 1.0
1.24, -1.33, 1.0
-1.23, -1.3, 1.0
-1.42, -0.0747, 1.0
-0.103, 0.0369, 1.0
-0.556, -0.505, 1.0
-0.222, 0.259, 1.0
0.487, -0.13, 1.0
0.108, -0.304, 1.0
0.306, -0.161, 1.0
0.832, -1.29, 1.0
-1.42, 0.592, 1.0
1.44, -1.52, 1.0
-0.122, -0.0671, 1.0
1.13, -1.27, 1.0
1.46, -1.61, 1.0
-0.206, -0.0207, 1.0
-0.385, -0.734, 1.0
-0.0443, -0.335, 1.0
0.433, 1.65, 1.0
-1.1, 0.135, 1.0
1.29, -0.657, 1.0
-1.41, -1.02, 1.0
0.96, -0.9, 1.0
0.748, 1.81, 1.0
-0.584, 0.0937, 1.0
0.184, 0.558, 1.0
-0.016, -0.448, 1.0
-1.22, -0.68, 1.0
0.974, -1.47, 1.0
1.09, -1.1, 1.0
0.576, 1.7, 1.0
0.221, 0.946, 1.0
2.22, 1.18, 1.0
0.377, -0.643, 1.0
-0.108, -0.793, 1.0
-0.0342, 0.145, 1.0
0.0971, 1.58, 1.0
-0.623, -0.737, 1.0
2.41, 0.946, 1.0
-0.902, -0.36, 1.0
-0.404, 0.178, 1.0
-0.553, -0.687, 1.0
0.617, -0.0096, 1.0
0.867, -1.19, 1.0
1.58, -1.29, 1.0
-1.02, 0.409, 1.0
-0.709, -0.262, 1.0
0.418, 0.616, 1.0
1.15, 0.0436, 1.0
0.0584, -0.638, 1.0
-2.15, -0.858, 1.0
-0.711, 0.465, 1.0
-1.15, -0.545, 1.0
0.445, 0.0484, 1.0
1.38, -1.02, 1.0
-0.0932, 0.472, 1.0
-1.46, -0.298, 1.0
-1.33, -0.0457, 1.0
7.25E-4, -0.0366, 1.0
-1.97, -0.674, 1.0
0.796, 0.423, 1.0
-1.34, 0.146, 1.0
-0.847, -0.213, 1.0
-1.24, -0.919, 1.0
-0.0242, -0.659, 1.0
1.99, 1.18, 1.0
0.171, -0.502, 1.0
0.72, -0.154, 1.0
-1.84, -0.366, 1.0
1.46, -0.509, 1.0
1.06, -0.0553, 1.0
1.57, -0.909, 1.0
-0.744, 0.196, 1.0
0.417, 0.348, 1.0
-0.895, -1.07, 1.0
-0.633, 0.257, 1.0
0.635, 0.559, 1.0
-1.83, -0.964, 1.0
0.719, 0.0781, 1.0
-1.88, -0.979, 1.0
-0.0895, 1.65, 1.0
-0.311, 0.995, 1.0
1.31, -1.4, 1.0
-0.793, 0.905, 1.0
0.222, 0.214, 1.0
1.08, -1.83, 1.0
1.14, -0.209, 1.0
1.82, 1.43, 1.0
-0.427, -0.485, 1.0
0.576, -0.665, 1.0
-1.71, -0.653, 1.0
-1.95, -0.16, 1.0
0.309, -0.689, 1.0
0.381, 1.61, 1.0
1.95, 0.902, 1.0
-0.904, -0.203, 1.0
-2.14, -0.476, 1.0
-0.29, 0.7, 1.0
-1.32, -0.146, 1.0
-0.323, -0.213, 1.0
0.939, 1.69, 1.0
0.579, -1.02, 1.0
-1.64, -1.91, 1.0
2.34, 1.64, 1.0
-0.00124, -0.938, 1.0
-1.08, 0.356, 1.0
1.48, 1.01, 1.0
-1.62, -0.896, 1.0
0.874, -0.769, 1.0
