@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
0.321, 0.299, 1.0
0.75, 1.63, 1.0
-0.348, 0.119, 1.0
-1.64, -0.962, 1.0
-1.02, 0.521, 1.0
1.2, -1.65, 1.0
1.26, -1.25, 1.0
-1.42, -1.28, 1.0
-1.4, -0.107, 1.0
-0.0767, 1.68E-4, 1.0
-0.582, -0.587, 1.0
-0.201, 0.287, 1.0
0.45, -0.104, 1.0
0.149, -0.295, 1.0
0.434, -0.189, 1.0
0.862, -1.24, 1.0
-1.21, 0.357, 1.0
1.37, -1.52, 1.0
-0.138, -0.0524, 1.0
1.09, -1.24, 1.0
1.53, -1.81, 1.0
-0.0529, -0.0168, 1.0
-0.403, -0.636, 1.0
-0.0281, -0.323, 1.0
0.424, 1.64, 1.0
-1.08, 0.114, 1.0
1.32, -0.616, 1.0
-1.39, -0.943, 1.0
0.929, -0.902, 1.0
0.791, 1.69, 1.0
-0.501, 0.0787, 1.0
0.0438, 0.536, 1.0
0.00902, -0.434, 1.0
-1.25, -0.689, 1.0
0.976, -1.39, 1.0
1.09, -1.12, 1.0
0.569, 1.62, 1.0
-0.0273, 0.739, 1.0
2.17, 1.24, 1.0
0.371, -0.589, 1.0
-0.184, -0.751, 1.0
0.0381, 0.167, 1.0
0.171, 1.59, 1.0
-0.633, -0.698, 1.0
2.37, 1.07, 1.0
-0.854, -0.379, 1.0
-0.492, 0.124, 1.0
-0.508, -0.694, 1.0
0.608, 0.0135, 1.0
0.933, -1.24, 1.0
1.47, -1.29, 1.0
-1.01, 0.357, 1.0
-0.64, -0.238, 1.0
0.521, 0.56, 1.0
1.16, 0.151, 1.0
0.0745, -0.607, 1.0
-2.02, -0.792, 1.0
-0.747, 0.468, 1.0
-1.17, -0.556, 1.0
0.501, 0.0553, 1.0
1.39, -1.11, 1.0
-0.106, 0.552, 1.0
-1.36, -0.258, 1.0
-1.33, -0.12, 1.0
0.0235, -0.18, 1.0
-1.82, -0.665, 1.0
0.802, 0.431, 1.0
-1.31, 0.175, 1.0
-0.866, -0.197, 1.0
-1.33, -0.861, 1.0
-0.0275, -0.582, 1.0
2.06, 1.12, 1.0
0.133, -0.568, 1.0
0.686, -0.19, 1.0
-1.84, -0.284, 1.0
1.39, -0.631, 1.0
0.98, -0.0439, 1.0
1.37, -0.8, 1.0
-0.764, 0.218, 1.0
0.473, 0.339, 1.0
-1.01, -1.27, 1.0
-0.795, 0.276, 1.0
0.595, 0.546, 1.0
-1.86, -0.963, 1.0
0.701, 0.0237, 1.0
-1.76, -1.17, 1.0
-0.0692, 1.73, 1.0
-0.425, 0.996, 1.0
1.38, -1.36, 1.0
-0.522, 0.877, 1.0
0.527, -0.251, 1.0
0.811, -1.65, 1.0
1.28, -0.176, 1.0
1.91, 1.37, 1.0
-0.384, -0.397, 1.0
0.824, -0.673, 1.0
-1.78, -0.687, 1.0
-1.96, -0.442, 1.0
0.142, -0.698, 1.0
0.269, 1.62, 1.0
1.89, 0.834, 1.0
-0.784, -0.00647, 1.0
-1.53, -0.466, 1.0
-0.436, 0.821, 1.0
-1.22, -0.119, 1.0
-0.298, -0.243, 1.0
0.896, 1.58, 1.0
0.768, -0.917, 1.0
-1.6, -1.44, 1.0
1.49, 1.59, 1.0
0.167, -0.793, 1.0
-1.13, -0.0634, 1.0
1.24, 1.45, 1.0
-1.42, -1.51, 1.0
