@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-0.387, 0.104, 1.0
-1.61, -1.13, 1.0
-1.09, 0.437, 1.0
1.13, -1.75, 1.0
1.16, -1.3, 1.0
-1.39, -1.35, 1.0
-1.46, -0.108, 1.0
-0.0666, 0.0656, 1.0
-0.651, -0.528, 1.0
-0.0962, 0.19, 1.0
0.412, -0.124, 1.0
0.166, -0.33, 1.0
0.387, -6.53E-4, 1.0
0.896, -1.27, 1.0
-1.24, 0.323, 1.0
1.41, -1.48, 1.0
-0.0911, -0.0844, 1.0
1.1, -1.17, 1.0
1.41, -1.38, 1.0
-0.204, -0.181, 1.0
-0.508, -0.715, 1.0
-0.00948, -0.336, 1.0
0.407, 1.67, 1.0
-1.14, 0.0337, 1.0
1.34, -0.632, 1.0
-1.37, -0.904, 1.0
0.98, -0.832, 1.0
0.83, 1.67, 1.0
-0.482, 0.0903, 1.0
0.355, 0.562, 1.0
-0.0662, -0.479, 1.0
-1.24, -0.706, 1.0
1.07, -1.38, 1.0
1.16, -1.1, 1.0
0.544, 1.63, 1.0
0.5, 0.762, 1.0
2.12, 1.1, 1.0
0.399, -0.594, 1.0
-0.232, -0.843, 1.0
-0.0237, 0.303, 1.0
0.219, 1.59, 1.0
-0.579, -0.748, 1.0
2.23, 0.895, 1.0
-0.927, -0.406, 1.0
-0.597, 0.232, 1.0
-0.595, -0.651, 1.0
0.637, 0.00536, 1.0
0.774, -1.22, 1.0
1.52, -1.34, 1.0
-0.947, 0.445, 1.0
-0.801, -0.24, 1.0
0.533, 0.541, 1.0
1.04, 0.0909, 1.0
0.097, -0.593, 1.0
-2.04, -0.978, 1.0
-0.683, 0.419, 1.0
-1.15, -0.508, 1.0
0.566, 0.0815, 1.0
1.21, -1.02, 1.0
-0.0584, 0.54, 1.0
-1.37, -0.213, 1.0
-1.33, 0.0398, 1.0
-0.102, -0.306, 1.0
-1.82, -0.705, 1.0
0.824, 0.587, 1.0
-1.38, 0.0973, 1.0
-0.853, -0.254, 1.0
-1.46, -0.891, 1.0
0.0179, -0.7, 1.0
1.95, 1.09, 1.0
0.16, -0.616, 1.0
0.661, -0.199, 1.0
-1.89, -0.418, 1.0
1.31, -0.566, 1.0
0.95, -0.0297, 1.0
1.33, -0.774, 1.0
-0.719, 0.242, 1.0
0.37, 0.312, 1.0
-0.974, -0.818, 1.0
-0.699, -5.78E-4, 1.0
0.569, 0.481, 1.0
-1.86, -0.977, 1.0
0.785, 0.158, 1.0
-1.67, -0.875, 1.0
0.0285, 1.72, 1.0
-0.528, 0.953, 1.0
1.04, -1.17, 1.0
-0.516, 0.831, 1.0
0.2, -0.609, 1.0
0.714, -1.08, 1.0
1.42, -0.208, 1.0
1.89, 1.34, 1.0
-0.431, -0.346, 1.0
0.332, -0.69, 1.0
-1.68, -0.528, 1.0
-2.13, -0.347, 1.0
0.157, -0.652, 1.0
0.423, 1.74, 1.0
2.03, 0.984, 1.0
-0.768, -0.0166, 1.0
-1.49, -0.498, 1.0
-0.275, 1.52, 1.0
-1.55, -0.132, 1.0
-0.394, -0.338, 1.0
1.15, 1.68, 1.0
0.268, -1.08, 1.0
-2.0, -2.1, 1.0
1.41, 1.63, 1.0
-0.121, -0.498, 1.0
-1.07, -0.709, 1.0
0.452, 1.95, 1.0
-1.4, -1.54, 1.0
