@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-1.56, -1.05, 1.0
-1.07, 0.534, 1.0
1.19, -1.67, 1.0
1.25, -1.25, 1.0
-1.14, -1.27, 1.0
-1.44, -0.0746, 1.0
-0.116, 0.0815, 1.0
-0.576, -0.463, 1.0
-0.213, 0.259, 1.0
0.458, -0.157, 1.0
0.123, -0.283, 1.0
0.303, -0.143, 1.0
0.825, -1.28, 1.0
-1.3, 0.651, 1.0
1.49, -1.53, 1.0
-0.129, -0.061, 1.0
1.12, -1.22, 1.0
1.32, -1.48, 1.0
-0.237, -0.0378, 1.0
-0.452, -0.717, 1.0
-0.0468, -0.332, 1.0
0.431, 1.64, 1.0
-1.1, 0.145, 1.0
1.27, -0.675, 1.0
-1.43, -1.02, 1.0
0.947, -0.888, 1.0
0.837, 1.75, 1.0
-0.559, 0.0594, 1.0
0.15, 0.442, 1.0
-0.0434, -0.442, 1.0
-1.23, -0.703, 1.0
0.976, -1.53, 1.0
1.11, -1.1, 1.0
0.56, 1.7, 1.0
0.19, 0.969, 1.0
2.21, 1.21, 1.0
0.396, -0.606, 1.0
-0.112, -0.841, 1.0
-0.0227, 0.163, 1.0
0.109, 1.65, 1.0
-0.648, -0.713, 1.0
2.43, 0.869, 1.0
-0.877, -0.401, 1.0
-0.466, 0.145, 1.0
-0.541, -0.65, 1.0
0.615, -0.0228, 1.0
0.839, -1.15, 1.0
1.6, -1.36, 1.0
-1.01, 0.412, 1.0
-0.716, -0.194, 1.0
0.423, 0.598, 1.0
1.19, 0.113, 1.0
0.0165, -0.639, 1.0
-2.1, -0.859, 1.0
-0.717, 0.455, 1.0
-1.15, -0.562, 1.0
0.424, 0.0533, 1.0
1.35, -0.962, 1.0
-0.125, 0.521, 1.0
-1.5, -0.39, 1.0
-1.32, -0.088, 1.0
0.122, -0.041, 1.0
-1.98, -0.655, 1.0
0.796, 0.429, 1.0
-1.37, 0.15, 1.0
-0.856, -0.235, 1.0
-1.25, -0.897, 1.0
-0.00145, -0.7, 1.0
2.03, 1.1, 1.0
0.165, -0.405, 1.0
0.689, -0.187, 1.0
-1.82, -0.341, 1.0
1.33, -0.486, 1.0
0.99, -0.0762, 1.0
1.52, -0.85, 1.0
-0.724, 0.215, 1.0
0.433, 0.38, 1.0
-0.89, -1.18, 1.0
-0.68, 0.314, 1.0
0.589, 0.557, 1.0
-1.84, -0.958, 1.0
0.71, 0.0529, 1.0
-1.78, -1.07, 1.0
-0.102, 1.57, 1.0
-0.325, 0.969, 1.0
1.29, -1.43, 1.0
-0.637, 0.942, 1.0
-0.0215, 0.704, 1.0
0.952, -1.9, 1.0
1.14, -0.286, 1.0
1.76, 1.48, 1.0
-0.352, -0.49, 1.0
0.707, -0.778, 1.0
-1.76, -0.632, 1.0
-1.93, -0.0856, 1.0
0.244, -0.69, 1.0
0.377, 1.72, 1.0
1.97, 0.99, 1.0
-0.651, -0.159, 1.0
-1.6, -0.541, 1.0
-0.521, 0.726, 1.0
-1.26, -0.119, 1.0
-0.292, -0.224, 1.0
1.0, 1.69, 1.0
0.566, -0.977, 1.0
-1.65, -2.05, 1.0
1.51, 1.59, 1.0
0.153, -0.875, 1.0
-1.03, 0.277, 1.0
1.71, 1.17, 1.0
-1.62, -1.16, 1.0
