@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
0.44, 0.399, 1.0
0.731, 1.74, 1.0
-0.264, 0.0571, 1.0
-1.59, -0.98, 1.0
-0.974, 0.511, 1.0
1.35, -1.51, 1.0
1.21, -1.24, 1.0
-1.45, -1.29, 1.0
-1.37, -0.123, 1.0
-0.135, 0.0707, 1.0
-0.491, -0.429, 1.0
0.00168, 0.262, 1.0
0.452, -0.204, 1.0
0.175, -0.345, 1.0
0.524, -0.231, 1.0
0.915, -1.27, 1.0
-1.11, 0.439, 1.0
1.47, -1.44, 1.0
-0.179, -0.0492, 1.0
1.07, -1.38, 1.0
1.46, -1.32, 1.0
-0.0238, 4.07E-4, 1.0
-0.264, -0.768, 1.0
-0.0060, -0.32, 1.0
0.4, 1.68, 1.0
-1.07, 0.256, 1.0
1.38, -0.645, 1.0
-1.46, -0.909, 1.0
0.911, -0.832, 1.0
0.561, 1.74, 1.0
-0.61, 0.00888, 1.0
-0.00294, 0.513, 1.0
0.0561, -0.479, 1.0
-1.25, -0.656, 1.0
0.953, -1.3, 1.0
1.16, -1.08, 1.0
0.459, 1.69, 1.0
0.529, 0.788, 1.0
2.09, 1.1, 1.0
0.378, -0.56, 1.0
-0.278, -0.815, 1.0
-0.0411, 0.32, 1.0
0.224, 1.57, 1.0
-0.582, -0.752, 1.0
2.11, 0.942, 1.0
-0.852, -0.298, 1.0
-0.453, -0.0737, 1.0
-0.674, -0.62, 1.0
0.587, 0.0331, 1.0
0.768, -1.25, 1.0
1.45, -1.25, 1.0
-0.972, 0.473, 1.0
-0.673, -0.177, 1.0
0.527, 0.51, 1.0
1.06, -0.0531, 1.0
0.145, -0.626, 1.0
-2.28, -1.02, 1.0
-0.621, 0.425, 1.0
-1.18, -0.522, 1.0
0.707, 0.0524, 1.0
1.26, -0.912, 1.0
-0.0618, 0.358, 1.0
-1.57, -0.205, 1.0
-1.32, 0.0399, 1.0
-0.215, -0.217, 1.0
-1.81, -0.643, 1.0
0.755, 0.22, 1.0
-1.31, 0.0708, 1.0
-0.834, -0.258, 1.0
-0.987, -0.814, 1.0
0.154, -0.653, 1.0
1.9, 1.27, 1.0
0.287, -0.517, 1.0
0.756, -0.0709, 1.0
-1.78, -0.491, 1.0
1.42, -0.697, 1.0
0.916, -0.0255, 1.0
1.36, -0.732, 1.0
-0.757, 0.298, 1.0
0.535, 0.504, 1.0
-1.01, -0.771, 1.0
-0.749, 0.0101, 1.0
0.956, 0.558, 1.0
-1.81, -0.994, 1.0
0.603, -0.108, 1.0
-1.7, -0.845, 1.0
0.0844, 1.72, 1.0
-0.32, 0.707, 1.0
0.991, -1.1, 1.0
-0.639, 0.68, 1.0
0.316, -0.601, 1.0
0.878, -0.856, 1.0
0.928, -0.102, 1.0
1.78, 1.19, 1.0
-0.297, -0.467, 1.0
0.405, -0.555, 1.0
-1.68, -0.51, 1.0
-1.56, -0.172, 1.0
0.234, -0.822, 1.0
0.364, 1.98, 1.0
2.12, 1.07, 1.0
-0.581, -0.182, 1.0
-1.42, -0.617, 1.0
-0.966, 0.487, 1.0
-1.15, -0.0498, 1.0
-0.457, -0.322, 1.0
1.1, 1.58, 1.0
0.799, -0.834, 1.0
-1.91, -2.24, 1.0
1.7, 1.21, 1.0
-0.448, -0.354, 1.0
-0.67, -0.55, 1.0
0.952, -0.782, 1.0
-2.14, -1.59, 1.0
