@relation  magic
@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FConc1 numeric
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}


@data
35.0315, 20.7835, 2.688, 0.3221, 0.161, 11.5828, -27.423, 17.9723, 22.751, 224.361, g
20.2006, 17.3896, 2.4661, 0.5162, 0.2684, 16.4123, 16.8542, 7.1931, 9.9206, 119.783, g
88.3871, 21.003, 3.0934, 0.2371, 0.1407, -57.0802, 73.1872, 4.4624, 1.8504, 282.056, g
29.5677, 12.788, 2.5231, 0.3868, 0.2024, 26.5064, 16.0998, -8.7955, 37.374, 188.409, g
76.1336, 23.7964, 3.3493, 0.2228, 0.1125, 31.722, 57.4564, 14.0854, 0.5748, 265.939, g
70.0753, 19.3644, 3.1517, 0.2327, 0.1216, 35.245, 59.7135, -8.1105, 4.1472, 244.546, g
30.5311, 12.69, 2.4014, 0.4246, 0.2361, -26.5669, -19.5461, 9.5883, 1.3823, 243.46, g
25.1609, 14.8969, 2.5231, 0.4138, 0.2324, 5.0132, 16.9284, -11.748, 28.351, 95.1335, g
40.797, 8.6015, 2.404, 0.497, 0.2742, 25.5682, -15.332, -7.8112, 6.325, 184.556, g
27.4252, 15.9827, 2.5557, 0.4256, 0.2184, -7.8399, -20.7383, 8.0424, 25.877, 161.066, g
46.164, 20.1827, 3.0037, 0.2519, 0.1433, 62.569, 33.6071, -12.5142, 8.801, 230.402, g
20.8375, 12.4907, 2.3043, 0.5012, 0.2903, 17.1401, 14.013, -5.746, 57.3209, 195.131, g
17.8482, 14.1357, 2.4338, 0.5746, 0.3554, 7.7816, -15.7915, -7.7301, 15.518, 174.213, g
96.5421, 40.3366, 3.4214, 0.1599, 0.0885, -115.922, 60.6116, 23.4068, 14.594, 250.817, g
81.2144, 27.8229, 3.9569, 0.132, 0.0685, 45.9843, 71.4551, 13.9737, 0.2799, 262.251, g
81.0136, 16.0319, 2.8976, 0.2873, 0.1576, 66.0431, 75.6853, -12.6392, 1.364, 224.009, g
79.7636, 39.5237, 3.426, 0.1489, 0.0838, -28.04, 54.1323, 34.9232, 6.664, 334.836, g
32.1883, 26.3732, 3.0918, 0.2509, 0.1437, -1.2859, 27.8853, -16.113, 13.5301, 79.089, g
81.6259, 33.2622, 3.5645, 0.2295, 0.1323, -31.7561, 71.2656, -24.3374, 3.1589, 330.342, g
100.686, 20.2, 3.2508, 0.2161, 0.1148, 44.4752, 83.4147, -16.1377, 0.667, 278.761, g
25.8026, 11.8657, 2.4533, 0.3979, 0.213, -35.7191, -13.3331, 3.955, 7.346, 131.925, g
47.8281, 19.7515, 3.2392, 0.2543, 0.1289, 28.5766, 34.306, -14.579, 3.53, 244.304, g
28.3689, 15.6983, 2.7631, 0.4211, 0.2373, 20.577, 23.3278, 14.7642, 2.948, 170.755, g
26.5881, 11.2723, 2.5729, 0.4679, 0.3115, -5.83, -22.3864, 10.8468, 14.237, 129.815, g
12.9942, 10.9338, 2.1021, 0.751, 0.4625, 13.9028, -6.1426, -8.8707, 74.997, 121.399, g
77.8986, 27.5097, 3.4919, 0.1881, 0.1013, -62.0025, 60.3882, -25.3139, 2.701, 279.476, g
24.226, 18.1064, 2.5289, 0.3728, 0.1997, 15.7258, -13.5556, 11.3862, 2.572, 223.795, g
73.3171, 23.5811, 3.1877, 0.2214, 0.1133, 74.4307, 73.4946, -14.9511, 2.8894, 204.991, g
52.254, 17.6747, 3.0894, 0.1986, 0.1184, 29.0404, 32.0298, 9.0218, 4.2321, 255.514, g
112.464, 31.0123, 3.1564, 0.2023, 0.1308, 93.5187, 112.793, -10.9194, 4.728, 170.058, g
28.906, 21.6955, 2.6042, 0.3806, 0.2102, -15.2301, -12.7448, 12.2635, 21.497, 100.557, g
19.5155, 7.4337, 2.1055, 0.7294, 0.4353, 0.7152, -5.7937, -4.7317, 8.536, 157.97, g
79.1886, 22.9409, 3.273, 0.1856, 0.0968, 30.9449, 84.9596, 15.2506, 2.6, 148.692, g
39.1753, 19.9988, 2.829, 0.2787, 0.1401, 2.1328, 38.1831, -12.4074, 12.887, 238.385, g
46.6791, 17.5998, 3.1381, 0.307, 0.167, 12.3637, 49.0497, -3.9128, 0.461, 194.605, g
56.7107, 17.0717, 2.749, 0.221, 0.1221, -20.0571, -33.8718, -4.3812, 2.489, 162.538, g
29.9384, 20.6567, 2.8119, 0.3423, 0.2043, 17.003, 25.2722, -17.1316, 22.871, 78.6451, g
57.0682, 24.5172, 3.2718, 0.2134, 0.119, -57.7988, 34.6134, -8.782, 3.016, 273.03, g
13.2431, 10.7215, 2.1717, 0.7811, 0.4209, -14.5271, -2.7128, 11.7589, 10.6605, 172.242, g
17.2849, 11.0088, 2.2095, 0.5864, 0.3426, -1.2829, 6.1132, 6.5579, 42.016, 69.1981, g
21.241, 11.2051, 2.2095, 0.5741, 0.3241, 14.0242, 18.9243, 5.9074, 25.446, 192.861, g
20.2358, 7.1978, 2.1089, 0.7549, 0.3774, 3.9409, -11.5931, -5.4469, 7.1029, 81.5759, g
30.2028, 17.583, 2.7427, 0.3454, 0.2016, 21.9155, 22.4333, -10.938, 18.134, 140.066, g
18.2772, 17.6995, 2.3191, 0.4652, 0.2422, 10.3473, 18.0634, -10.1295, 53.8203, 145.464, g
45.102, 20.0974, 3.1647, 0.193, 0.0975, 34.5486, 31.4351, -8.0756, 1.2698, 171.526, g
46.5588, 13.3629, 2.5391, 0.5058, 0.3223, 46.2978, 33.6985, 12.273, 11.03, 166.51, g
22.1821, 11.1415, 2.5139, 0.5329, 0.3017, -1.8966, -19.1506, 7.2902, 59.536, 61.6196, g
29.4658, 19.639, 2.9934, 0.3503, 0.1873, -4.3524, 17.6604, -2.6286, 0.2353, 211.719, g
23.472, 18.9753, 2.6821, 0.4345, 0.2651, 8.4304, 15.0366, 15.1225, 6.279, 217.769, g
37.4641, 20.2337, 3.0022, 0.2786, 0.1517, -12.552, 10.7198, 14.7785, 6.867, 167.449, g
18.3747, 10.1736, 2.4014, 0.6389, 0.3393, 22.0069, 11.0897, -5.899, 17.161, 49.7125, g
55.6733, 19.326, 3.1896, 0.3321, 0.2039, 41.0557, 52.473, 10.3608, 1.5532, 250.943, g
47.6672, 18.2275, 2.5999, 0.3769, 0.2173, 46.9321, 41.3074, -10.1776, 9.11, 156.599, g
25.9214, 14.0449, 2.6933, 0.5025, 0.2948, 4.897, 20.1408, 6.2421, 9.6072, 125.722, g
82.7882, 32.0348, 3.5019, 0.1212, 0.0634, 67.0641, 90.7246, 13.7145, 1.5868, 146.096, g
16.7571, 11.1616, 2.3243, 0.6019, 0.3768, 1.0378, -4.8525, 7.3821, 71.177, 170.814, g
76.6597, 26.8433, 3.0904, 0.3394, 0.2034, -27.2541, -52.5328, 17.4819, 2.2854, 354.023, g
44.5949, 21.9905, 2.9511, 0.2306, 0.1304, 39.0795, -24.1922, -12.5102, 2.6322, 221.704, g
20.8139, 8.5075, 2.3243, 0.6777, 0.4336, -21.057, -14.7265, -1.3472, 9.508, 189.241, g
25.161, 15.1905, 2.7139, 0.4232, 0.2232, 10.9884, -9.4704, -9.3134, 0.624, 220.899, g
34.6369, 18.8131, 2.8414, 0.2882, 0.1448, -10.2472, -16.2837, -14.9995, 2.9067, 230.049, g
56.6471, 23.4727, 3.0654, 0.3234, 0.1708, -56.3223, 40.8411, 19.1479, 8.8062, 285.064, g
54.5553, 20.935, 3.0344, 0.2236, 0.1436, 29.2052, 41.3859, -12.9588, 4.504, 87.4514, g
61.8236, 24.113, 3.065, 0.2695, 0.1545, -47.9552, 33.6217, 3.8995, 5.6814, 278.24, g
22.8366, 12.7545, 2.4757, 0.4381, 0.2224, -10.6482, 10.3081, 6.8707, 1.9635, 263.747, g
18.0667, 12.8863, 2.4158, 0.5643, 0.3013, 2.7454, -10.67, 7.8956, 86.453, 167.368, g
23.6343, 12.6911, 2.4579, 0.4599, 0.2422, -8.4408, -14.4885, 3.6345, 24.9633, 134.229, g
34.6633, 14.7322, 2.6604, 0.3628, 0.224, 35.1217, 25.8056, -10.9382, 6.1287, 143.96, g
112.948, 39.3367, 3.2619, 0.1335, 0.067, 137.948, 80.0759, -18.3524, 0.938, 197.973, g
50.0814, 21.3068, 3.1225, 0.2202, 0.1188, 51.0469, 40.8885, 11.8542, 5.8695, 127.361, g
12.7087, 11.6678, 2.0774, 0.7113, 0.3891, -15.6389, 8.9437, -9.6439, 46.283, 106.835, g
37.3466, 17.7142, 2.7962, 0.267, 0.1399, -21.0314, -30.3696, -12.9368, 15.638, 113.718, g
19.9277, 7.1487, 2.1287, 0.7807, 0.3978, 21.7245, 12.4945, -4.9894, 7.035, 203.421, g
12.9925, 10.8812, 2.2799, 0.7507, 0.4698, 13.7373, -5.8894, -8.2227, 13.0028, 180.114, g
18.8097, 10.0248, 2.2601, 0.6099, 0.3544, 21.8522, 11.831, 4.461, 43.0228, 174.456, g
25.9034, 12.1401, 2.4564, 0.4126, 0.2325, 34.8238, 12.3815, -5.1151, 34.0048, 89.8237, g
13.7784, 9.4179, 2.2776, 0.8443, 0.4354, -14.6666, -4.6403, 11.659, 42.5529, 145.204, g
91.3478, 25.1876, 3.524, 0.2113, 0.1267, -34.9144, 75.7354, -14.7445, 1.027, 294.903, g
66.2579, 18.7394, 2.7197, 0.2498, 0.1268, 61.1647, 59.6429, -11.0501, 17.172, 140.18, g
38.3618, 17.667, 2.6561, 0.4547, 0.2417, 32.72, 35.3398, -9.6262, 13.47, 135.828, g
41.5842, 21.3329, 2.9044, 0.2928, 0.1576, 24.6774, 8.9112, -2.0409, 6.377, 203.524, g
62.7644, 25.1345, 3.7026, 0.1807, 0.1001, 34.1638, 64.2319, -10.954, 4.1234, 171.784, g
29.0828, 14.8125, 2.5982, 0.4489, 0.261, 3.792, -17.3284, -6.2019, 7.9405, 200.671, g
42.1522, 24.1409, 2.8791, 0.2008, 0.1037, -33.4114, -17.5803, -16.2083, 21.355, 156.687, g
33.3319, 14.8359, 2.8028, 0.3811, 0.2102, -30.7655, -6.3349, -7.0376, 6.05, 179.485, g
12.9851, 11.1155, 2.1508, 0.7491, 0.4346, -14.4702, 6.6177, -10.3747, 79.334, 149.948, g
22.948, 10.906, 2.4023, 0.5624, 0.3624, 11.0755, 20.2017, -7.9648, 65.6668, 175.984, g
35.8011, 19.4776, 2.7821, 0.2857, 0.1594, -3.7371, 20.2131, -14.0048, 6.5, 241.092, g
69.9328, 24.5931, 3.1355, 0.1816, 0.1007, -90.9638, 47.6857, 6.7437, 1.8664, 270.822, g
60.5508, 24.4487, 3.34, 0.1947, 0.1241, -15.8597, -31.7991, -17.4254, 11.12, 144.592, g
32.6845, 15.3549, 2.8017, 0.3631, 0.1918, -13.13, -24.8278, -11.5002, 12.3857, 200.256, g
12.97, 11.2222, 2.1351, 0.7473, 0.4139, 14.7928, -6.3933, 11.115, 50.6846, 193.264, g
71.9672, 29.0411, 3.4757, 0.2371, 0.1339, -26.1392, 61.4417, -17.0144, 2.8019, 335.801, g
39.2324, 18.7511, 2.9586, 0.3113, 0.1777, 22.9342, 40.227, 7.8823, 14.293, 230.912, g
67.7475, 22.0689, 2.8654, 0.259, 0.1302, 49.1765, 50.8477, -13.4234, 2.3478, 236.135, g
22.8384, 13.7628, 2.5231, 0.4888, 0.3313, 5.9665, 15.5594, 9.521, 4.078, 188.116, g
25.9538, 12.1946, 2.4624, 0.4621, 0.2534, -0.3813, 17.3215, -7.5821, 39.315, 223.495, g
38.5065, 15.7785, 2.7384, 0.3434, 0.1726, 55.5708, -21.7275, 12.596, 2.37, 115.612, g
35.1147, 17.8008, 2.9096, 0.3842, 0.2063, 37.0454, 35.004, 8.3877, 16.6113, 142.507, g
96.8365, 18.7737, 3.0763, 0.2005, 0.1036, 37.3768, 93.4159, -16.7148, 7.8896, 265.573, g
27.1805, 7.7076, 2.2279, 0.6036, 0.3521, 13.4361, -11.7859, -3.4239, 74.9943, 83.751, g
23.3194, 18.3503, 2.4935, 0.443, 0.236, 13.5709, -16.6518, 13.3584, 62.9998, 115.607, g
56.7309, 16.0555, 2.4541, 0.4042, 0.2056, -55.5869, 30.0868, 12.351, 15.5608, 161.762, g
71.6771, 25.9488, 3.3743, 0.2543, 0.1502, -32.3002, 68.4821, -20.2057, 1.0945, 297.823, g
47.1009, 23.5645, 3.043, 0.2183, 0.1309, 51.5881, 22.1658, 19.228, 1.477, 155.445, g
101.269, 35.5831, 3.3899, 0.2873, 0.1603, -72.5383, -45.6014, 30.5279, 1.8268, 385.738, g
26.0216, 9.648, 2.4935, 0.504, 0.2616, 31.9343, 19.3368, 4.6528, 44.3455, 133.272, g
58.3566, 29.5155, 2.9963, 0.2229, 0.1256, 63.4419, 38.3185, -30.215, 3.237, 290.363, g
28.8471, 8.0422, 2.1271, 0.5448, 0.2799, -15.9703, -16.2881, 3.0512, 13.2881, 161.918, g
62.716, 24.2106, 3.2374, 0.1887, 0.1132, 21.9411, 50.1951, -16.3679, 11.196, 102.006, g
20.5897, 9.9634, 2.3365, 0.5991, 0.3756, -3.546, 15.1735, 8.6621, 0.9856, 183.648, g
30.359, 14.3836, 2.7532, 0.3619, 0.2251, 1.5996, -12.2453, 7.5601, 1.4484, 132.209, g
69.6641, 22.6871, 2.8845, 0.4018, 0.2277, -80.5751, -52.7004, 13.2057, 1.252, 318.996, g
27.3017, 9.517, 2.3531, 0.4523, 0.2328, 35.4876, 18.1403, 6.761, 8.1796, 201.573, g
81.7075, 44.6295, 3.7185, 0.1939, 0.1001, -55.9672, -55.2433, 37.7286, 8.9721, 380.447, g
29.3684, 12.9049, 2.5218, 0.3729, 0.194, -30.7833, -10.9825, -7.5403, 1.9453, 225.001, g
34.8614, 18.8957, 2.9332, 0.2519, 0.1359, 16.429, 18.1677, 9.0215, 5.772, 198.03, g
20.7636, 16.296, 2.634, 0.4413, 0.2381, 8.5442, 14.4432, -12.4308, 54.781, 48.6631, g
61.0664, 26.4698, 2.7007, 0.2908, 0.1643, -82.6079, -41.84, 21.7416, 0.151, 247.38, g
24.2378, 11.0764, 2.437, 0.5484, 0.3711, -10.7092, -22.2389, -7.2923, 5.6286, 177.415, g
47.8669, 18.7702, 3.073, 0.2342, 0.1213, 30.5749, 31.939, 10.45, 0.94, 188.266, g
18.0375, 15.5268, 2.617, 0.5024, 0.2669, 2.902, -9.3529, 8.2196, 72.3693, 208.358, g
72.3771, 24.6175, 3.1477, 0.1779, 0.0979, 69.6991, 71.0401, 17.7575, 7.0799, 297.31, g
23.1479, 11.3338, 2.4306, 0.5492, 0.3061, -11.8821, -20.2838, -5.4684, 2.393, 154.081, g
31.4932, 17.9121, 2.7097, 0.3122, 0.1649, -30.576, 19.6037, 12.8331, 19.0525, 206.032, g
87.6679, 24.0653, 3.3732, 0.1465, 0.0773, 101.123, 62.753, 9.8767, 0.145, 251.117, g
53.1321, 20.1331, 3.2525, 0.307, 0.1926, 19.1908, 49.3765, -16.9696, 7.5444, 257.263, g
50.42, 22.455, 2.9085, 0.2877, 0.1488, 8.8663, 41.6986, -16.0409, 4.294, 278.764, g
43.9643, 15.1253, 2.8454, 0.3212, 0.2034, -24.454, -25.9433, 11.334, 1.228, 171.96, g
20.7708, 16.7921, 2.5815, 0.4404, 0.2267, 6.1544, 11.5784, 14.5851, 72.2425, 228.28, g
41.2726, 21.9081, 3.221, 0.2369, 0.1211, 26.9247, 29.987, 15.227, 6.769, 158.461, g
21.7385, 11.5237, 2.4864, 0.5644, 0.2985, 8.8165, 19.3702, 1.7874, 14.2929, 238.292, g
29.0007, 21.2221, 2.8774, 0.3979, 0.2407, 1.2866, 26.228, -14.3924, 32.224, 63.9582, g
104.577, 37.8131, 4.1169, 0.0853, 0.0427, 106.447, 85.8523, -16.717, 0.111, 303.171, g
43.1515, 17.477, 2.8713, 0.3174, 0.1796, 23.3629, 35.481, -12.0547, 6.0528, 233.292, g
40.7886, 21.025, 2.736, 0.3416, 0.1717, -29.8496, -32.0692, -15.2147, 5.9571, 227.62, g
64.779, 17.2199, 2.4669, 0.4915, 0.343, -68.9298, -23.2869, 10.9359, 7.4192, 218.42, g
65.0499, 21.0138, 3.0799, 0.1997, 0.1027, -66.2538, 46.1153, 14.9457, 2.2, 264.389, g
72.9287, 19.6802, 3.0032, 0.2184, 0.1176, 52.2131, 68.898, -13.9395, 2.2766, 239.105, g
31.063, 19.4251, 2.8072, 0.2712, 0.1613, -22.4762, -8.5847, -11.4601, 35.0126, 203.238, g
31.8655, 17.9128, 2.6599, 0.3085, 0.163, 4.6504, -20.5805, -8.8878, 2.8753, 139.923, g
39.9087, 17.1227, 2.7243, 0.2981, 0.1538, 27.7499, 34.8366, -8.4203, 40.603, 70.9618, g
27.5166, 20.3364, 2.7631, 0.3848, 0.2114, -11.0687, 21.4525, -17.8332, 44.6119, 152.287, g
22.9119, 11.0487, 2.4141, 0.5549, 0.368, 11.323, 20.5943, 8.1363, 3.104, 90.5559, g
32.0868, 17.982, 2.7497, 0.3007, 0.1699, 5.5964, -19.4625, 5.2032, 8.974, 86.0026, g
53.069, 17.1498, 2.7774, 0.2838, 0.1845, -26.09, -45.019, -9.618, 5.413, 129.754, g
56.4705, 21.3708, 3.0824, 0.206, 0.1146, -9.0486, 54.0238, -12.4466, 12.2597, 184.893, g
38.5173, 10.1657, 2.5605, 0.3961, 0.2022, -16.4005, 23.9759, 6.2005, 7.331, 193.494, g
83.3679, 33.9628, 3.5177, 0.1901, 0.1019, -76.4035, 42.1707, 23.2448, 0.914, 283.209, g
60.5135, 21.8754, 3.021, 0.1963, 0.1034, -110.511, 36.3348, 9.2767, 6.909, 252.777, g
87.0114, 34.6213, 3.3763, 0.2392, 0.131, 5.6917, -44.6859, -20.4095, 1.776, 343.14, g
29.7715, 14.7263, 2.4456, 0.491, 0.2885, 31.7979, 22.991, 4.1907, 6.6615, 81.9127, g
20.7334, 7.1075, 2.0737, 0.7342, 0.384, -23.1141, -11.7531, 5.9262, 0.208, 211.141, g
112.397, 55.1214, 4.3829, 0.075, 0.0406, -77.9553, 82.2024, 33.7977, 1.285, 283.482, g
25.235, 18.4194, 2.7324, 0.3759, 0.1917, -20.4038, -8.6552, 3.845, 40.5095, 236.144, g
33.8598, 22.8472, 3.0073, 0.2901, 0.1568, 6.0886, -15.9408, -14.6213, 8.9398, 111.115, g
94.9356, 33.6608, 3.746, 0.1522, 0.0791, -72.5239, 68.8893, -16.8476, 2.649, 349.252, g
40.5701, 19.4878, 3.1447, 0.253, 0.1652, 14.503, -15.861, 4.0103, 8.5051, 144.383, g
23.7423, 10.2031, 2.4074, 0.5871, 0.3268, -13.8392, -18.359, 7.9794, 14.9106, 171.393, g
54.6633, 18.9209, 3.3003, 0.2054, 0.1029, 46.33, 47.2504, 11.4679, 1.7, 213.287, g
27.4956, 11.4934, 2.5315, 0.4765, 0.2574, -3.9476, -24.1313, -9.2681, 25.1126, 155.765, g
102.363, 37.04, 3.9079, 0.1534, 0.0855, -44.7317, -47.7757, -18.5045, 0.709, 341.038, g
22.4688, 14.9097, 2.4232, 0.4642, 0.2887, 12.0427, 12.2064, 12.1709, 59.4506, 158.947, g
29.1545, 19.347, 2.639, 0.3559, 0.194, 29.5673, 22.4989, 15.0365, 23.197, 202.71, g
41.7348, 16.041, 2.9513, 0.2785, 0.1482, -37.4923, -21.6896, -2.3961, 5.686, 201.078, g
21.3128, 9.624, 2.2095, 0.6049, 0.3611, -2.5526, 14.61, 9.5627, 7.096, 234.971, g
22.8277, 14.7154, 2.4579, 0.5261, 0.3502, 6.4309, 12.8232, 7.3278, 53.449, 155.257, g
34.4853, 15.1329, 2.772, 0.3669, 0.2105, 12.245, 13.2609, 12.5771, 4.916, 168.707, g
31.5349, 12.183, 2.7206, 0.4681, 0.2445, 40.4118, 22.6149, -9.3787, 5.6246, 178.225, g
76.6189, 22.4543, 3.6042, 0.1833, 0.0932, 62.6811, 67.2765, 12.6811, 1.2024, 218.214, g
27.7368, 18.6845, 2.6753, 0.3738, 0.2017, -5.8412, 19.7828, -12.6751, 52.5269, 163.284, g
26.408, 14.6864, 2.5231, 0.5157, 0.2804, 6.5717, 17.7505, -14.2265, 12.393, 213.651, g
35.7476, 22.835, 2.9699, 0.2722, 0.1367, 44.5296, 27.3889, -10.1279, 13.9774, 147.625, g
23.786, 14.1227, 2.8442, 0.4209, 0.2369, 7.066, 14.4177, 12.0448, 6.0583, 166.68, g
52.8871, 18.8994, 2.9908, 0.2462, 0.1272, 47.3267, 42.2585, -10.5076, 5.3358, 235.569, g
74.8027, 20.1792, 2.8379, 0.2338, 0.1256, -90.4185, 61.2956, 15.233, 0.501, 239.977, g
81.3608, 22.8209, 3.4472, 0.1643, 0.083, 44.8654, 69.3567, -17.382, 1.9326, 252.607, g
59.3429, 20.1505, 3.1977, 0.3476, 0.2204, -32.9171, 50.9459, -16.8899, 3.982, 298.244, g
100.286, 20.9058, 3.0392, 0.2211, 0.1211, 117.449, -46.446, 11.1028, 4.664, 247.552, g
41.1721, 13.8368, 2.8202, 0.295, 0.1505, 27.7064, -16.7861, 8.3491, 5.5596, 214.549, g
31.8517, 9.894, 2.4502, 0.4716, 0.2394, -6.6446, 24.706, 5.7595, 9.621, 202.829, g
29.0556, 6.6593, 2.1931, 0.5449, 0.2917, -36.2142, -15.047, -2.9564, 11.7655, 72.0769, g
22.4294, 14.0145, 2.5315, 0.5029, 0.3221, -13.1996, -13.354, 11.6916, 9.239, 169.867, g
23.5536, 17.5029, 2.3962, 0.4297, 0.2149, 13.7462, 19.0743, -16.9919, 49.0547, 128.287, g
31.0619, 11.6274, 2.5563, 0.4667, 0.2403, -41.3141, 7.6668, -8.4457, 22.822, 128.797, g
29.0484, 13.1506, 2.48, 0.4338, 0.2334, -41.9204, 16.9378, 5.7436, 0.212, 192.271, g
60.8587, 23.1061, 3.3442, 0.263, 0.132, -60.2013, 49.0632, 14.4724, 0.7451, 270.195, g
87.3801, 25.9353, 3.4242, 0.1958, 0.115, -39.4293, 62.0214, 18.9847, 2.5025, 291.158, g
102.9, 32.1181, 3.0801, 0.1522, 0.0802, -184.321, 97.89, 19.4958, 5.0421, 194.707, g
60.7647, 16.9221, 2.8998, 0.2481, 0.153, -2.8043, -38.8922, 11.2894, 1.649, 179.607, g
66.8228, 25.6181, 3.008, 0.3368, 0.2185, 0.4449, 23.2932, 22.3862, 5.1143, 342.284, g
25.7554, 0.0037, 2.1508, 0.742, 0.4064, 27.8798, 13.2388, -1.0E-4, 2.0E-4, 177.88, g
34.5344, 20.8554, 2.6021, 0.4, 0.2362, 28.2809, 34.1069, -16.6342, 9.6722, 262.144, g
85.9355, 29.9215, 3.0755, 0.3134, 0.1735, -44.0508, -20.0659, -14.117, 4.7597, 335.983, g
56.8471, 17.1351, 3.0181, 0.2302, 0.1281, 80.3879, 23.9585, -10.2485, 22.2377, 186.712, g
13.054, 10.693, 2.2188, 0.7674, 0.4804, 13.419, -2.8936, 9.5412, 16.7337, 132.238, g
22.1144, 9.7491, 2.2695, 0.6075, 0.3199, 23.4231, 17.9628, -11.0295, 5.197, 238.8, g
26.257, 9.2674, 2.4864, 0.5416, 0.2822, 32.0326, 18.2772, -6.0079, 7.8637, 187.979, g
39.3534, 18.6073, 3.0177, 0.2544, 0.1359, 7.5434, -18.5252, 14.6388, 3.759, 190.377, g
42.6295, 18.4729, 2.9474, 0.3781, 0.2049, 38.281, 41.3602, -15.6309, 21.504, 117.701, g
24.2004, 10.6295, 2.357, 0.5143, 0.3319, -5.0412, -20.0564, -8.3628, 36.1048, 139.681, g
20.201, 12.8139, 2.3936, 0.497, 0.301, 14.8803, 13.9664, -5.2142, 36.8528, 206.465, g
20.7112, 7.1883, 2.0394, 0.7123, 0.3607, -1.8892, 9.4876, 5.9437, 21.7911, 280.767, g
29.3874, 17.8245, 2.7423, 0.3656, 0.2018, 6.4783, 28.9954, 14.9419, 10.789, 109.694, g
89.6345, 32.4132, 3.468, 0.1951, 0.1006, 22.3982, 132.218, 25.2843, 13.8802, 103.733, g
38.5073, 22.6766, 2.8494, 0.2348, 0.1195, 28.823, 17.7287, 14.5938, 25.519, 60.2772, g
85.926, 25.8556, 3.5283, 0.1849, 0.0958, -51.201, 68.503, 7.9699, 10.005, 276.343, g
68.01, 21.6258, 3.1313, 0.3089, 0.1837, -61.7014, 60.1257, 17.041, 4.0577, 268.331, g
93.0607, 28.3185, 3.5398, 0.116, 0.0622, -127.342, 56.014, -10.9973, 3.737, 233.673, g
13.052, 11.1346, 2.0846, 0.7572, 0.3909, 14.9291, -3.8248, -11.7911, 83.3102, 178.04, g
24.3133, 10.2983, 2.4464, 0.5188, 0.2665, 8.363, 16.6826, -6.5193, 1.8092, 246.549, g
79.7275, 28.2803, 3.5529, 0.1722, 0.1035, 55.7414, 68.21, -10.8305, 7.103, 222.653, g
40.6756, 15.594, 2.7447, 0.2772, 0.1449, 19.6226, 9.0297, 7.4157, 15.426, 193.234, g
19.9724, 9.5513, 2.2175, 0.5939, 0.3242, -24.564, -9.0509, 2.64, 40.808, 207.526, g
23.1363, 13.5366, 2.3627, 0.4946, 0.2538, -22.423, -16.104, -4.1679, 3.438, 108.319, g
17.4815, 10.818, 2.3243, 0.5972, 0.3199, 21.7985, 10.2619, 4.2935, 76.9471, 92.1175, g
27.3066, 19.721, 2.6968, 0.3337, 0.1779, -10.2031, 19.5438, -9.9222, 28.615, 47.6641, g
82.3739, 22.9804, 2.8466, 0.4157, 0.2598, -68.6371, -66.4328, 17.5864, 3.312, 272.982, g
19.6129, 6.9686, 2.2516, 0.8123, 0.4398, -19.9264, -13.8755, 4.3106, 9.825, 87.9476, g
23.1352, 9.8703, 2.2504, 0.5674, 0.3174, 24.4317, 18.0928, -10.8953, 49.932, 158.432, g
49.0423, 22.099, 2.9165, 0.2691, 0.1461, 51.5957, 26.9417, 7.0964, 2.183, 210.43, g
106.523, 26.591, 3.0286, 0.2163, 0.1128, 31.8217, 86.5058, -15.9754, 5.144, 294.539, g
35.2793, 19.4539, 2.8831, 0.3534, 0.18, 16.8158, 25.9614, -11.2248, 15.2584, 205.474, g
100.196, 29.4089, 3.2171, 0.162, 0.0846, -83.1847, 70.4306, 20.6047, 0.7341, 338.055, g
64.3417, 21.2392, 3.1316, 0.212, 0.1193, -15.2461, 55.0198, -18.0344, 3.0013, 270.933, g
13.0845, 11.0796, 2.1717, 0.7609, 0.3872, -14.9539, 2.8947, -11.84, 37.9872, 194.578, g
19.6808, 11.6456, 2.301, 0.61, 0.3525, -11.4491, -19.2358, -5.561, 12.9151, 188.061, g
25.1526, 0.0, 2.1599, 0.7405, 0.4671, 24.187, 18.1689, 0.0, 61.216, 237.147, g
91.5943, 20.9794, 3.0479, 0.2768, 0.1572, 93.9688, 83.3389, 20.4036, 1.703, 302.822, g
35.2351, 15.0317, 2.6309, 0.3088, 0.1579, 15.5971, -11.8123, 9.2908, 19.418, 208.256, g
139.204, 37.4949, 3.3597, 0.1747, 0.0924, 104.075, 135.353, 11.0652, 0.35, 241.141, g
38.5491, 19.1817, 3.0384, 0.2947, 0.1515, -2.0615, 27.1747, -7.9478, 7.8488, 156.407, g
38.439, 15.0891, 2.6031, 0.3167, 0.1608, 38.5114, 33.4627, 11.102, 16.4293, 162.329, g
85.0151, 9.8589, 2.3324, 0.6744, 0.4116, 41.7041, 85.8494, -10.7709, 10.694, 201.148, g
29.8441, 16.2333, 2.4742, 0.2987, 0.1527, 37.132, -16.2669, -8.4272, 15.5205, 198.973, g
121.742, 21.6484, 2.4495, 0.3623, 0.2078, 67.4724, 126.178, 6.7356, 28.328, 44.6209, g
